"unique_key","created_date","closed_date","descriptor","incident_address","street_name","cross_street_1","cross_street_2","borough","latitude","longitude"
"58552599","2023-08-18T10:47:00.000","2023-08-23T14:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","81 HAUGHWOUT AVENUE","HAUGHWOUT AVENUE","DRYDEN CT","CORTLANDT ST","STATEN ISLAND","40.62831536672602","-74.1338970815553"
"58554003","2023-08-18T10:35:00.000","2023-08-18T10:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1300 EAST   54 STREET","EAST   54 STREET","AVENUE J","AVENUE K","BROOKLYN","40.62642201762966","-73.92378600499822"
"58546987","2023-08-18T10:32:00.000","2023-08-19T08:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.66563095821665","-73.98594929350905"
"58548456","2023-08-18T10:26:00.000","2023-08-20T08:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","160-04 25 DRIVE","25 DRIVE","160 ST","163 ST","QUEENS","40.774148583094856","-73.80356151231427"
"58549810","2023-08-18T10:23:00.000","2023-08-19T09:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","41-50 56 STREET","56 STREET","ROOSEVELT AVE","43 AVE","QUEENS","40.74480953066483","-73.90870620525483"
"58552600","2023-08-18T10:23:00.000","2023-08-23T15:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"STATEN ISLAND","40.594456572092966","-74.1609140788318"
"58546988","2023-08-18T10:20:00.000","2023-08-19T14:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","85-10 GRAND AVENUE","GRAND AVENUE","VAN KLEECK ST","SIMONSON ST","QUEENS","40.73510153979428","-73.881772315201"
"58549811","2023-08-18T10:17:00.000","2023-08-20T09:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","173-01 111 AVENUE","111 AVENUE","173 ST","174 ST","QUEENS","40.695346748267994","-73.7794481623929"
"58546983","2023-08-18T10:05:00.000","2023-08-18T10:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","318 KNICKERBOCKER AVENUE","KNICKERBOCKER AVENUE","HART ST","DE KALB AVE","BROOKLYN","40.70140607573066","-73.92293209160103"
"58551210","2023-08-18T09:59:00.000","2023-08-22T12:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","3145 SPENCER DRIVE","SPENCER DRIVE","ROBERTSON PL","KENNELLWORTH PL","BRONX","40.84350634051382","-73.82293865637482"
"58554004","2023-08-18T09:56:00.000","2023-08-19T09:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","274 GARFIELD PLACE","GARFIELD PLACE","8 AVE","PROSPECT PARK W","BROOKLYN","40.67090437519678","-73.97415662389398"
"58548457","2023-08-18T09:53:00.000","2023-08-19T10:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","94-29 97 STREET","97 STREET","ATLANTIC AVE","95 AVE","QUEENS","40.68820002604053","-73.84556652100079"
"58546989","2023-08-18T09:53:00.000","2023-08-19T11:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","160-06 25 AVENUE","25 AVENUE","160 ST","163 ST","QUEENS","40.77485372031302","-73.80340779061721"
"58551211","2023-08-18T09:53:00.000","2023-08-23T09:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","875 POST AVENUE","POST AVENUE","DUBOIS AVE","JEWETT AVE","STATEN ISLAND","40.630916118312385","-74.13025994673642"
"58544227","2023-08-18T09:53:00.000","2023-08-23T16:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"STATEN ISLAND","40.609806220157125","-74.16040003484768"
"58554005","2023-08-18T09:47:00.000","2023-08-23T16:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","625 TRAVIS AVENUE","TRAVIS AVENUE","FERNDALE AVE","GADSEN PL","STATEN ISLAND","40.59193489609114","-74.16034270464225"
"58552601","2023-08-18T09:44:00.000","2023-08-21T13:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2964 LAFAYETTE AVENUE","LAFAYETTE AVENUE","EDISON AVE","LOGAN AVE","BRONX","40.830475600976065","-73.82370326640891"
"58554006","2023-08-18T09:41:00.000","2023-08-19T12:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.698014637725116","-73.90264310073974"
"58549812","2023-08-18T09:32:00.000","2023-08-23T10:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","562 BARD AVENUE","BARD AVENUE","BAKER PL","MORRISON AVE","STATEN ISLAND","40.629634790987474","-74.10570896933415"
"58554007","2023-08-18T09:20:00.000","2023-08-22T15:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BRONX","40.849009382476645","-73.78714729162115"
"58548458","2023-08-18T09:20:00.000","2023-08-19T11:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.738316672260204","-73.89410777919184"
"58549813","2023-08-18T09:17:00.000","2023-08-26T09:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.66429549925704","-73.83937161474216"
"58551213","2023-08-18T09:17:00.000","2023-08-19T11:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","87-51 88 STREET","88 STREET","JAMAICA AVE","88 AVE","QUEENS","40.69193001539413","-73.85602976589821"
"58544228","2023-08-18T08:59:00.000","2023-08-20T14:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","79-50 CALAMUS AVENUE","CALAMUS AVENUE","ELKS RD","ANKENER AVE","QUEENS","40.73396025236556","-73.8850073709491"
"58548459","2023-08-18T08:53:00.000","2023-08-24T10:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1558 EAST  172 STREET","EAST  172 STREET","BOYNTON AVE","WARD AVE","BRONX","40.831361062316724","-73.87805635296453"
"58551214","2023-08-18T08:53:00.000","2023-08-18T13:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.605571623862765","-73.91464076332274"
"58552602","2023-08-18T08:50:00.000","2023-09-01T09:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","300 EAST  159 STREET","EAST  159 STREET","PARK AVE","COURTLANDT AVE","BRONX","40.82381502350848","-73.91736696317817"
"58554008","2023-08-18T08:44:00.000","2023-08-19T11:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","473 WEST   21 STREET","WEST   21 STREET","9 AVE","10 AVE","MANHATTAN","40.74600941167621","-74.0041502840602"
"58551215","2023-08-18T08:35:00.000","2023-08-18T09:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.67173047649466","-73.87925305260362"
"58552603","2023-08-18T08:23:00.000","2023-08-19T14:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","81-04 155 AVENUE","155 AVENUE","81 ST","82 ST","QUEENS","40.664266567570216","-73.85261471143863"
"58548446","2023-08-18T08:17:00.000","2023-08-18T12:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","563 66 STREET","66 STREET","5 AVE","6 AVE","BROOKLYN","40.635297751402966","-74.01839308689449"
"58549814","2023-08-18T07:56:00.000","2023-08-18T11:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.6355080597778","-73.91327657867619"
"58554009","2023-08-18T07:47:00.000","2023-08-19T14:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","152-32 12 AVENUE","12 AVENUE","152 ST","154 ST","QUEENS","40.79169500869938","-73.80968528121731"
"58552604","2023-08-18T07:32:00.000","2023-08-22T09:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","15-71 150 PLACE","150 PLACE","15 DR","17 AVE","QUEENS","40.78525773767969","-73.81083033782456"
"58552605","2023-08-18T07:29:00.000","2023-08-19T09:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.6026308628207","-73.96498560487875"
"58551216","2023-08-18T07:23:00.000","2023-08-23T09:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","270 JEWETT AVENUE","JEWETT AVENUE","POST AVE","BEND","STATEN ISLAND","40.630504298384096","-74.13034921045069"
"58544229","2023-08-18T07:20:00.000","2023-08-23T12:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","21 BRIGHTON AVENUE","BRIGHTON AVENUE","ELY ST","PINE ST","STATEN ISLAND","40.637617706672216","-74.08816379288845"
"58552606","2023-08-18T07:20:00.000","2023-08-23T13:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","209-20 18 AVENUE","18 AVENUE","CORPORAL KENNEDY ST","BEND","QUEENS","40.78191853682074","-73.78341866027448"
"58545604","2023-08-18T07:02:00.000","2023-08-18T09:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","48-05 66 STREET","66 STREET","48 AVE","49 AVE","QUEENS","40.73829077710623","-73.89888911875597"
"58548460","2023-08-18T06:59:00.000","2023-08-20T14:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.72492634783032","-73.78482692823482"
"58546990","2023-08-18T06:47:00.000","2023-08-19T08:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","165 2 AVENUE","2 AVENUE","13 ST","14 ST","BROOKLYN","40.670100223934384","-73.9954579075408"
"58544230","2023-08-18T06:41:00.000","2023-08-23T09:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1896 SEWARD AVENUE","SEWARD AVENUE","UNDERHILL AVE","BOLTON AVE","BRONX","40.81970173083213","-73.85900137820636"
"58548461","2023-08-18T06:35:00.000","2023-08-21T07:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BRONX","40.889175837266485","-73.84415567193834"
"58554010","2023-08-18T06:26:00.000","2023-08-21T10:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","189-62 43 ROAD","43 ROAD","189 ST","192 ST","QUEENS","40.75702835219676","-73.7904010506712"
"58548462","2023-08-18T06:23:00.000","2023-08-22T11:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","163-45 15 DRIVE","15 DRIVE","163 ST","166 ST","QUEENS","40.78514497075986","-73.79933300220578"
"58545656","2023-08-18T06:05:00.000","2023-08-18T10:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1927 EAST   37 STREET","EAST   37 STREET","FILLMORE AVE","AVENUE S","BROOKLYN","40.61131696701469","-73.93180254171504"
"58546991","2023-08-18T06:05:00.000","2023-08-18T14:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2401 EAST   63 STREET","EAST   63 STREET","MAYFAIR DR N","BASSETT WALK","BROOKLYN","40.61155956524784","-73.90947910854061"
"58554011","2023-08-18T06:02:00.000","2023-08-18T07:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","63-38 61 STREET","61 STREET","DEAD END","GROVE ST","QUEENS","40.71043558775224","-73.90046435486921"
"58554012","2023-08-18T05:59:00.000","2023-08-18T11:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","130 EAST   59 STREET","EAST   59 STREET","CHURCH AVE","SNYDER AVE","BROOKLYN","40.65117857359368","-73.92166390829638"
"58545605","2023-08-18T05:59:00.000","2023-08-21T12:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","63-37 61 STREET","61 STREET","DEAD END","GROVE ST","QUEENS","40.7104492959608","-73.90044629930098"
"58549815","2023-08-18T05:47:00.000","2023-08-19T12:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","285 DELANCY STREET","DELANCY STREET","CANNON ST","LEWIS ST","MANHATTAN","40.71591423678351","-73.97989283653004"
"58554013","2023-08-18T05:47:00.000","2023-08-18T09:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","30-03 79 STREET","79 STREET","30 AVE","31 AVE","QUEENS","40.76078602211913","-73.8891519730984"
"58549816","2023-08-18T05:20:00.000","2023-08-18T09:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","20 KRAMER PLACE","KRAMER PLACE","JEWETT AVE","DERBY CT","STATEN ISLAND","40.62952090750206","-74.13101377953731"
"58541623","2023-08-17T21:59:00.000","2023-08-22T14:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","831 WEST  181 STREET","WEST  181 STREET","PINEHURST AVE","CABRINI BLVD","MANHATTAN","40.85129517260516","-73.93967862976741"
"58540405","2023-08-17T19:59:00.000","2023-08-19T12:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","137-32 132 AVENUE","132 AVENUE","VAN WYCK EXPRESSWAY SR E","DEAD END","QUEENS","40.6698558316466","-73.80041885315545"
"58542932","2023-08-17T17:56:00.000","2023-08-22T15:48:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1150 VINCENT AVENUE","VINCENT AVENUE","FAIRMOUNT AVE","BAISLEY AVE","BRONX","40.83641132910596","-73.82120843359912"
"58535263","2023-08-17T16:02:00.000","2023-08-17T16:09:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","101-26 78 STREET","78 STREET","101 AVE","LIBERTY AVE","QUEENS","40.68019245965238","-73.85974702064901"
"58539111","2023-08-17T15:56:00.000","2023-08-19T12:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","101-26 78 STREET","78 STREET","101 AVE","LIBERTY AVE","QUEENS","40.68019245965238","-73.85974702064901"
"58541624","2023-08-17T14:59:00.000","2023-08-18T09:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","125-02 LINDEN BOULEVARD","LINDEN BOULEVARD","125 ST","126 ST","QUEENS","40.68029123898247","-73.81505076313775"
"58536573","2023-08-17T14:38:00.000","2023-08-18T10:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","110-26 LIBERTY AVENUE","LIBERTY AVENUE","110 ST","111 ST","QUEENS","40.6845272327581","-73.83166453988532"
"58534052","2023-08-17T14:14:00.000","2023-08-18T08:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","24-20 90 PLACE","90 PLACE","24 AVE","24 RD","QUEENS","40.76509052782671","-73.87898271592462"
"58541625","2023-08-17T14:08:00.000","2023-08-20T08:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.75066357956493","-73.90807379161315"
"58541626","2023-08-17T14:05:00.000","2023-08-23T08:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"STATEN ISLAND","40.632092050569106","-74.12168400865598"
"58540407","2023-08-17T12:29:00.000","2023-08-19T11:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","89-02 102 ROAD","102 ROAD","89 ST","90 ST","QUEENS","40.681514562426116","-73.85033399663497"
"58539112","2023-08-17T12:20:00.000","2023-08-19T10:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.68759986997609","-73.84834436685207"
"58539113","2023-08-17T12:02:00.000","2023-08-21T10:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.697406484337726","-73.78735362067721"
"58541627","2023-08-17T11:53:00.000","2023-08-22T12:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","353 WEST  125 STREET","WEST  125 STREET","ST NICHOLAS AVE","MORNINGSIDE AVE","MANHATTAN","40.81087991010078","-73.95283932978393"
"58539114","2023-08-17T11:47:00.000","2023-08-18T09:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","133-59 117 STREET","117 STREET","133 AVE","135 AVE","QUEENS","40.67235372520934","-73.82226467897902"
"58540408","2023-08-17T11:35:00.000","2023-08-18T12:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.63852528050529","-73.92606377273901"
"58534053","2023-08-17T11:11:00.000","2023-08-18T12:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","90-02 199 STREET","199 STREET","90 AVE","93 AVE","QUEENS","40.71605258220399","-73.76119508042714"
"58542933","2023-08-17T10:59:00.000","2023-08-17T11:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.588321094846954","-73.97075378145865"
"58535265","2023-08-17T10:56:00.000","2023-08-17T11:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.58822251293949","-73.97167553104114"
"58536568","2023-08-17T10:02:00.000","2023-08-19T08:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"MANHATTAN","40.81338790667726","-73.94510298251167"
"58539109","2023-08-17T09:59:00.000","2023-08-20T13:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","20-10 SEAGIRT BOULEVARD","SEAGIRT BOULEVARD","BEACH 20 ST","CREST RD","QUEENS","40.59518089250683","-73.75499108161293"
"58536569","2023-08-17T09:56:00.000","2023-08-20T13:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1431 CROMWELL AVENUE","CROMWELL AVENUE","W 170 ST","MACOMBS RD","BRONX","40.841692624755915","-73.91917712311593"
"58540403","2023-08-17T09:41:00.000","2023-08-18T14:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2269 NATIONAL DRIVE","NATIONAL DRIVE","E 63 ST","E 64 ST","BROOKLYN","40.605695233161775","-73.91476665286325"
"58536570","2023-08-17T09:35:00.000","2023-08-18T13:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.63715752457274","-73.93366773815083"
"58536571","2023-08-17T08:56:00.000","2023-08-17T14:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"MANHATTAN","40.84215388602991","-73.94227827092928"
"58537845","2023-08-17T08:53:00.000","2023-08-17T10:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","3020 AVENUE Y","AVENUE Y","BATCHELDER ST","COYLE ST","BROOKLYN","40.5920895856974","-73.93646338389036"
"58535264","2023-08-17T08:50:00.000","2023-08-17T14:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"MANHATTAN","40.81147715676119","-73.9502162365346"
"58541622","2023-08-17T08:41:00.000","2023-08-22T08:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","564 TOMPKINS AVENUE","TOMPKINS AVENUE","CLIFTON AVE","HYLAN BLVD","STATEN ISLAND","40.61237192219393","-74.07115194566201"
"58536572","2023-08-17T08:38:00.000","2023-08-17T13:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","297 WEST  137 STREET","WEST  137 STREET","NEW YORK RENS CT","8 AVE","MANHATTAN","40.81761479370668","-73.94513923679516"
"58526490","2023-08-16T21:05:00.000","2023-08-17T12:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2226 SURF AVENUE","SURF AVENUE","W 22 ST","W 23 ST","BROOKLYN","40.57419130503255","-73.98901743992982"
"58530339","2023-08-16T20:47:00.000","2023-08-17T12:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","169-02 115 AVENUE","115 AVENUE","169 ST","170 ST","QUEENS","40.68932231024483","-73.77963035428834"
"58530340","2023-08-16T20:38:00.000","2023-08-17T14:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"MANHATTAN","40.73868641781212","-73.99587543190957"
"58529008","2023-08-16T19:44:00.000","2023-08-17T14:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.687820014242725","-73.96269446196268"
"58527728","2023-08-16T19:08:00.000","2023-08-24T12:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","30-01 79 STREET","79 STREET","30 AVE","31 AVE","QUEENS","40.76085190632662","-73.88916269270135"
"58532862","2023-08-16T18:17:00.000","2023-08-17T08:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","83-02 97 AVENUE","97 AVENUE","83 ST","DIGBY PL","QUEENS","40.683040866209765","-73.85697197544735"
"58532863","2023-08-16T16:32:00.000","2023-08-23T11:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.70952622867766","-73.76825928716603"
"58523854","2023-08-16T16:26:00.000","2023-08-17T10:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.7337407885752","-73.82243650921485"
"58530341","2023-08-16T15:50:00.000","2023-08-17T13:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","61-64 LINDEN STREET","LINDEN STREET","FRESH POND RD","64 ST","QUEENS","40.7100486454716","-73.8974170192845"
"58531615","2023-08-16T15:02:00.000","2023-08-17T13:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","111-40 148 STREET","148 STREET","111 AVE","112 AVE","QUEENS","40.687720050533386","-73.79639540055096"
"58527729","2023-08-16T14:47:00.000","2023-08-17T13:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","172-70 HIGHLAND AVENUE","HIGHLAND AVENUE","AVA PL","DALNY RD","QUEENS","40.713476527294596","-73.7885179760611"
"58530342","2023-08-16T14:44:00.000","2023-08-18T10:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","171 AINSLIE STREET","AINSLIE STREET","LEONARD ST","MANHATTAN AVE","BROOKLYN","40.71280232000724","-73.94723468416088"
"58525175","2023-08-16T13:50:00.000","2023-08-17T12:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","175-05 111 AVENUE","111 AVENUE","175 ST","176 ST","QUEENS","40.69604619478225","-73.77777615500864"
"58531616","2023-08-16T13:26:00.000","2023-08-17T11:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","58-41 150 STREET","150 STREET","58 RD","59 AVE","QUEENS","40.74243576460052","-73.81864579407612"
