BoroName,BoroCT2020,NTAName,CDTANAME,PUMA,empirical_estimate,p_y,p_y_CI_lower,p_y_CI_upper,n_images_by_area,empirical_estimate_p_alop,at_least_one_positive_image_by_area,at_least_one_positive_image_by_area_CI_lower,at_least_one_positive_image_by_area_CI_upper,total_population,nhl_white_alone,nhl_black_alone,hispanic_alone,nhl_asian_alone,n_children,n_elderly,total_households,num_households_with_internet,num_households_with_smartphone,median_household_income,num_high_school_graduates,num_bachelors_degree,num_graduate_degree,num_limited_english_speaking_households,ft_elevation_min,ft_elevation_max,ft_elevation_mean,area,n_floodnet_sensors,n_catch_basins,catch_basin_density,cb_days_clogged,has_clogged_cb_complaint,cb_avg_resolution_time,dep_moderate_1_area,dep_moderate_1_frac,dep_moderate_2_area,dep_moderate_2_frac,GEOID,sewer_backup_311c,street_flooding_311c,catch_basin_clogged/flooding_311c,manhole_overflow_311c,highway_flooding_311c
Manhattan,1000100,The Battery-Governors Island-Ellis Island-Liberty Island,MN01 Financial District-Tribeca (CD 1 Equivalent),4121,,0.0497893805709177,1.944177476e-315,0.9999999834901452,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,19.0,8.153328995879418,1842846.6205119742,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,36061000100,0,0,0,0,0
Manhattan,1000201,Chinatown-Two Bridges,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0024720149556172,1.7230635179865952e-05,0.0167144467682148,81,0.0,0.1317063855506034,0.0013947199466899,0.7446991085835716,2568,171,359,1487,486,1114,379,823,674,661,38657.0,282,160,49,221,0.0,37.0,10.417680668712306,972312.5228759922,0.0,14.0,1.4398662642531393e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,36061000201,0,0,0,0,0
Manhattan,1000600,Chinatown-Two Bridges,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0037579298156862,3.3987748524292e-05,0.0238518683014432,188,0.0,0.3211221130497451,0.0063694339156739,0.9893105156276548,10179,1135,681,2978,5023,1018,2697,5243,4204,4371,34473.0,2155,1521,634,1596,0.0,41.0,10.160654182384963,2582706.1734739183,0.0,57.0,2.2069874066754974e-05,0.0,0,0.0,22123.7754654228,0.008566121726369204,28743.307693393675,0.011129143527283995,36061000600,0,1,0,0,0
Manhattan,1001401,Lower East Side,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0015503663408408,1.706264315221972e-05,0.0097870658581071,54,0.0,0.0678436084912407,0.0009209662409506,0.4120449592828519,3395,2371,65,370,258,328,1311,1761,1471,1385,94076.0,398,930,790,100,24.0,43.0,34.84716287389446,1006116.9800693684,0.0,13.0,1.2920962728512636e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,36061001401,1,0,0,0,0
Manhattan,1001402,Lower East Side,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.000205135378968,2.794314384308113e-06,0.0011913289135549,134,0.0,0.0249821173375761,0.0003743685572476,0.1476288632546226,3449,1008,249,813,1166,249,910,1807,1520,1584,50347.0,311,1014,360,647,13.0,42.0,27.55303709743172,1226206.729536266,0.0,44.0,3.5883019510617245e-05,0.0,0,0.0,3811.6326496919487,0.003108474744004589,7439.195281827488,0.006066836123661534,36061001402,0,0,0,0,0
Manhattan,1001800,Lower East Side,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0002500070258708,2.970677046124107e-06,0.0015867328829094,340,0.0,0.0691932710357844,0.0010095217855873,0.4172037539593198,6702,2280,410,905,2921,336,1408,2979,2647,2731,79973.0,536,2252,557,428,8.0,45.0,36.39463920963775,2399277.8081235765,0.0,94.0,3.917845598443449e-05,8.0,1,2.6666666666666665,0.0,0.0,0.0,0.0,36061001800,0,0,0,0,0
Manhattan,1002201,Lower East Side,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0006656067288767,1.3329601594002542e-05,0.0039838380606285,86,0.0,0.050649470918831,0.0011456965652917,0.2905706344148815,6437,1755,1453,1983,977,988,1281,3011,2232,2662,38594.0,1283,968,580,368,9.0,28.0,17.288703650474275,1740174.560339333,0.0,34.0,1.9538269766091754e-05,0.0,1,0.0,14976.604512296803,0.008606380562980057,16900.033062507904,0.009711688383269095,36061002201,1,0,0,0,0
Manhattan,1002601,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.000911106822023,1.3983760980861424e-05,0.0054522637989335,32,0.0,0.0268153060536787,0.0004473833743435,0.1605008476217296,4329,962,751,1860,647,543,513,1916,1636,1771,32837.0,819,533,431,260,2.0,20.0,12.165177006659656,1141217.9761376097,1.0,32.0,2.8040217267083596e-05,2.0,1,2.0,13959.509600230944,0.012232115066637968,14519.520872738247,0.01272282874642299,36061002601,1,0,0,0,0
Manhattan,1002602,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0016190909473568,1.26411133599895e-05,0.0109809117144464,25,0.0,0.035432454077436,0.0003159798993207,0.2412183078859005,3431,1918,168,553,516,180,582,1907,1651,1768,73899.0,397,976,768,179,2.0,15.0,8.42780269058296,1114857.5564801195,0.0,38.0,3.408507192611708e-05,0.0,1,0.0,85282.78507501022,0.07649657535108703,120085.37997709625,0.10771365299459013,36061002602,0,0,0,0,0
Manhattan,1002800,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0019060533430459,1.2923089929568436e-05,0.0129058948408363,43,0.0,0.0639017475724239,0.0005555420869572,0.427971044048673,6234,2088,526,2232,900,667,1255,3108,2866,2724,75100.0,611,2128,853,356,2.0,18.0,8.193808269152818,1973679.2442364937,0.0,58.0,2.938674061115587e-05,0.0,0,0.0,108231.68966424938,0.054837527415007185,130798.89706598305,0.06627160793626416,36061002800,0,0,0,0,0
Manhattan,1003100,Tribeca-Civic Center,MN01 Financial District-Tribeca (CD 1 Equivalent),4121,0.0,0.0008852221857235,2.189768374579703e-05,0.005045144942302,265,0.0,0.1660343511666747,0.0057861451367961,0.7382452747974629,2770,1180,321,479,758,147,131,769,734,739,225694.0,190,579,379,40,8.0,47.0,26.14706415367887,2207103.438743318,1.0,78.0,3.5340436986683184e-05,0.0,0,0.0,83460.46805654805,0.03781447964399386,126091.55235512773,0.057129878981531476,36061003100,0,0,0,0,0
Manhattan,1003200,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0006071165812667,1.2683127959667834e-05,0.0035713889119114,138,0.0,0.0704750180157667,0.0017487519063865,0.3896567959826839,7740,5601,117,744,754,489,1335,4625,4369,4351,92434.0,551,3838,1259,288,7.0,32.0,18.9992720733065,2335527.5405055364,0.0,51.0,2.183660826750979e-05,1.0,1,1.0,34805.15699822344,0.014902481942340829,35028.897837597804,0.014998280786710666,36061003200,0,0,0,0,0
Manhattan,1003300,Tribeca-Civic Center,MN01 Financial District-Tribeca (CD 1 Equivalent),4121,0.0,0.0009292621864844,1.0453723449301714e-05,0.0057734254102659,459,0.0,0.237426433687019,0.0047867907680614,0.9298894229794534,5574,4119,126,282,478,1055,656,2606,2540,2572,250001.0,58,2634,1495,46,0.0,37.0,13.710813896591096,3677729.064998742,0.0,154.0,4.187366640616107e-05,0.0,1,0.0,46313.79318764428,0.012593041077554233,49123.01896159929,0.013356889018581387,36061003300,0,1,1,1,0
Manhattan,1003400,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0005464337768001,6.041106938423913e-06,0.0035330448297569,129,0.0,0.0581366972293575,0.0007790015695888,0.3665472068775276,6474,4295,242,984,675,331,588,3958,3877,3867,112030.0,377,2216,1836,216,5.0,26.0,15.452301961469065,1718452.26178364,0.0,48.0,2.79321113931784e-05,0.0,1,0.0,19998.96372005195,0.011637776716179679,20942.232717651754,0.012186682856069043,36061003400,0,0,0,0,0
Manhattan,1003601,Lower East Side,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.000143454758611,1.436034199738103e-06,0.0008928229022385,141,0.0,0.0184573318319921,0.0002024604696604,0.1183360109913722,2935,886,158,1046,669,236,626,1449,1288,1231,49869.0,359,723,328,256,30.0,47.0,39.9509423503326,1082296.5912822378,0.0,43.0,3.9730329325953315e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,36061003601,0,0,0,0,0
Manhattan,1003602,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0,0.0003981395702828,5.985069257854415e-06,0.0024346482672785,124,0.0,0.0432041366286657,0.0007418754830905,0.2608574549900111,3461,2130,330,498,418,251,594,1523,1461,1453,136607.0,365,1029,484,58,24.0,46.0,37.45508483397523,961070.878080081,0.0,21.0,2.1850625670763672e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,36061003602,0,0,0,0,0
Manhattan,1003700,SoHo-Little Italy-Hudson Square,MN02 Greenwich Village-SoHo (CD 2 Equivalent),4121,0.0,0.0004824830077268,4.85004581149638e-06,0.0030638264622339,595,0.0,0.1785534210806294,0.0028816243829795,0.83890726771882,3528,2236,204,303,617,461,638,1908,1831,1718,250001.0,50,1661,1038,11,0.0,27.0,6.856078345127362,4116365.9163127127,1.0,176.0,4.275616006403392e-05,4.0,1,4.0,30443.20542024919,0.007395650930741133,56779.9701126656,0.013793713014592002,36061003700,0,1,0,0,0
