BoroName,BoroCT2020,NTAName,CDTANAME,PUMA,empirical_estimate_ct,p_y,p_y_CI_lower,p_y_CI_upper,empirical_estimate_p_alop,at_least_one_positive_image_by_area,at_least_one_positive_image_by_area_CI_lower,at_least_one_positive_image_by_area_CI_upper,total_population,nhl_white_alone,nhl_black_alone,hispanic_alone,nhl_asian_alone,n_children,n_elderly,total_households,num_households_with_internet,num_households_with_smartphone,median_household_income,num_high_school_graduates,num_bachelors_degree,num_graduate_degree,num_limited_english_speaking_households,ft_elevation_min,ft_elevation_max,ft_elevation_mean,area,n_floodnet_sensors,dep_moderate_1_area,dep_moderate_1_frac,dep_moderate_2_area,dep_moderate_2_frac,GEOID,sewer_backup_311c,street_flooding_311c,catch_basin_clogged/flooding_311c,manhole_overflow_311c,highway_flooding_311c
Manhattan,1001002,Lower East Side,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,0.0027816411682892,0.0054855172673795,0.0001185152341592,0.0231365304369453,0.0027816411682892,1.0,1.0,1.0,5989,158,1120,3698,913,1247,1193,2483,1622,2117,23658,1232,318,121,673,0.0,22.0,9.021378430121253,2193992.446463013,2.0,62942.11393783259,0.028688391356726434,84177.28809920422,0.038367173157277,36061001002,0,1,0,0,0
Bronx,2003300,Mott Haven-Port Morris,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),4221,0.0,0.0053224020610666,0.0001413213358081,0.0275045286624028,0.0,0.3075867187374468,0.0145909625375367,0.9450067790816477,3559,85,1081,2297,0,1189,401,1220,941,1145,24122,624,124,29,189,7.0,50.0,36.07357696296748,1639978.117409767,0.0,7080.754934137934,0.0043175911062286005,9711.760218401378,0.005921884027172532,36005003300,0,0,0,0,0
Queens,4056000,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),4413,0.0,0.0029731268828075,2.3239724739570805e-05,0.019283833762922,0.0,0.136588152912416,0.0016254771137598,0.7441216953725757,1681,169,24,280,958,362,334,440,385,409,106667,380,292,112,81,75.0,90.0,82.9796148998131,2300763.97656637,0.0,0.0,0.0,0.0,0.0,36081056000,0,0,0,0,0
Queens,4045800,Jamaica Estates-Holliswood,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),4408,0.0086580086580086,0.0227785561144165,0.0015154813035156,0.0791443473307546,0.0086580086580086,1.0,1.0,1.0,2516,210,401,242,1376,725,259,723,695,689,80380,253,416,362,101,77.0,152.0,124.02102113476252,2639961.1912040384,0.0,0.0,0.0,0.0,0.0,36081045800,1,0,0,0,0
Queens,4046200,Jamaica,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),4412,0.0,0.0046378791213287,0.0001689470470251,0.0220233977963549,0.0,0.5994437708533523,0.064087076540653,0.9998382820782644,6079,261,1233,1531,2610,920,1207,1998,1860,1796,56062,870,1172,214,341,49.0,84.0,63.37555836807624,2685710.3161064982,0.0,37762.80495168933,0.014060639647255202,45364.52807946225,0.016891072654934607,36081046200,0,0,0,0,0
Queens,4046600,Jamaica Estates-Holliswood,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),4408,0.0033670033670033,0.0123222000216621,0.0003320442630523,0.0519291868773208,0.0033670033670033,0.7619585406260141,0.0939252965003624,0.99999986765378,4806,294,1126,891,2278,1260,576,1398,1249,1190,71538,834,660,398,333,54.0,134.0,94.02288073465292,2591262.8149509607,0.0,0.0,0.0,0.0,0.0,36081046600,1,0,0,0,0
Manhattan,1022700,Hamilton Heights-Sugar Hill,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),4109,0.0,0.0012032536304334,1.7941059507020662e-05,0.0069241111134047,0.0,0.1699741047834586,0.0037426936712524,0.7659387713250387,5156,945,1923,1596,236,672,615,2180,1884,1986,61570,490,1195,981,77,19.0,138.0,85.74663953631767,1621656.9705868938,0.0,30132.319610897342,0.01858119205074064,38409.29640496015,0.023685216480190285,36061022700,0,0,0,0,0
Manhattan,1025900,Harlem (North),MN10 Harlem (CD 10 Equivalent),4110,0.0,0.001726990861114,3.1965094488792065e-05,0.0100484435032115,0.0,0.0812725559543111,0.0018522875063942,0.4433160580494579,4678,862,1815,1529,224,1115,193,1804,1580,1727,76047,488,700,965,240,11.0,38.0,20.04951348688262,812095.3417730513,1.0,81131.44563661162,0.09990384313678857,96441.92432729465,0.11875689881034482,36061025900,0,0,0,0,0
Manhattan,1006000,Stuyvesant Town-Peter Cooper Village,MN06 East Midtown-Murray Hill (CD 6 Approximation),4165,0.0022222222222222,0.0019301797763489,6.50462821823959e-06,0.0134007297121673,0.0022222222222222,0.3185469394234683,0.0029228124603577,0.9976913595438228,5630,4127,58,505,657,1534,1243,2408,2362,2240,202632,89,1567,1997,79,0.0,15.0,9.276587546239211,1297728.975289563,0.0,105222.89479127782,0.08108233444336818,117539.13529041313,0.09057294514379366,36061006000,0,0,0,0,0
Bronx,2001901,Mott Haven-Port Morris,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),4221,0.0032051282051282,0.0139735348391074,0.0019486268372525,0.0389671827078066,0.0032051282051282,1.0,1.0,1.0,2181,306,942,842,0,475,19,940,825,924,49500,408,283,164,55,0.0,42.0,13.13435442697837,2232574.569255587,0.0,80056.65238142162,0.035858444991656024,83431.46520394382,0.03737006877748437,36005001901,0,0,0,0,0
