tract_id,empirical_estimate,at_least_one_positive_image_by_area,at_least_one_positive_image_by_area_CI_lower,at_least_one_positive_image_by_area_CI_upper,n_images_by_area
36061000100.0,,0.0,0.0,0.0,0
36061000201.0,0.0,0.2525436242324384,0.0032014912269305944,0.9683101662007779,345
36061000600.0,0.0022026431718061676,1.0,1.0,1.0,908
36061001401.0,0.0,0.2013243030431657,0.0033687174112041864,0.8897140325329017,263
36061001402.0,0.0,0.2809277963376958,0.008488240171972342,0.9464645411553804,711
36061001800.0,0.0,0.37559071952737044,0.012986696971106678,0.9918840802440403,1791
36061002201.0,0.0,0.2132901157623085,0.006169686850104511,0.870684170961918,422
36061002601.0,0.0,0.11099561278168261,0.0018443138362090438,0.6351063107255545,164
36061002602.0,0.0,0.07304427267110067,0.0004527164394913963,0.5038395666569201,110
36061002800.0,0.0,0.13291454149618398,0.0007905884402301833,0.8105532122668225,284
36061003100.0,0.0,0.4445562449476344,0.033617702306749736,0.9912332007837472,1288
36061003200.0,0.0,0.18506156888917116,0.005182004051238675,0.8127409298009032,637
36061003300.0,0.00087527352297593,0.5333841000218222,0.015389928556444213,0.999994386422284,2285
36061003400.0,0.0,0.18053910898949802,0.0022267344491387763,0.8623956460108921,678
36061003601.0,0.0,0.19825089645333643,0.0032352042648106567,0.8755338751124032,669
36061003602.0,0.0014492753623188406,0.2127980999845124,0.0034319310471737446,0.9490556510931518,690
36061003700.0,0.00034211426616489907,0.46344219230245404,0.016415608316513532,0.9993231043468669,2923
36061003900.0,0.002224199288256228,0.7300483705901114,0.010765293195566815,0.9999999999994795,2248
36061004001.0,0.0,0.17587282478375948,0.0018206554615123188,0.8910209029844267,729
36061004002.0,0.0,0.10938914830426329,0.0012909421791132691,0.6474831371407467,430
36061004100.0,0.0010548523206751054,0.3686848423363231,0.012424478764984948,0.9958258556906197,948
36061004300.0,0.0,0.21553303578049668,0.004670421460729701,0.8913317709863654,891
36061004500.0,0.0,0.2668164554232624,0.007891834270987759,0.9404529689550789,740
36061005200.0,0.0,0.1801147829131303,0.00353285052278676,0.8321092512372664,863
36061005400.0,0.0,0.2546349317032708,0.008001883038568655,0.9183370548267971,1336
36061005501.0,0.0,0.15554833780066543,0.0016114023347144012,0.8035314848867108,653
36061005502.0,0.0,0.22066169220590964,0.005903780043029302,0.8916595958292547,1268
36061005800.0,0.0,0.27857174726232103,0.0079143883021946,0.9423116010977282,1455
36061006300.0,0.0,0.23599498719879122,0.007285846036201668,0.900373914892203,1170
36061006500.0,0.0,0.22321833747195213,0.006294777413997449,0.8939468878676071,1137
