                                            mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd  ess_bulk  ess_tail  r_hat
p_y[91]                                    0.001  0.003   0.000    0.005      0.000    0.000    2414.0    3258.0   1.00
p_y[92]                                    0.003  0.006   0.000    0.012      0.000    0.000    3287.0    3043.0   1.00
p_y[93]                                    0.003  0.007   0.000    0.012      0.000    0.000    4016.0    5609.0   1.00
p_y[94]                                    0.003  0.007   0.000    0.010      0.000    0.000    3790.0    5691.0   1.00
p_y[95]                                    0.001  0.003   0.000    0.005      0.000    0.000    2679.0    3146.0   1.00
p_y[96]                                    0.002  0.003   0.000    0.006      0.000    0.000    3956.0    4989.0   1.00
p_y[97]                                    0.002  0.004   0.000    0.007      0.000    0.000    3478.0    4406.0   1.00
p_y[98]                                    0.001  0.002   0.000    0.004      0.000    0.000    3154.0    3765.0   1.00
p_y[99]                                    0.001  0.002   0.000    0.005      0.000    0.000    2818.0    4028.0   1.00
p_y[100]                                   0.002  0.004   0.000    0.007      0.000    0.000    3245.0    3035.0   1.00
p_y[101]                                   0.001  0.003   0.000    0.005      0.000    0.000    3679.0    4157.0   1.00
p_y[102]                                   0.002  0.003   0.000    0.006      0.000    0.000    3568.0    3860.0   1.00
p_y[103]                                   0.002  0.002   0.000    0.006      0.000    0.000    3849.0    4767.0   1.00
p_y[104]                                   0.002  0.003   0.000    0.007      0.000    0.000    2897.0    3784.0   1.00
p_y[105]                                   0.001  0.002   0.000    0.005      0.000    0.000    2747.0    2991.0   1.00
p_y[106]                                   0.004  0.006   0.000    0.013      0.000    0.000    2775.0    5029.0   1.00
p_y[107]                                   0.001  0.003   0.000    0.005      0.000    0.000    2769.0    4117.0   1.00
p_y[108]                                   0.002  0.004   0.000    0.008      0.000    0.000    3755.0    4578.0   1.00
p_y[109]                                   0.001  0.003   0.000    0.005      0.000    0.000    2824.0    3633.0   1.00
p_y[110]                                   0.002  0.004   0.000    0.007      0.000    0.000    3624.0    4695.0   1.00
p_y[111]                                   0.002  0.003   0.000    0.006      0.000    0.000    3014.0    3820.0   1.00
p_y[112]                                   0.003  0.005   0.000    0.009      0.000    0.000    3692.0    4038.0   1.00
p_y[113]                                   0.003  0.005   0.000    0.010      0.000    0.000    3106.0    4356.0   1.00
p_y[114]                                   0.007  0.010   0.000    0.025      0.000    0.000    2307.0    3751.0   1.00
p_y[115]                                   0.003  0.006   0.000    0.013      0.000    0.000    2662.0    3857.0   1.00
p_y[116]                                   0.006  0.007   0.000    0.018      0.000    0.000    3961.0    4418.0   1.00
p_y[117]                                   0.001  0.003   0.000    0.005      0.000    0.000    2609.0    3216.0   1.00
p_y[118]                                   0.001  0.002   0.000    0.004      0.000    0.000    2752.0    3704.0   1.00
p_y[119]                                   0.002  0.004   0.000    0.008      0.000    0.000    2683.0    2650.0   1.00
p_y[120]                                   0.001  0.002   0.000    0.004      0.000    0.000    2607.0    3012.0   1.00
p_y[121]                                   0.001  0.002   0.000    0.004      0.000    0.000    3295.0    4015.0   1.00
p_y[122]                                   0.002  0.003   0.000    0.006      0.000    0.000    4484.0    5064.0   1.00
p_y[123]                                   0.002  0.004   0.000    0.007      0.000    0.000    2680.0    4895.0   1.00
p_y[124]                                   0.002  0.003   0.000    0.006      0.000    0.000    3338.0    5517.0   1.00
p_y[125]                                   0.013  0.013   0.000    0.037      0.000    0.000    4180.0    3474.0   1.00
p_y[126]                                   0.002  0.003   0.000    0.006      0.000    0.000    3497.0    4854.0   1.00
p_y[127]                                   0.002  0.006   0.000    0.006      0.000    0.000    2682.0    4535.0   1.00
p_y[128]                                   0.003  0.006   0.000    0.012      0.000    0.000    3143.0    5243.0   1.00
p_y[129]                                   0.001  0.002   0.000    0.004      0.000    0.000    2365.0    3801.0   1.00
p_y[130]                                   0.001  0.003   0.000    0.004      0.000    0.000    2447.0    4358.0   1.00
p_y[131]                                   0.001  0.003   0.000    0.005      0.000    0.000    2506.0    4736.0   1.00
p_y[132]                                   0.001  0.002   0.000    0.003      0.000    0.000    2059.0    3184.0   1.00
p_y[133]                                   0.001  0.002   0.000    0.004      0.000    0.000    2968.0    4297.0   1.00
p_y[134]                                   0.001  0.003   0.000    0.004      0.000    0.000    2750.0    4233.0   1.00
p_y[135]                                   0.001  0.003   0.000    0.005      0.000    0.000    2994.0    4464.0   1.00
p_y[136]                                   0.001  0.002   0.000    0.004      0.000    0.000    2378.0    3854.0   1.00
p_y[137]                                   0.001  0.003   0.000    0.005      0.000    0.000    2868.0    2726.0   1.00
p_y[138]                                   0.002  0.004   0.000    0.007      0.000    0.000    2570.0    3536.0   1.00
p_y[139]                                   0.001  0.004   0.000    0.005      0.000    0.000    2864.0    4552.0   1.00
p_y[140]                                   0.001  0.003   0.000    0.004      0.000    0.000    3089.0    5105.0   1.00
p_y[141]                                   0.002  0.003   0.000    0.005      0.000    0.000    3011.0    4584.0   1.00
p_y[142]                                   0.002  0.004   0.000    0.008      0.000    0.000    3025.0    4193.0   1.00
p_y[143]                                   0.005  0.012   0.000    0.020      0.000    0.000    4088.0    6291.0   1.00
p_y[144]                                   0.007  0.014   0.000    0.026      0.000    0.000    3693.0    4869.0   1.00
p_y[145]                                   0.005  0.010   0.000    0.020      0.000    0.000    4115.0    3847.0   1.00
p_y[146]                                   0.070  0.026   0.025    0.119      0.000    0.000    3069.0    3616.0   1.00
p_y[147]                                   0.028  0.016   0.004    0.057      0.000    0.000    3595.0    3919.0   1.00
p_y[148]                                   0.007  0.018   0.000    0.027      0.000    0.000    3160.0    3677.0   1.00
p_y[149]                                   0.004  0.007   0.000    0.014      0.000    0.000    2997.0    5469.0   1.00
p_y[150]                                   0.005  0.008   0.000    0.016      0.000    0.000    2996.0    3733.0   1.00
p_y[151]                                   0.002  0.004   0.000    0.008      0.000    0.000    3012.0    3841.0   1.00
p_y[152]                                   0.003  0.008   0.000    0.011      0.000    0.000    3067.0    4444.0   1.00
p_y[153]                                   0.002  0.005   0.000    0.006      0.000    0.000    3040.0    4863.0   1.00
p_y[154]                                   0.001  0.003   0.000    0.004      0.000    0.000    2593.0    4478.0   1.00
p_y[155]                                   0.051  0.118   0.000    0.228      0.002    0.001    4590.0    6128.0   1.00
p_y[156]                                   0.001  0.003   0.000    0.004      0.000    0.000    2352.0    3224.0   1.00
p_y[157]                                   0.009  0.016   0.000    0.034      0.000    0.000    3930.0    4809.0   1.00
p_y[158]                                   0.005  0.008   0.000    0.018      0.000    0.000    3675.0    4803.0   1.00
p_y[159]                                   0.011  0.025   0.000    0.042      0.000    0.000    3936.0    4886.0   1.00
p_y[160]                                   0.005  0.008   0.000    0.018      0.000    0.000    3912.0    4713.0   1.00
p_y[161]                                   0.002  0.008   0.000    0.008      0.000    0.000    3510.0    3855.0   1.00
p_y[162]                                   0.004  0.006   0.000    0.015      0.000    0.000    3852.0    4968.0   1.00
p_y[163]                                   0.002  0.006   0.000    0.007      0.000    0.000    3463.0    5663.0   1.00
p_y[164]                                   0.001  0.001   0.000    0.002      0.000    0.000    2763.0    3876.0   1.00
p_y[165]                                   0.001  0.002   0.000    0.004      0.000    0.000    2988.0    4125.0   1.00
p_y[166]                                   0.001  0.003   0.000    0.004      0.000    0.000    2687.0    4500.0   1.00
p_y[167]                                   0.002  0.003   0.000    0.006      0.000    0.000    3426.0    4795.0   1.00
p_y[168]                                   0.003  0.011   0.000    0.012      0.000    0.000    3735.0    5828.0   1.00
p_y[169]                                   0.003  0.009   0.000    0.012      0.000    0.000    3350.0    5825.0   1.00
p_y[170]                                   0.002  0.005   0.000    0.007      0.000    0.000    3145.0    4441.0   1.00
p_y[171]                                   0.002  0.003   0.000    0.007      0.000    0.000    3573.0    4282.0   1.00
p_y[172]                                   0.071  0.050   0.003    0.161      0.001    0.001    3848.0    4514.0   1.00
p_y[173]                                   0.002  0.004   0.000    0.008      0.000    0.000    3840.0    4557.0   1.00
p_y[174]                                   0.004  0.008   0.000    0.014      0.000    0.000    3923.0    5483.0   1.00
p_y[175]                                   0.003  0.007   0.000    0.011      0.000    0.000    2733.0    3919.0   1.00
p_y[176]                                   0.002  0.004   0.000    0.008      0.000    0.000    2605.0    3302.0   1.00
p_y[177]                                   0.002  0.005   0.000    0.006      0.000    0.000    2605.0    4254.0   1.00
p_y[178]                                   0.004  0.007   0.000    0.014      0.000    0.000    3393.0    4905.0   1.00
p_y[179]                                   0.002  0.003   0.000    0.006      0.000    0.000    2817.0    3571.0   1.00
p_y[180]                                   0.002  0.007   0.000    0.010      0.000    0.000    2753.0    3450.0   1.00
p_y[181]                                   0.002  0.003   0.000    0.006      0.000    0.000    2725.0    3500.0   1.00
p_y[182]                                   0.002  0.009   0.000    0.009      0.000    0.000    2758.0    4609.0   1.00
p_y[183]                                   0.001  0.003   0.000    0.005      0.000    0.000    2915.0    5113.0   1.00
p_y[184]                                   0.001  0.002   0.000    0.005      0.000    0.000    2782.0    4582.0   1.00
p_y[185]                                   0.042  0.048   0.000    0.126      0.001    0.000    3254.0    2546.0   1.00
p_y[186]                                   0.001  0.003   0.000    0.004      0.000    0.000    3091.0    4662.0   1.00
p_y[187]                                   0.002  0.006   0.000    0.007      0.000    0.000    3205.0    4172.0   1.00
p_y[188]                                   0.002  0.005   0.000    0.007      0.000    0.000    2750.0    4606.0   1.00
p_y[189]                                   0.001  0.003   0.000    0.004      0.000    0.000    2524.0    4301.0   1.00
p_y[190]                                   0.001  0.003   0.000    0.005      0.000    0.000    2550.0    4560.0   1.00
p_y[191]                                   0.002  0.007   0.000    0.008      0.000    0.000    2530.0    4622.0   1.00
p_y[192]                                   0.001  0.003   0.000    0.005      0.000    0.000    2756.0    4478.0   1.00
p_y[193]                                   0.003  0.008   0.000    0.011      0.000    0.000    3236.0    4862.0   1.00
p_y[194]                                   0.002  0.004   0.000    0.005      0.000    0.000    2567.0    4421.0   1.00
p_y[195]                                   0.001  0.003   0.000    0.006      0.000    0.000    3045.0    4211.0   1.00
p_y[196]                                   0.002  0.006   0.000    0.009      0.000    0.000    2846.0    3986.0   1.00
p_y[197]                                   0.002  0.003   0.000    0.005      0.000    0.000    2556.0    4268.0   1.00
p_y[198]                                   0.002  0.003   0.000    0.006      0.000    0.000    2841.0    3739.0   1.00
p_y[199]                                   0.001  0.003   0.000    0.005      0.000    0.000    3243.0    4864.0   1.00
p_y[200]                                   0.002  0.004   0.000    0.006      0.000    0.000    2477.0    4240.0   1.00
p_y[201]                                   0.002  0.004   0.000    0.007      0.000    0.000    2741.0    3959.0   1.00
p_y[202]                                   0.002  0.006   0.000    0.009      0.000    0.000    2363.0    3635.0   1.00
p_y[203]                                   0.002  0.005   0.000    0.007      0.000    0.000    3216.0    5195.0   1.00
p_y[204]                                   0.003  0.008   0.000    0.011      0.000    0.000    1793.0    2366.0   1.00
p_y[205]                                   0.003  0.005   0.000    0.009      0.000    0.000    3224.0    4811.0   1.00
p_y[206]                                   0.003  0.007   0.000    0.012      0.000    0.000    2900.0    4945.0   1.00
p_y[207]                                   0.013  0.024   0.000    0.053      0.000    0.000    2374.0    3425.0   1.00
p_y[208]                                   0.003  0.006   0.000    0.011      0.000    0.000    2944.0    4156.0   1.00
p_y[209]                                   0.003  0.006   0.000    0.009      0.000    0.000    3274.0    4693.0   1.00
p_y[210]                                   0.002  0.005   0.000    0.008      0.000    0.000    3101.0    3772.0   1.00
p_y[211]                                   0.002  0.004   0.000    0.007      0.000    0.000    3717.0    5348.0   1.00
p_y[212]                                   0.002  0.004   0.000    0.007      0.000    0.000    2858.0    3849.0   1.00
p_y[213]                                   0.004  0.010   0.000    0.015      0.000    0.000    3482.0    5591.0   1.00
p_y[214]                                   0.003  0.006   0.000    0.012      0.000    0.000    2856.0    4173.0   1.00
p_y[215]                                   0.002  0.006   0.000    0.009      0.000    0.000    3097.0    4648.0   1.00
p_y[216]                                   0.002  0.005   0.000    0.008      0.000    0.000    2242.0    3481.0   1.00
p_y[217]                                   0.002  0.004   0.000    0.008      0.000    0.000    3319.0    5263.0   1.00
p_y[218]                                   0.002  0.004   0.000    0.007      0.000    0.000    2347.0    3692.0   1.00
p_y[219]                                   0.002  0.003   0.000    0.006      0.000    0.000    2375.0    3870.0   1.00
p_y[220]                                   0.003  0.007   0.000    0.010      0.000    0.000    2575.0    3314.0   1.00
p_y[221]                                   0.005  0.005   0.000    0.014      0.000    0.000    3137.0    4309.0   1.00
p_y[222]                                   0.002  0.005   0.000    0.008      0.000    0.000    2952.0    4420.0   1.00
p_y[223]                                   0.005  0.013   0.000    0.020      0.000    0.000    2764.0    3874.0   1.00
p_y[224]                                   0.005  0.012   0.000    0.019      0.000    0.000    2719.0    4104.0   1.00
p_y[225]                                   0.004  0.010   0.000    0.017      0.000    0.000    2514.0    3331.0   1.00
p_y[226]                                   0.003  0.005   0.000    0.011      0.000    0.000    3778.0    5509.0   1.00
p_y[227]                                   0.032  0.044   0.000    0.108      0.001    0.000    4114.0    3989.0   1.00
p_y[228]                                   0.015  0.021   0.000    0.050      0.000    0.000    1786.0    2497.0   1.00
p_y[229]                                   0.002  0.004   0.000    0.007      0.000    0.000    2141.0    3077.0   1.00
p_y[230]                                   0.008  0.015   0.000    0.030      0.000    0.000    2277.0    3240.0   1.00
p_y[231]                                   0.004  0.008   0.000    0.015      0.000    0.000    3591.0    4604.0   1.00
p_y[232]                                   0.002  0.004   0.000    0.007      0.000    0.000    2061.0    3758.0   1.00
p_y[233]                                   0.005  0.008   0.000    0.017      0.000    0.000    3912.0    5210.0   1.00
p_y[234]                                   0.001  0.003   0.000    0.005      0.000    0.000    2650.0    5075.0   1.00
p_y[235]                                   0.010  0.018   0.000    0.036      0.000    0.000    4365.0    4728.0   1.00
p_y[236]                                   0.001  0.004   0.000    0.005      0.000    0.000    2553.0    3496.0   1.00
