geoid,tract_id,empirical_estimate,at_least_one_positive_image_by_area,at_least_one_positive_image_by_area_CI_lower,at_least_one_positive_image_by_area_CI_upper,n_images_by_area
36005008600.0,36005008600.0,0.0,0.027045132863906564,0.00010567354304842624,0.20807002310819625,56
36005008700.0,36005008700.0,0.0,0.09963255058232096,0.0024435215771115874,0.539824867265302,135
36005009200.0,36005009200.0,0.0,0.4036440140516339,0.0231843154370937,0.9882801194262186,400
36005011702.0,36005011702.0,0.03278688524590164,0.8212651109756367,0.15565879561828935,0.9999999131558615,61
36005011900.0,36005011900.0,0.0,0.1345166197661428,0.003663290037765829,0.6600279189756068,238
36005012101.0,36005012101.0,0.0,0.033206871990928324,9.005938687142445e-05,0.28005117308468297,118
36005012102.0,36005012102.0,0.0,0.016259808116017443,0.00011557897580886933,0.11510657141582921,68
36005012500.0,36005012500.0,0.0,0.06963944325005095,0.0011706291659089902,0.4207217242592867,103
36005012901.0,36005012901.0,0.0,0.0948412321374898,0.002540691599461928,0.503502909136739,88
36005013000.0,36005013000.0,0.0,0.020189472570068347,8.539224255533772e-05,0.14875430055988,54
36005013100.0,36005013100.0,0.0,0.08092043064805121,0.0015117484867819332,0.47861506824853367,137
36005013200.0,36005013200.0,0.0,0.052212604828778555,0.0002234629026963364,0.40209311060197295,79
36005013300.0,36005013300.0,0.0,0.13711975670939888,0.0034044362265272716,0.6622778851969464,139
36005013500.0,36005013500.0,0.0,0.057095642795089635,0.0007670250989631672,0.3606955730376618,94
36005014400.0,36005014400.0,0.0,0.16446232416499584,0.001955282678524911,0.8365694398622151,165
36005014900.0,36005014900.0,0.0,0.046919864608147774,0.0009557533499319232,0.2704396960276941,112
36005015200.0,36005015200.0,0.0,0.04398304424887393,0.0005133940725656483,0.28493664317597744,275
36005015300.0,36005015300.0,0.0,0.09911532194061427,0.0018405342090855204,0.5453448961273712,189
36005015800.0,36005015800.0,0.0,0.10120256515264084,0.0007926837005822335,0.6437402628654362,140
36005016000.0,36005016000.0,0.0,0.23473031339634035,0.00403511340472554,0.9396223706011864,206
36005016200.0,36005016200.0,0.0,0.06256502726745915,0.0004901764181562074,0.4331732212124808,68
36005016400.0,36005016400.0,0.0,0.03583965507919637,0.0004119187884884412,0.2395734410907113,96
36005017100.0,36005017100.0,0.0,0.061922626644387836,0.0009867921533783742,0.3744889873507331,19
36005017500.0,36005017500.0,0.0,0.29049689737211015,0.009765842229861932,0.9549945430077431,127
36005017901.0,36005017901.0,0.0,0.02936889398578428,0.0003639327518208418,0.20008525938840827,49
36005017902.0,36005017902.0,0.018518518518518517,0.1101364052949819,0.0005128880146661297,0.7646012803727966,54
36005018101.0,36005018101.0,0.0,0.07298515304618383,0.0009536672399158675,0.4692424901360257,67
36005018102.0,36005018102.0,0.0,0.04354875104224616,0.00037941192721182573,0.307645999197101,137
36005018302.0,36005018302.0,0.0,0.06577561608189245,0.0015111977046527948,0.3730193723457324,107
36005018400.0,36005018400.0,0.0,0.08888026786439097,0.0007377260724522605,0.5945314747834302,238
36005019700.0,36005019700.0,0.0,0.08332112458382189,0.0022872917848502676,0.44733861304224876,151
36005020200.0,36005020200.0,0.0,0.07287451353136036,0.0003349295511871159,0.5576108542170767,76
36005020400.0,36005020400.0,0.0045662100456621,0.08677406064003888,0.0019055683355441362,0.5157089287537726,219
36005020601.0,36005020601.0,0.0,0.14704059652778417,0.0031053527939997605,0.760680630810162,107
36005020900.0,36005020900.0,0.0,0.11423278115893709,0.002423372081794134,0.603247469931222,153
36005021002.0,36005021002.0,0.0,0.2055060945598575,0.003776864668920277,0.8903714674851045,221
36005021301.0,36005021301.0,0.0,0.0409128812787498,0.0007416182773081037,0.24716035229971303,183
