                                            mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd  ess_bulk  ess_tail  r_hat
p_y[172]                                   0.001  0.004   0.000    0.005      0.000    0.000    9478.0    9168.0    1.0
p_y[173]                                   0.002  0.004   0.000    0.007      0.000    0.000   12148.0   10607.0    1.0
p_y[174]                                   0.001  0.003   0.000    0.004      0.000    0.000   10558.0   12861.0    1.0
p_y[175]                                   0.001  0.005   0.000    0.005      0.000    0.000   10731.0   11478.0    1.0
p_y[176]                                   0.001  0.003   0.000    0.004      0.000    0.000   10171.0   13650.0    1.0
p_y[177]                                   0.006  0.014   0.000    0.022      0.000    0.000    7750.0   10759.0    1.0
p_y[178]                                   0.001  0.004   0.000    0.004      0.000    0.000    8781.0   11373.0    1.0
p_y[179]                                   0.002  0.005   0.000    0.008      0.000    0.000   10838.0   12898.0    1.0
p_y[180]                                   0.022  0.035   0.000    0.082      0.000    0.000    8232.0    6860.0    1.0
p_y[181]                                   0.010  0.016   0.000    0.037      0.000    0.000    7479.0    9964.0    1.0
p_y[182]                                   0.003  0.006   0.000    0.013      0.000    0.000    8583.0   10422.0    1.0
p_y[183]                                   0.004  0.009   0.000    0.017      0.000    0.000    8813.0   11174.0    1.0
p_y[184]                                   0.002  0.004   0.000    0.007      0.000    0.000    9846.0   13953.0    1.0
p_y[185]                                   0.001  0.003   0.000    0.004      0.000    0.000    6294.0   13767.0    1.0
p_y[186]                                   0.001  0.003   0.000    0.004      0.000    0.000    6935.0    9182.0    1.0
p_y[187]                                   0.001  0.005   0.000    0.006      0.000    0.000    8541.0    6636.0    1.0
p_y[188]                                   0.001  0.005   0.000    0.005      0.000    0.000    7477.0    8771.0    1.0
p_y[189]                                   0.001  0.003   0.000    0.004      0.000    0.000    7448.0   10771.0    1.0
p_y[190]                                   0.001  0.003   0.000    0.005      0.000    0.000    7765.0   11041.0    1.0
p_y[191]                                   0.002  0.005   0.000    0.008      0.000    0.000    8904.0    5332.0    1.0
p_y[192]                                   0.001  0.003   0.000    0.005      0.000    0.000    7573.0    7714.0    1.0
p_y[193]                                   0.003  0.007   0.000    0.010      0.000    0.000    9745.0   11019.0    1.0
p_y[194]                                   0.002  0.005   0.000    0.007      0.000    0.000    9253.0   11558.0    1.0
p_y[195]                                   0.002  0.005   0.000    0.006      0.000    0.000    8846.0   14216.0    1.0
p_y[196]                                   0.001  0.003   0.000    0.005      0.000    0.000   10357.0   15480.0    1.0
p_y[197]                                   0.002  0.005   0.000    0.007      0.000    0.000   10634.0   17523.0    1.0
p_y[198]                                   0.001  0.004   0.000    0.005      0.000    0.000    5931.0    5599.0    1.0
p_y[199]                                   0.001  0.003   0.000    0.004      0.000    0.000    7996.0   12970.0    1.0
p_y[200]                                   0.002  0.005   0.000    0.006      0.000    0.000   10159.0   14650.0    1.0
p_y[201]                                   0.001  0.004   0.000    0.005      0.000    0.000    9327.0   11929.0    1.0
p_y[202]                                   0.001  0.004   0.000    0.005      0.000    0.000    5518.0    8177.0    1.0
p_y[203]                                   0.001  0.003   0.000    0.004      0.000    0.000    7681.0   11602.0    1.0
p_y[204]                                   0.009  0.016   0.000    0.034      0.000    0.000    8187.0   12147.0    1.0
p_y[205]                                   0.001  0.003   0.000    0.005      0.000    0.000    4231.0    2132.0    1.0
p_y[206]                                   0.002  0.005   0.000    0.008      0.000    0.000    9943.0    9928.0    1.0
p_y[207]                                   0.002  0.006   0.000    0.009      0.000    0.000    9882.0   13003.0    1.0
p_y[208]                                   0.001  0.003   0.000    0.005      0.000    0.000   10314.0    9790.0    1.0
p_y[209]                                   0.005  0.008   0.000    0.019      0.000    0.000    7788.0    3379.0    1.0
p_y[210]                                   0.002  0.003   0.000    0.007      0.000    0.000   13630.0   15800.0    1.0
p_y[211]                                   0.002  0.005   0.000    0.006      0.000    0.000    7492.0   10116.0    1.0
p_y[212]                                   0.004  0.008   0.000    0.015      0.000    0.000    8158.0    8368.0    1.0
p_y[213]                                   0.004  0.013   0.000    0.014      0.000    0.000   10889.0   17094.0    1.0
p_y[214]                                   0.001  0.003   0.000    0.004      0.000    0.000    8135.0   10270.0    1.0
p_y[215]                                   0.009  0.023   0.000    0.039      0.000    0.000    5580.0    8182.0    1.0
p_y[216]                                   0.004  0.007   0.000    0.013      0.000    0.000   12319.0   14106.0    1.0
p_y[217]                                   0.001  0.004   0.000    0.006      0.000    0.000    8596.0   12339.0    1.0
p_y[218]                                   0.006  0.011   0.000    0.021      0.000    0.000    9244.0    5603.0    1.0
p_y[219]                                   0.006  0.012   0.000    0.022      0.000    0.000    7316.0    4205.0    1.0
p_y[220]                                   0.007  0.018   0.000    0.028      0.000    0.000   12636.0   15305.0    1.0
p_y[221]                                   0.001  0.003   0.000    0.005      0.000    0.000   11685.0   12428.0    1.0
p_y[222]                                   0.003  0.005   0.000    0.009      0.000    0.000    9746.0   12827.0    1.0
p_y[223]                                   0.002  0.005   0.000    0.009      0.000    0.000   11895.0   16828.0    1.0
p_y[224]                                   0.003  0.006   0.000    0.011      0.000    0.000    3875.0    2428.0    1.0
p_y[225]                                   0.004  0.014   0.000    0.015      0.000    0.000    9529.0   10552.0    1.0
p_y[226]                                   0.001  0.003   0.000    0.004      0.000    0.000    9993.0   14055.0    1.0
p_y[227]                                   0.001  0.004   0.000    0.005      0.000    0.000   13072.0   17622.0    1.0
p_y[228]                                   0.003  0.006   0.000    0.010      0.000    0.000    8032.0    4268.0    1.0
p_y[229]                                   0.003  0.006   0.000    0.012      0.000    0.000   13858.0   10902.0    1.0
p_y[230]                                   0.002  0.005   0.000    0.008      0.000    0.000   11905.0   14514.0    1.0
p_y[231]                                   0.001  0.003   0.000    0.004      0.000    0.000   12212.0   15834.0    1.0
p_y[232]                                   0.003  0.006   0.000    0.010      0.000    0.000   12210.0   11446.0    1.0
p_y[233]                                   0.002  0.004   0.000    0.006      0.000    0.000    8698.0    3977.0    1.0
p_y[234]                                   0.003  0.006   0.000    0.010      0.000    0.000   11789.0   12818.0    1.0
p_y[235]                                   0.002  0.006   0.000    0.008      0.000    0.000   10196.0   10031.0    1.0
p_y[236]                                   0.002  0.005   0.000    0.008      0.000    0.000   13400.0   12355.0    1.0
p_y[237]                                   0.001  0.003   0.000    0.005      0.000    0.000   13193.0   13749.0    1.0
p_y[238]                                   0.002  0.005   0.000    0.008      0.000    0.000    9815.0   14317.0    1.0
p_y[239]                                   0.003  0.005   0.000    0.011      0.000    0.000   10332.0    4433.0    1.0
