,"pearson r, frac_positive_classifications","AUC, any ground truth positive","AUC, any classified positive"
frac_positive_classifications,0.6449303060264739,0.7792290538388023,0.6788344559314952
any_positive_classifications,0.29611373057161633,0.7776521185090793,0.6796679197994988
n_positive_classifications,0.35557297687171235,0.7896304555590953,0.6829358552631579
any_positive_ground_truth,0.34372789651703756,0.6636880110438568,0.586530780075188
n_positive_ground_truth,0.32187159066662696,0.6644154189232239,0.586640429197995
graph_laplacian_frac_pos_classifications_one_iter,0.6506202033947436,0.8335634136844714,0.7312375992063491
graph_laplacian_frac_pos_classifications_five_iter,0.6652040400243886,0.8385685462461507,0.7298702485380116
graph_laplacian_n_positive_ground_truth_one_iter,0.3381243524075904,0.7757070546175356,0.6570371240601504
graph_laplacian_n_positive_ground_truth_five_iter,0.37476084928515807,0.8170578032636013,0.6878707184628237
OLS_pred_frac_positive_classifications,0.23333645855616297,0.7576581359951859,0.6624242898913951
OLS_pred_n_positive_ground_truth,0.2210790296035447,0.8001415879083926,0.690093723893066
RandomForest_pred_frac_positive_classifications,0.6297643715388163,0.81833032459028,0.7292639149958229
RandomForest_pred_n_positive_ground_truth,0.3485614670974462,0.7796325793777212,0.6641029657477027
bayesian_model_p_y,0.6820639077992048,0.8244451523839863,0.6855915831244779
bayesian_model_at_least_one_positive_by_area,0.3162736592238818,0.898886765070263,0.7980569914369257
