BoroName,BoroCT2020,NTAName,CDTANAME,PUMA,NTA2020,CDTA2020,n_total,n_classified_positive,n_tp,n_fp,n_tn,n_fn,total_not_annotated,positives_not_annotated,negatives_not_annotated,p_y,p_y_CI_lower,p_y_CI_upper,at_least_one_positive_image_by_area,at_least_one_positive_image_by_area_CI_lower,at_least_one_positive_image_by_area_CI_upper,total_population,nhl_white_alone,nhl_black_alone,hispanic_alone,nhl_asian_alone,num_households_with_internet,num_households_with_smartphone,median_household_income,num_high_school_graduates,num_bachelors_degree,num_graduate_degree,num_limited_english_speaking_households,ft_elevation_min,ft_elevation_max,ft_elevation_mean,area,n_floodnet_sensors,dep_moderate_1_area,dep_moderate_2_area,dep_moderate_1_frac,dep_moderate_2_frac,GEOID,sewer_backup_311c,street_flooding_311c,manhole_overflow_311c,catch_basin_clogged/flooding_311c,highway_flooding_311c
Queens,4061601,Laurelton,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),4413,QN1305,QN13,188.0,0.0,0.0,0.0,1.0,0.0,187.0,0.0,188.0,0.0032860667951395,3.731026116872716e-05,0.0200076912069849,0.3072960357107316,0.006989916041758,0.977619436460502,2561,41,2345,134,0,686,648,101250,572,335,286,10,24.0,47.0,37.5470969621913,4117505.327175686,0.0,0.0,0.0,0.0,0.0,36081061601,0,0,0,0,0
Queens,4061800,Laurelton,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),4413,QN1305,QN13,141.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,141.0,0.0062176843327907,8.965434000994764e-05,0.0376892827368018,0.3819974477168003,0.0125622563965126,0.9955591635408028,1809,30,1374,257,97,642,615,96587,308,314,248,30,25.0,39.0,32.42934051144011,2600033.5782497437,0.0,0.0,0.0,0.0,0.0,36081061800,0,0,0,0,0
Queens,4062300,Glendale,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),4405,QN0503,QN05,54.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,54.0,0.0048755919514945,2.1487927007410063e-05,0.0328759935750942,0.1519428279966526,0.0011596875663353,0.8355486019307402,2212,1443,133,623,0,803,805,77986,596,258,90,89,81.0,98.0,89.2420510391379,1688829.269992902,0.0,0.0,0.0,0.0,0.0,36081062300,0,1,0,0,0
Queens,4062500,Glendale,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),4405,QN0503,QN05,87.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,87.0,0.0013904826627296,7.3353936913511e-06,0.0087934263384222,0.0869675508502871,0.0006379779972435,0.5362506663336054,2570,1379,55,1091,27,834,807,74432,738,316,116,99,84.0,102.0,91.70578326782706,2137216.493019648,0.0,0.0,0.0,0.0,0.0,36081062500,0,0,0,0,0
Queens,4062600,Laurelton,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),4413,QN1305,QN13,157.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,157.0,0.0018137541753222,1.05053775704962e-05,0.0121734113058602,0.1647066837304805,0.001647993488169,0.8538180854057336,2994,41,2378,358,162,791,795,111659,643,297,160,23,20.0,45.0,34.80114356957073,4651584.165082658,0.0,6420.172658689675,0.0,0.0013802120806247068,0.0,36081062600,0,0,0,0,0
Queens,4062700,Glendale,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),4405,QN0503,QN05,62.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,62.0,0.0015513584547982,5.125684214362366e-06,0.012342041776169,0.0735098386083239,0.0003177427431382,0.5369718167914947,2860,1396,2,1191,223,1011,946,76447,945,261,41,194,80.0,94.0,85.30408078899191,1693392.9483276494,0.0,7810.667238878497,0.0,0.004612436379041325,0.0,36081062700,0,0,0,0,0
Queens,4062900,Glendale,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),4405,QN0503,QN05,47.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,47.0,0.0014843195733163,7.819199071478009e-06,0.0107284213472108,0.0580349154283091,0.00036743627189,0.3976761444413367,3476,1503,75,1414,448,1097,1150,94055,811,363,226,160,84.0,111.0,94.40806881633884,1987957.3990654228,0.0,9777.546782389634,0.0,0.004918388486084384,0.0,36081062900,0,0,0,0,0
Queens,4063200,Laurelton,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),4413,QN1305,QN13,136.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,136.0,0.0051394392923226,7.519471825572813e-05,0.027370615547197,0.3453621806239704,0.0101747480862121,0.9770467125124794,2534,12,2366,52,0,555,575,120764,526,345,221,15,22.0,36.0,30.45964912280702,3192750.233238767,0.0,0.0,0.0,0.0,0.0,36081063200,1,0,0,0,0
Queens,4064101,Woodhaven,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),4409,QN0905,QN09,153.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,153.0,0.0031338579723609,2.272455220013933e-05,0.0196310455253554,0.2459970387273943,0.00347085858852,0.9518493620133892,2489,1548,7,426,420,847,827,84291,363,365,324,159,56.0,126.0,91.00923319446008,888499.0471138068,0.0,0.0,0.0,0.0,0.0,36081064101,0,0,0,0,0
Queens,4064500,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,234.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,234.0,0.0012882571026076,1.6150827114345777e-05,0.0085190386316089,0.1791548373883967,0.0037721908639186,0.8649343583081871,2034,848,41,662,390,733,704,92313,300,365,329,60,60.0,92.0,73.28253006733908,3401304.6364594353,0.0,4608.825410737566,1755.0546191298763,0.0013550169430089894,0.0005159945393649856,36081064500,0,0,0,0,0
Queens,4064600,Laurelton,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),4413,QN1305,QN13,226.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,226.0,0.0030607045364145,3.303226230185924e-05,0.017057564247601,0.3334966441359057,0.0074376175025073,0.97951917742092,3402,25,3049,105,44,897,921,118375,781,561,425,0,13.0,34.0,23.990070185732662,4431474.937444914,0.0,0.0,2.1055358448967625,0.0,4.7513206655090903e-07,36081064600,0,0,0,0,0
Queens,4065000,Laurelton,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),4413,QN1305,QN13,270.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,270.0,0.0026721637718217,2.7516566112081097e-05,0.0167530447185943,0.3205223290440204,0.0074020439649826,0.989554690431298,2577,36,2475,32,0,742,791,121667,525,357,300,46,13.0,28.0,18.911537300610647,4304598.236782452,0.0,34357.066325640335,37132.301021258725,0.007981480369541091,0.00862619435745853,36081065000,1,0,0,0,0
Queens,4065401,Rosedale,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),4413,QN1307,QN13,329.0,0.0,0.0,0.0,0.0,0.0,329.0,0.0,329.0,0.0059017628335907,0.0001566562040938,0.0266502386831773,0.6089719908781813,0.0502380701021292,0.999861686076242,3616,50,2443,618,131,771,890,101500,581,381,249,0,8.0,39.0,19.162236164111853,4637071.4361719135,0.0,0.0,0.0,0.0,0.0,36081065401,0,0,0,0,0
Queens,4065402,Springfield Gardens (South)-Brookville,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),4413,QN1306,QN13,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0191475244387264,0.0001693508922049,0.1327985182598271,0.1959740114805858,0.0030439320128279,0.9230573127988138,0,0,0,0,0,0,0,-666666666,0,0,0,0,1.0,21.0,10.32263242375602,2865939.536378257,0.0,11939.941417730926,1764.088351237949,0.00416615258841771,0.0006155357881231721,36081065402,0,0,0,0,0
Queens,4065600,Rosedale,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),4413,QN1307,QN13,334.0,22.0,7.0,1.0,0.0,0.0,326.0,14.0,312.0,0.320350971663616,0.1325473442650118,0.5687313980267069,1.0,1.0,1.0,4125,523,2861,459,86,1182,1431,103438,889,759,414,61,1.0,34.0,12.924973982150178,6346545.224799088,0.0,75379.53300911869,20425.143516012817,0.011877254528112965,0.00321830898426465,36081065600,9,3,1,1,0
Queens,4065702,Middle Village,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),4405,QN0504,QN05,219.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,219.0,0.0010625695665287,6.293691697222425e-06,0.0071090086375957,0.1442016459408071,0.0013773733677657,0.7903745976505269,1430,1011,0,331,25,528,526,84327,316,215,133,30,97.0,139.0,114.2885112432153,1547790.9682102823,0.0,0.0,0.0,0.0,0.0,36081065702,0,0,0,0,0
Queens,4065703,Middle Village,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),4405,QN0504,QN05,273.0,0.0,0.0,0.0,1.0,0.0,272.0,0.0,273.0,0.0007712418645902,5.905671336873278e-06,0.0049547789243961,0.1408132021088557,0.001610953989714,0.7423114436878385,2916,1952,21,224,104,958,796,110882,634,587,297,131,86.0,129.0,111.28602076124568,2889550.775576347,0.0,1321.011856645637,0.0,0.0004571685909835411,0.0,36081065703,0,0,0,0,0
Queens,4066000,Rosedale,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),4413,QN1307,QN13,113.0,1.0,0.0,0.0,0.0,0.0,113.0,1.0,112.0,0.0385191583076721,0.0004276314148034,0.162784742359162,0.7624224081568414,0.0471831799408322,0.9999999980917952,3185,188,2632,249,66,1050,1044,82173,471,442,286,48,3.0,20.0,12.21831070527454,4160666.8144751643,0.0,62738.38145653879,10558.374343394766,0.015078924666178238,0.0025376639885370447,36081066000,1,0,0,0,0
Queens,4066301,Middle Village,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),4405,QN0504,QN05,227.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,227.0,0.0005719932049415,3.176706322621813e-06,0.0038916700660777,0.0952774797322468,0.0007208535401225,0.5873392047555261,2944,1944,16,306,577,823,798,118333,628,481,351,76,74.0,119.0,99.65086521249088,3017268.71043371,0.0,4921.2096050891605,9628.889426092559,0.0016310146948701077,0.003191260159493212,36081066301,0,0,0,0,0
Queens,4066302,Middle Village,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),4405,QN0504,QN05,90.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,90.0,0.0014397370554843,7.72635544136291e-07,0.0120685061367245,0.0821570846058042,6.953480817885049e-05,0.6647138115469005,0,0,0,0,0,0,0,-666666666,0,0,0,0,83.0,119.0,102.62221971322118,2657020.172096026,0.0,5541.986774911934,815.3179703413894,0.002085790252220804,0.0003068542643762523,36081066302,0,0,0,0,0
Queens,4066402,Rosedale,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),4413,QN1307,QN13,88.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0327522885436887,0.0013216043711353,0.1423298057660742,0.7221460078409032,0.1098613791352149,0.9999986441905562,3260,211,2775,253,1,972,942,104333,455,276,279,117,4.0,18.0,10.688861584991258,4232907.959857844,0.0,14967.752642205722,0.0,0.0035360449091145353,0.0,36081066402,1,1,0,1,0
Queens,4066403,Rosedale,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),4413,QN1307,QN13,142.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,142.0,0.0237699089930686,0.0005146898532564,0.1060665653392934,0.7348633791953293,0.0704965495188024,0.9999998782866888,6062,335,5439,116,23,1370,1547,102297,1105,973,392,53,0.0,13.0,8.239052166585807,3916113.2628055415,0.0,0.0,0.0,0.0,0.0,36081066403,10,1,1,1,0
Queens,4066701,Maspeth,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),4405,QN0501,QN05,313.0,0.0,0.0,0.0,1.0,0.0,312.0,0.0,313.0,0.0008499360117652,2.2777732596531595e-06,0.0058438264873376,0.1442915002074336,0.0007126897577787,0.8403032059417813,2718,1447,0,827,411,824,737,117500,643,362,115,0,96.0,149.0,107.19284373194684,2769372.3601069013,0.0,21944.31428817967,10634.957671410675,0.00792393056430035,0.0038402050315112382,36081066701,0,0,0,0,0
Queens,4067100,Middle Village,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),4405,QN0504,QN05,115.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,115.0,0.0008309118397026,3.123378765110809e-06,0.0060111856142044,0.0672492850068444,0.0003591246182362,0.5001126108164942,2414,1486,0,271,629,812,743,114764,445,441,377,124,86.0,107.0,97.38879201978833,2466008.711411233,0.0,8657.076258881187,4498.631741505107,0.003510561912786985,0.0018242562245170076,36081067100,0,0,0,0,0
Queens,4067700,Middle Village,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),4405,QN0504,QN05,101.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,0.000666278690364,4.820159203232011e-06,0.0042912852527579,0.0558073484488336,0.0004867187663075,0.3523157291496931,1901,1606,0,169,108,588,595,115250,402,314,272,27,74.0,117.0,93.8140987210232,2001644.2613152962,0.0,0.0,0.0,0.0,0.0,36081067700,0,0,0,0,0
Queens,4068200,Laurelton,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),4413,QN1305,QN13,247.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,247.0,0.0038062281532704,1.8924253197122903e-05,0.0227630160108861,0.3754966151743779,0.0046634263370952,0.9966111813830892,1076,0,898,89,5,296,303,92656,259,168,58,0,11.0,35.0,19.157297968668612,2492492.430828932,0.0,81967.58393513439,83914.34691689054,0.03288579051286198,0.03366684122245579,36081068200,0,1,0,0,0
Queens,4068300,Elmhurst,QN04 Elmhurst-Corona (CD 4 Approximation),4404,QN0401,QN04,872.0,1.0,0.0,0.0,1.0,0.0,871.0,1.0,871.0,0.000612690465182,2.4641482678971804e-06,0.0046471296284305,0.2481874863094219,0.0021464330403143,0.9827809735308894,4261,311,277,1502,2073,1408,1453,66354,1074,693,341,466,9.0,49.0,18.705710269366666,2632336.1988099664,0.0,153544.01264003912,35967.9734773181,0.05832994003936644,0.013663898058910027,36081068300,0,0,0,0,0
Queens,4069300,Rego Park,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0601,QN06,492.0,0.0,0.0,0.0,0.0,0.0,492.0,0.0,492.0,0.0005145837338895,3.35391076271949e-06,0.0035868125366134,0.1586046506931329,0.0016487661476084,0.8293062323600364,3123,882,86,1245,729,1120,1130,72125,562,823,355,179,21.0,79.0,43.01715734061221,1538779.1662533018,0.0,130959.96304402676,5265.65877784749,0.08510640507493664,0.0034219717119439463,36081069300,0,0,0,0,0
Queens,4069500,Rego Park,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0601,QN06,304.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,304.0,0.0005759899337281,2.4294457764583486e-06,0.004138847153351,0.1197871229957651,0.000738279743014,0.716575175503098,2417,910,98,346,1025,796,804,116125,416,498,334,123,45.0,83.0,67.5443137254902,2295326.933915213,0.0,10909.347440125615,699.3274903491944,0.004752851229570678,0.00030467445835976356,36081069500,0,0,0,0,0
Queens,4069701,Rego Park,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0601,QN06,219.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,219.0,0.000578503944637,3.835004686436757e-06,0.0041108222713561,0.0873644335004412,0.0008395150466245,0.594289663263307,4460,1100,217,1032,1588,1611,1569,101168,511,1054,652,219,43.0,98.0,72.63118587282753,1432176.639712649,0.0,8560.648431749709,0.0,0.005977369127782528,0.0,36081069701,0,0,0,0,0
