BoroName,BoroCT2020,NTAName,CDTANAME,PUMA,NTA2020,CDTA2020,n_total,n_classified_positive,n_tp,n_fp,n_tn,n_fn,total_not_annotated,positives_not_annotated,negatives_not_annotated,p_y,p_y_CI_lower,p_y_CI_upper,at_least_one_positive_image_by_area,at_least_one_positive_image_by_area_CI_lower,at_least_one_positive_image_by_area_CI_upper,total_population,nhl_white_alone,nhl_black_alone,hispanic_alone,nhl_asian_alone,num_households_with_internet,num_households_with_smartphone,median_household_income,num_high_school_graduates,num_bachelors_degree,num_graduate_degree,num_limited_english_speaking_households,ft_elevation_min,ft_elevation_max,ft_elevation_mean,area,n_floodnet_sensors,dep_moderate_1_area,dep_moderate_2_area,dep_moderate_1_frac,dep_moderate_2_frac,GEOID,sewer_backup_311c,street_flooding_311c,manhole_overflow_311c,catch_basin_clogged/flooding_311c,highway_flooding_311c
Manhattan,1003100,Tribeca-Civic Center,MN01 Financial District-Tribeca (CD 1 Equivalent),4121,MN0102,MN01,1028.0,0.0,0.0,0.0,0.0,0.0,1028.0,0.0,1028.0,0.0007918557580362,2.487765084874874e-05,0.0042672132837685,0.3879197032535529,0.0252502831856354,0.9876744437705236,2667,1197,312,424,704,658,660,190769,173,557,317,56,8.0,47.0,26.14706415367887,2207109.3162749107,0.0,83450.37617318126,42626.97401256261,0.03780980650021729,0.019313485606823985,36061003100,0,0,0,0,0
Manhattan,1003200,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,MN0303,MN03,727.0,0.0,0.0,0.0,0.0,0.0,727.0,0.0,727.0,0.0003878899674968,5.885404041170473e-06,0.0025389461800994,0.1784883416960721,0.0042695607274999,0.8424729719935647,7523,5513,207,789,581,4208,4314,88070,359,3771,1388,273,7.0,32.0,18.9992720733065,2335535.6479249448,0.0,34927.901412899126,223.74083937435825,0.01495498535589964,9.579851182025222e-05,36061003200,0,1,0,0,0
Manhattan,1003300,Tribeca-Civic Center,MN01 Financial District-Tribeca (CD 1 Equivalent),4121,MN0102,MN01,2337.0,2.0,0.0,0.0,1.0,0.0,2336.0,2.0,2335.0,0.001653222151981,2.516521583274816e-05,0.0077387527836476,0.7257591619323461,0.0571158382101495,0.9999999869667834,5787,4363,71,414,482,2531,2568,250001,59,2443,1676,17,0.0,37.0,13.710813896591096,3677738.855927915,0.0,46315.77443594127,2809.2257739550078,0.012593546265876871,0.0007638459075002006,36061003300,0,1,0,0,0
Manhattan,1003400,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,MN0303,MN03,580.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,580.0,0.000543656931246,2.089976889084193e-06,0.0037635214574335,0.175766351267627,0.0012114534297272,0.8877389264122225,6647,4167,262,1057,748,3554,3684,109148,268,2280,1674,175,5.0,26.0,15.452301961469065,1718458.2382434404,0.0,19863.00040210427,943.2689975998052,0.01155861688114555,0.0005489042309017577,36061003400,0,0,0,0,0
Manhattan,1003601,Lower East Side,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,MN0302,MN03,678.0,0.0,0.0,0.0,1.0,0.0,677.0,0.0,678.0,0.0005133600465342,4.588687464374872e-06,0.0035022101530749,0.1967999161800958,0.0031063025973288,0.9073249909653492,2942,866,136,1102,708,1216,1158,55714,367,786,314,305,30.0,47.0,39.9509423503326,1082300.3346032181,0.0,0.0,0.0,0.0,0.0,36061003601,0,0,0,0,0
Manhattan,1003602,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,MN0303,MN03,654.0,1.0,0.0,0.0,0.0,0.0,654.0,1.0,653.0,0.0006190201013121,4.470121419613237e-06,0.00456046654659,0.2052280700570226,0.0029191967769072,0.9496806865925452,3409,2105,390,383,448,1360,1432,144464,364,1071,543,44,24.0,46.0,37.45508483397523,961074.205245073,0.0,0.0,0.0,0.0,0.0,36061003602,0,0,0,0,0
Manhattan,1003700,SoHo-Little Italy-Hudson Square,MN02 Greenwich Village-SoHo (CD 2 Equivalent),4121,MN0201,MN02,3165.0,1.0,0.0,0.0,2.0,0.0,3163.0,1.0,3164.0,0.0006149421267176,1.420858643139548e-05,0.0031165614576692,0.5793000235056949,0.0439742944030391,0.9999487768842262,3380,2283,38,320,610,1761,1636,246250,92,1418,1128,10,0.0,27.0,6.856078345127362,4116377.1156100966,0.0,30475.45991473187,26348.344819294707,0.007403466460631861,0.006400857861000319,36061003700,0,0,0,0,0
Manhattan,1003900,Tribeca-Civic Center,MN01 Financial District-Tribeca (CD 1 Equivalent),4121,MN0102,MN01,2342.0,5.0,0.0,1.0,3.0,0.0,2338.0,4.0,2337.0,0.0019174795395554,3.170737805758232e-06,0.0108982084349179,0.5848606676160455,0.0073983759889273,0.9999999999928476,6935,3931,131,910,1628,2956,2905,190588,735,2256,1608,398,0.0,20.0,4.537049062049062,3571016.965651355,0.0,0.0,0.0,0.0,0.0,36061003900,0,0,0,0,0
Manhattan,1004001,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,MN0303,MN03,649.0,0.0,0.0,0.0,1.0,0.0,648.0,0.0,649.0,0.0003832406336988,1.789855848485532e-06,0.0025075086620655,0.1483615876851854,0.0011609430385417,0.8039560785957234,3035,2076,46,483,197,1865,1911,122383,315,1071,748,29,16.0,33.0,24.203757661006733,995029.9862350181,0.0,0.0,0.0,0.0,0.0,36061004001,0,0,0,0,0
Manhattan,1004002,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,MN0303,MN03,514.0,0.0,0.0,0.0,0.0,0.0,514.0,0.0,514.0,0.0004012588583894,1.736164750757251e-06,0.0029088980353088,0.1306164504651007,0.0008919913900412,0.7762773912444304,6067,3380,354,735,1076,1848,2019,153838,171,1884,1140,167,21.0,41.0,31.463864464936737,932614.5917213641,0.0,0.0,0.0,0.0,0.0,36061004002,0,0,0,0,0
