BoroName,BoroCT2020,NTAName,CDTANAME,PUMA,NTA2020,CDTA2020,n_total,n_classified_positive,n_tp,n_fp,n_tn,n_fn,total_not_annotated,positives_not_annotated,negatives_not_annotated,empirical_estimate_ct,p_y,p_y_CI_lower,p_y_CI_upper,at_least_one_positive_image_by_area,at_least_one_positive_image_by_area_CI_lower,at_least_one_positive_image_by_area_CI_upper,total_population,nhl_white_alone,nhl_black_alone,hispanic_alone,nhl_asian_alone,total_households,num_households_with_internet,num_households_with_smartphone,median_household_income,num_high_school_graduates,num_bachelors_degree,num_graduate_degree,num_limited_english_speaking_households,ft_elevation_min,ft_elevation_max,ft_elevation_mean,area,n_floodnet_sensors,dep_moderate_1_area,dep_moderate_2_area,dep_moderate_1_frac,dep_moderate_2_frac,GEOID,sewer_backup_311c,street_flooding_311c,catch_basin_clogged/flooding_311c,manhole_overflow_311c,highway_flooding_311c
Queens,4066701,Maspeth,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),4405,QN0501,QN05,313.0,0.0,0.0,0.0,1.0,0.0,312.0,0.0,313.0,0.0,0.0007613358898898,2.8157035100215327e-06,0.0048436126281316,0.1435814460821476,0.0008809281844429,0.7812277316389551,2718,1447,0,827,411,874,824,737,117500,643,362,115,0,96.0,149.0,107.19284373194684,2769372.2601610115,0.0,21944.31428817967,10634.957671410675,0.007923930850272844,0.003840205170103191,36081066701,0,0,0,0,0
Queens,4067100,Middle Village,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),4405,QN0504,QN05,115.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,115.0,0.0,0.0008378757654349,2.3817555056321403e-06,0.0063350154838018,0.0696494528973724,0.0002738647015341,0.5184954750768689,2414,1486,0,271,629,923,812,743,114764,445,441,377,124,86.0,107.0,97.38879201978833,2466008.610664763,0.0,8657.076258881187,4498.631741505107,0.0035105620562077013,0.0018242562990452855,36081067100,0,0,0,0,0
Queens,4067700,Middle Village,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),4405,QN0504,QN05,101.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,0.0,0.0007524276547487,3.788897533320916e-06,0.0050702301525845,0.057776777131853,0.0003826061632708,0.4015400687284562,1901,1606,0,169,108,705,588,595,115250,402,314,272,27,74.0,117.0,93.8140987210232,2001644.1762147003,0.0,0.0,0.0,0.0,0.0,36081067700,0,0,0,0,0
Queens,4068200,Laurelton,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),4413,QN1305,QN13,247.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,247.0,0.0,0.0030401330169861,1.2595179936559703e-05,0.0207524212438997,0.3048541676621286,0.0031061943928014,0.9943706980151744,1076,0,898,89,5,354,296,303,92656,259,168,58,0,11.0,35.0,19.157297968668612,2492492.5063999323,0.0,81967.5726211434,83914.32675535118,0.032885784976555234,0.033666832112789,36081068200,0,1,0,0,0
Queens,4068300,Elmhurst,QN04 Elmhurst-Corona (CD 4 Approximation),4404,QN0401,QN04,872.0,1.0,0.0,0.0,1.0,0.0,871.0,1.0,871.0,0.0011467889908256,0.0008198082359641,4.230125933819008e-06,0.0055223596655221,0.3027043012913648,0.0036818827974957,0.9920042345095784,4261,311,277,1502,2073,1615,1408,1453,66354,1074,693,341,466,9.0,49.0,18.705710269366666,2632336.1197831105,0.0,153544.01264003912,35967.9734773181,0.05832994179052266,0.01366389846912166,36081068300,0,0,1,0,0
Queens,4069300,Rego Park,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0601,QN06,492.0,0.0,0.0,0.0,0.0,0.0,492.0,0.0,492.0,0.0,0.0005347428702085,2.6864607785135195e-06,0.0036355163422702,0.1515574037508367,0.0013208673621365,0.8333609702413962,3123,882,86,1245,729,1258,1120,1130,72125,562,823,355,179,21.0,79.0,43.01715734061221,1538779.284734035,0.0,130959.96892142468,5265.65877784749,0.0851064023415548,0.003421971448463848,36081069300,0,0,0,0,0
Queens,4069500,Rego Park,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0601,QN06,304.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,304.0,0.0,0.0005974733960693,2.6142313158171764e-06,0.0043680157799713,0.1130285351220956,0.0007944116272575,0.7357303673895772,2417,910,98,346,1025,840,796,804,116125,416,498,334,123,45.0,83.0,67.5443137254902,2295326.7412563395,0.0,10909.322445268344,699.3161568995614,0.004752840739047532,0.00030466954631339023,36081069500,0,0,0,0,0
Queens,4069701,Rego Park,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0601,QN06,219.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,219.0,0.0,0.0006478443906703,2.937551441347146e-06,0.004647421412176,0.0965940760193887,0.0006431178203447,0.6394614246509484,4460,1100,217,1032,1588,1775,1611,1569,101168,511,1054,652,219,43.0,98.0,72.63118587282753,1432176.515145312,0.0,8560.648266803772,0.0,0.005977369532508489,0.0,36081069701,0,0,0,0,0
Queens,4070700,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,109.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,109.0,0.0,0.0010790501572586,3.0069104366027263e-06,0.0087145603170783,0.0785890495228998,0.000327700024961,0.6148221874320293,2661,1315,7,370,923,1001,942,896,108616,230,546,623,146,36.0,77.0,48.253430962343096,2389566.942980542,0.0,36179.56420652419,49973.38020507481,0.015140636387192773,0.02091315346986776,36081070700,0,0,0,0,0
Queens,4071303,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,259.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,259.0,0.0,0.0011222377977185,2.392453913286494e-06,0.0083562252381249,0.1518821932687994,0.0006194543627419,0.8862047287909841,5509,2716,84,1042,1206,2625,2521,2421,98155,409,1873,1133,254,25.0,101.0,53.71720020991866,1524263.1636970327,0.0,0.0,0.0,0.0,0.0,36081071303,0,0,0,0,0
Queens,4071304,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,161.0,1.0,0.0,0.0,0.0,0.0,161.0,1.0,160.0,0.0062111801242236,0.0019412394385593,3.971593519147868e-06,0.0144828667606959,0.1549620515514044,0.000639223435844,0.9045149774096914,6195,3037,21,907,1642,3143,2923,3001,100199,716,1932,1319,578,31.0,98.0,66.61051253050776,1680460.898389136,0.0,0.0,0.0,0.0,0.0,36081071304,0,0,0,0,0
Queens,4071305,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,340.0,0.0,0.0,0.0,2.0,0.0,338.0,0.0,340.0,0.0,0.0008180254310529,1.4201903641913549e-06,0.0060021185694518,0.1533661835630307,0.0004827485045583,0.8708608681160145,5576,2784,132,1377,1199,2489,2420,2389,108007,339,1251,1372,287,45.0,99.0,70.56309399930628,1441523.464304755,0.0,0.0,0.0,0.0,0.0,36081071305,0,0,0,0,0
Queens,4071701,Rego Park,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0601,QN06,164.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.0006128281653648,4.99927667843447e-06,0.0042975826966455,0.0765288687212991,0.0008195474063831,0.5065443909543971,5164,2829,171,757,1192,2386,2165,2066,55526,686,1065,1141,775,11.0,59.0,28.7231867755661,2045005.2178851638,0.0,27276.12059514608,382.0740892625298,0.01333792224909509,0.00018683281877278075,36081071701,0,0,0,0,0
Queens,4071900,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,444.0,0.0,0.0,0.0,0.0,0.0,444.0,0.0,444.0,0.0,0.0006961379404677,5.11540408010662e-06,0.0047670650086384,0.1922168239579807,0.0022686678453295,0.880164757636102,3475,1388,63,1044,934,1043,894,989,63125,699,514,332,186,14.0,54.0,28.611942809083263,1783751.8190053282,0.0,15861.725294079983,3729.828166446348,0.00889233867911341,0.002091001745145358,36081071900,0,0,0,0,0
Queens,4072100,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,117.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,117.0,0.0,0.0009706225297064,4.021092950190192e-06,0.0067419985373424,0.0849737735525355,0.0004703581666396,0.5468286332943164,5349,2392,16,663,1971,2079,1840,1819,98207,646,900,1009,633,24.0,80.0,57.17515118196811,1818401.8537288872,0.0,0.0,0.0,0.0,0.0,36081072100,0,0,0,0,0
Queens,4072300,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,243.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,243.0,0.0,0.0007812909992875,4.441377880040187e-06,0.0052243290459416,0.1214722733751794,0.0010786750317903,0.719964616908234,2307,1131,138,212,718,848,828,772,198750,194,628,624,87,43.0,84.0,65.50654072639608,5060336.419907186,0.0,1180.6925401563103,0.0,0.00023332293392816874,0.0,36081072300,0,0,0,0,0
Queens,4072900,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,101.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,0.0,0.0015315374600124,2.497240748593153e-06,0.0135420509357646,0.0917385887048255,0.0002521898248917,0.7476871917574303,1366,635,0,108,571,475,428,399,127292,200,358,266,39,41.0,71.0,58.40273381294964,2085116.036659044,0.0,21207.761854318116,1422.7229882397748,0.010171022370677775,0.000682323172056835,36081072900,0,0,0,0,0
Queens,4073700,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,397.0,0.0,0.0,0.0,1.0,0.0,396.0,0.0,397.0,0.0,0.0006913590793627,8.379036525579169e-06,0.0048161842171742,0.1730933544430892,0.003320964358698,0.8529000863877811,2151,1213,18,243,550,1124,1117,1031,117568,253,593,637,89,57.0,86.0,70.67968440075815,2268874.592470992,0.0,81781.13373504362,25313.80272121292,0.03604480124482209,0.011156986289684746,36081073700,0,0,0,0,0
Queens,4073900,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,455.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,455.0,0.0,0.0006903521409197,3.4941135679023145e-06,0.0046294684025544,0.1905910937324313,0.0015885613477242,0.8789178851319478,5480,2702,192,628,1376,2584,2446,2157,113333,291,1675,1629,252,33.0,74.0,60.12014104957478,2410963.9292460456,0.0,16772.103287427035,0.0,0.006956596523064528,0.0,36081073900,0,0,0,0,0
Queens,4074100,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,123.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,123.0,0.0,0.0010217268612677,7.77157283203505e-06,0.0065395954040034,0.0945650108450362,0.0009554504371466,0.5538086364349609,2984,1295,136,582,845,1547,1402,1394,101528,375,652,787,236,31.0,78.0,56.34273823036592,1850023.2977878058,0.0,0.0,0.0,0.0,0.0,36081074100,0,0,0,0,0
Queens,4074300,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,112.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,112.0,0.0,0.001279319993728,6.927772498152207e-06,0.0084434443324202,0.0990677205716783,0.0007756122642191,0.6131354296139723,3979,1931,64,607,1238,1672,1532,1514,76063,653,1241,524,394,15.0,57.0,38.73718564023805,2083271.446733545,0.0,0.0,0.0,0.0,0.0,36081074300,0,0,0,0,0
Queens,4074500,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,1003.0,0.0,0.0,0.0,1.0,0.0,1002.0,0.0,1003.0,0.0,0.0008506747450372,1.258271462133247e-05,0.0044408995361316,0.3787741951366959,0.0125412370775344,0.9884853848721764,3951,1649,346,801,755,1590,1345,1293,53716,1043,806,300,494,9.0,50.0,24.07507187732936,1878214.5761262132,0.0,0.0,0.0,0.0,0.0,36081074500,0,0,0,0,0
Queens,4074700,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,114.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,114.0,0.0,0.0019851669282947,1.6972015600316804e-05,0.0130780382699984,0.1461996089056391,0.0019329556274796,0.7770329128545418,3223,484,84,976,1579,1252,1170,1156,106964,370,636,625,243,6.0,71.0,35.91258465900142,3175265.909221504,0.0,13600.709876973464,3552.9224552005553,0.00428332941738036,0.0011189369825318483,36081074700,0,0,1,0,0
Queens,4075701,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,612.0,0.0,0.0,0.0,1.0,0.0,611.0,0.0,612.0,0.0,0.0012414163830401,1.601201099978654e-05,0.0076415436452704,0.3431592400034116,0.009751571087266,0.9908552075761214,4845,2049,170,722,1498,2422,2377,2105,111744,367,888,1525,297,42.0,94.0,71.74945912896247,2126274.8185291043,0.0,0.0,0.0,0.0,0.0,36081075701,0,0,0,0,0
Queens,4075702,Forest Hills,QN06 Forest Hills-Rego Park (CD 6 Approximation),4406,QN0602,QN06,425.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,425.0,0.0,0.0013129814548482,1.413290938041351e-05,0.0083641609622943,0.2768766378643968,0.0059885257265634,0.9718353686268488,5313,2556,197,428,1878,2426,2360,2164,118859,518,1534,1327,161,21.0,75.0,61.94674493627373,3781087.2977237776,0.0,34471.105378247536,2036.135375274079,0.009116717669808686,0.0005385052538987494,36081075702,0,0,0,0,0
Queens,4077902,Kew Gardens Hills,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),4408,QN0801,QN08,172.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,172.0,0.0,0.0048139851409264,7.909653733070791e-05,0.0281664037639198,0.374008015236588,0.0135130066038971,0.9926581019223826,5082,3529,84,540,470,1806,1663,1357,102581,502,1185,878,125,27.0,81.0,59.01210360285572,6023238.926686345,0.0,0.0,0.0,0.0,0.0,36081077902,0,0,1,0,0
Queens,4077903,Kew Gardens Hills,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),4408,QN0801,QN08,125.0,1.0,0.0,0.0,0.0,0.0,125.0,1.0,124.0,0.008,0.0142516902227724,0.0001015214255075,0.0744544984214634,0.5385046059362808,0.0126106334668312,0.9999369442745816,3553,1436,38,820,1168,1173,1107,1122,98194,427,784,322,217,27.0,111.0,73.7829791747693,2829814.7445139,0.0,0.0,0.0,0.0,0.0,36081077903,0,0,0,0,0
Queens,4077904,Kew Gardens Hills,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),4408,QN0801,QN08,232.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,232.0,0.0,0.0036271819669963,7.887503153009268e-05,0.0199008246569472,0.3940028111088609,0.018133305598651,0.99056651327994,6142,3255,204,976,1270,2095,1802,1908,104840,1096,799,727,348,60.0,115.0,77.7796996996997,4162655.5116039645,0.0,72601.14809650174,14833.839034351204,0.017441065659677155,0.003563551918480853,36081077904,1,1,0,0,0
Queens,4077906,Kew Gardens Hills,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),4408,QN0801,QN08,107.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,0.004068323869858,1.907509004896324e-05,0.0270982848024483,0.2339057360227185,0.0020389725673828,0.947108918467702,3494,1893,222,353,881,1312,1127,1096,81269,769,442,764,374,63.0,90.0,73.97712134375905,3108739.227443825,0.0,3500.323595437888,2314.423116535757,0.001125962436648649,0.0007444893081105429,36081077906,1,0,0,0,0
Queens,4077907,Kew Gardens Hills,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),4408,QN0801,QN08,119.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,119.0,0.0,0.0051679599121015,3.737673251640173e-05,0.0295405391174428,0.2969376186604821,0.004438036970021,0.9717959507874758,3642,1826,332,1163,228,1122,971,994,71136,531,431,427,68,60.0,85.0,69.24939924476485,2330107.1559412326,0.0,36484.26807295675,509.5607682475354,0.01565776405601362,0.00021868555141263513,36081077907,0,1,0,0,0
Queens,4077908,Kew Gardens Hills,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),4408,QN0801,QN08,62.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,62.0,0.0,0.0051047385489311,3.089919728795964e-05,0.0335698131167427,0.1826816556635433,0.0019139458891984,0.879615382674741,3197,626,770,929,743,1151,1016,1059,78375,418,480,249,188,58.0,73.0,66.62039055614825,2156625.3671805672,0.0,45272.15168461001,2221.6792269633397,0.02099212611219347,0.00103016465482265,36081077908,0,0,0,0,0
Queens,4078800,Baisley Park,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),4412,QN1203,QN12,103.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,103.0,0.0,0.0024370399530085,1.7345828271665214e-05,0.016747367298806,0.1572064939127425,0.0017850407232242,0.8244069964508937,1916,31,1252,190,87,570,521,534,98750,570,114,135,0,11.0,26.0,18.329832843585915,2075697.7439162442,0.0,3536.9994989339766,0.0,0.0017040050794007592,0.0,36081078800,0,0,0,0,0
Queens,4079000,Baisley Park,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),4412,QN1203,QN12,1240.0,1.0,0.0,0.0,1.0,0.0,1239.0,1.0,1239.0,0.0008064516129032,0.0013882146465246,1.5826999325988517e-05,0.0083982082863696,0.5084391532482037,0.0194343052091414,0.9999712379074736,2682,39,1554,218,198,833,711,787,94185,727,284,186,28,9.0,35.0,20.904715969989283,2799207.8337788903,0.0,31133.8831773659,1299.53564386013,0.01112239069984868,0.0004642512171401634,36081079000,0,0,0,0,0
Queens,4079200,Baisley Park,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),4412,QN1203,QN12,2086.0,2.0,0.0,1.0,1.0,0.0,2084.0,1.0,2084.0,0.0009587727708533,0.0012732401937204,2.594488890633202e-05,0.0064006549060744,0.660016257608044,0.0526832270975096,0.9999984765253852,2660,11,1536,320,237,874,629,608,74474,776,255,184,12,6.0,32.0,17.904604426354616,3931973.0949534085,0.0,0.0,0.0,0.0,0.0,36081079200,0,0,0,0,0
Queens,4079300,Mount Hebron & Cedar Grove Cemeteries,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),4408,QN0871,QN08,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0154863736362089,4.3176408493550666e-05,0.1158916104132895,0.1542452068018646,0.0007337454555161,0.8767992743319897,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,7.0,88.0,54.08484111296944,9208873.515683707,0.0,0.0,0.0,0.0,0.0,36081079300,0,0,0,0,0
Queens,4079701,Flushing-Willets Point,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),4407,QN0707,QN07,113.0,0.0,0.0,0.0,2.0,0.0,111.0,0.0,113.0,0.0,0.0026329751563956,2.2413394559891995e-05,0.0169656073096604,0.1723305292659106,0.0025295372769095,0.8553679417070802,6245,301,128,340,5303,2925,2625,2504,53040,1116,1141,602,1489,16.0,68.0,45.217934827902326,1199495.8581836957,0.0,0.0,0.0,0.0,0.0,36081079701,0,0,0,0,0
Queens,4079702,Flushing-Willets Point,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),4407,QN0707,QN07,142.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,142.0,0.0,0.0027342137318198,6.47788962774177e-05,0.0153946586664387,0.2272448696703903,0.0091567197638278,0.8895314503227439,3635,75,13,279,3209,1501,1219,1327,62070,827,426,136,1124,13.0,59.0,27.241703234194706,3076051.417495234,0.0,105.15236107249284,0.0,3.418420136751689e-05,0.0,36081079702,1,0,0,0,0
Queens,4079900,Queensboro Hill,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),4407,QN0706,QN07,186.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,186.0,0.0,0.0025705607224345,8.232267337190237e-06,0.0168826001670009,0.2276029499005411,0.0015300363217516,0.957866733944684,3185,230,1,541,2308,1098,944,1002,48750,455,363,94,563,24.0,75.0,58.35166612746684,3090334.831842496,0.0,0.0,0.0,0.0,0.0,36081079900,0,0,0,0,0
Queens,4080301,Queensboro Hill,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),4407,QN0706,QN07,845.0,0.0,0.0,0.0,0.0,0.0,845.0,0.0,845.0,0.0,0.0016601705123972,3.841796640347625e-05,0.0078343981411066,0.5218610150532828,0.0319425114188494,0.998700966526334,3770,275,45,953,2497,1092,951,1006,54528,818,232,183,513,7.0,80.0,48.48839466949078,3399962.181918466,0.0,35238.70549010155,7125.905877844726,0.010364440427457261,0.0020958779823321023,36081080301,0,0,0,0,0
Queens,4080302,Queensboro Hill,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),4407,QN0706,QN07,758.0,1.0,1.0,0.0,0.0,0.0,757.0,0.0,757.0,0.0013192612137203,0.0055352021069036,0.0002120636454663,0.0236129601525078,1.0,1.0,1.0,4114,790,4,499,2816,973,884,912,91902,646,906,519,321,0.0,76.0,55.05769027651619,4732499.414154683,0.0,16231.766689199883,6916.6630070255915,0.003429850755110805,0.0014615243239836813,36081080302,0,1,0,0,0
Queens,4081800,South Ozone Park,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),4410,QN1001,QN10,370.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,370.0,0.0,0.0023308831493565,5.6036724110021744e-05,0.0137257150083592,0.3804015538360781,0.0205206938963282,0.9939860397045652,4084,72,1198,824,1318,1049,934,959,96773,846,439,314,123,9.0,35.0,23.636885043263288,4045512.178499923,0.0,2533.2524115939323,8364.457514634778,0.0006261883044270709,0.0020675892558396206,36081081800,0,1,0,0,0
Queens,4083700,Queensboro Hill,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),4407,QN0706,QN07,686.0,0.0,0.0,0.0,0.0,0.0,686.0,0.0,686.0,0.0,0.0021238909399382,8.811443863780936e-05,0.0098415635665092,0.5503160715011067,0.0586583508495771,0.9988691115121486,4914,626,29,488,3715,1555,1137,1272,58386,1401,543,339,738,11.0,65.0,31.34935927972561,8398444.741896754,0.0,76176.86093721028,56900.83657759019,0.009070353294960901,0.006775163536378686,36081083700,0,1,0,0,0
Queens,4083800,South Ozone Park,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),4410,QN1001,QN10,223.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,223.0,0.0,0.0043135287750537,6.595910224635832e-05,0.0242469040599472,0.412810520643681,0.0146017087559818,0.9958042565226688,5838,585,502,1245,1996,1597,1504,1323,103254,1128,686,245,124,14.0,35.0,26.483646524886534,5332423.435522788,0.0,3248.255635193832,10386.748615851142,0.0006091518564626845,0.0019478476796606513,36081083800,0,0,0,0,0
Queens,4084000,South Ozone Park,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),4410,QN1001,QN10,305.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,305.0,0.0,0.0022086474919009,5.79021864898845e-05,0.010756966769762,0.3514888061435943,0.0175056423445471,0.9630668314945148,7207,535,856,1788,2754,2005,1831,1825,102304,1646,994,206,136,13.0,40.0,30.98328158195784,6119188.986905291,1.0,0.0,0.0,0.0,0.0,36081084000,0,0,1,0,0
Queens,4084500,East Flushing,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),4407,QN0705,QN07,46.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,46.0,0.0,0.0037685281031174,1.6096027672288675e-05,0.0278755670800576,0.1155633772609472,0.0007401491754851,0.7276004251847709,4988,414,551,1572,2358,2041,1330,1684,32529,1196,701,253,1155,20.0,60.0,38.2680169108249,2034228.1601086536,0.0,0.0,0.0,0.0,0.0,36081084500,0,0,0,0,0
Queens,4084601,South Ozone Park,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),4410,QN1001,QN10,280.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,280.0,0.0,0.004325500753828,7.007321024289675e-05,0.022602172208505,0.46573804025465,0.0194299365835997,0.9983404691567548,2799,284,173,976,979,794,755,724,89107,555,273,183,34,11.0,29.0,20.55077665003084,3567147.720554188,0.0,0.0,0.0,0.0,0.0,36081084601,0,0,0,0,0
Queens,4084901,Flushing-Willets Point,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),4407,QN0707,QN07,124.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,124.0,0.0,0.0039806760330541,3.817524535476743e-05,0.0285824433630871,0.2434990084841138,0.0047226338609182,0.97255984814766,2816,38,0,328,2303,1025,825,914,60583,923,140,35,754,7.0,42.0,22.935252451870685,2201877.398629941,0.0,0.0,0.0,0.0,0.0,36081084901,0,0,0,0,0
Queens,4084902,Flushing-Willets Point,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),4407,QN0707,QN07,67.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,67.0,0.0,0.0046603248442427,6.503291499991997e-06,0.0351290195342307,0.162340518731971,0.0004356270314735,0.9089158068506809,4000,95,170,420,3315,1289,1085,1186,57675,1299,186,210,803,7.0,51.0,28.7740550629958,1071585.4008481896,0.0,15475.293220302425,7899.14407255968,0.01444149314469318,0.0073714554773770605,36081084902,0,0,0,0,0
Queens,4085700,Flushing-Willets Point,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),4407,QN0707,QN07,46.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,46.0,0.0,0.0024762080539549,1.5135861729593444e-05,0.0142206657214734,0.0820171465520077,0.000696012570326,0.4825520900799679,5324,300,88,892,3880,1850,1476,1554,56078,1020,691,265,861,48.0,80.0,66.8932004771595,1425027.8934814346,0.0,0.0,0.0,0.0,0.0,36081085700,0,0,0,0,0
Queens,4085900,Flushing-Willets Point,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),4407,QN0707,QN07,70.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0,0.0026218263303599,9.42563952969093e-06,0.0153999836005809,0.1226861321449509,0.0006595802578123,0.6625660148183564,5530,515,7,693,4315,2295,1861,1998,56388,1304,697,777,1331,52.0,78.0,65.02642807106922,1570942.7953309282,0.0,0.0,0.0,0.0,0.0,36081085900,0,0,0,0,0
Queens,4086400,South Ozone Park,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),4410,QN1001,QN10,500.0,4.0,2.0,0.0,1.0,0.0,497.0,2.0,496.0,0.008,0.0185908973429088,0.0026561076186198,0.0535111731298542,1.0,1.0,1.0,2712,406,156,1339,701,748,689,658,131111,548,234,164,42,13.0,50.0,28.479003829516223,12090373.078728357,0.0,18833.764570281775,5035.517717146138,0.0015577488343529822,0.0004164898538991788,36081086400,1,0,0,0,0
Queens,4086500,Flushing-Willets Point,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),4407,QN0707,QN07,215.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,215.0,0.0,0.0020076673215038,2.608630073893141e-05,0.0125225814392866,0.2450221669372018,0.0055929288192299,0.933420205932957,4729,473,95,380,3648,2291,1793,1815,51397,1411,705,398,1351,30.0,71.0,58.81409277745156,1702761.4931547348,0.0,23258.347734917344,1645.841429501103,0.013659192921861425,0.0009665719104628241,36081086500,0,0,0,0,0
