BoroName,BoroCT2020,NTAName,CDTANAME,PUMA,NTA2020,CDTA2020,n_total,n_classified_positive,n_tp,n_fp,n_tn,n_fn,total_not_annotated,positives_not_annotated,negatives_not_annotated,empirical_estimate_ct,p_y,p_y_CI_lower,p_y_CI_upper,at_least_one_positive_image_by_area,at_least_one_positive_image_by_area_CI_lower,at_least_one_positive_image_by_area_CI_upper,total_population,nhl_white_alone,nhl_black_alone,hispanic_alone,nhl_asian_alone,total_households,num_households_with_internet,num_households_with_smartphone,median_household_income,num_high_school_graduates,num_bachelors_degree,num_graduate_degree,num_limited_english_speaking_households,ft_elevation_min,ft_elevation_max,ft_elevation_mean,area,n_floodnet_sensors,dep_moderate_1_area,dep_moderate_2_area,dep_moderate_1_frac,dep_moderate_2_frac,GEOID,sewer_backup_311c,street_flooding_311c,catch_basin_clogged/flooding_311c,manhole_overflow_311c,highway_flooding_311c
Manhattan,1003100,Tribeca-Civic Center,MN01 Financial District-Tribeca (CD 1 Equivalent),4121,MN0102,MN01,1028.0,0.0,0.0,0.0,0.0,0.0,1028.0,0.0,1028.0,0.0,0.0009022856778692,1.7729556451638394e-05,0.0047359163570788,0.4147908672646626,0.01806105283324,0.992403617435554,2667,1197,312,424,704,730,658,660,190769,173,557,317,56,8.0,47.0,26.14706415367887,2207109.373531887,0.0,83450.3769869488,42626.976446027606,0.03780980588805567,0.019313486208349773,36061003100,0,0,0,0,0
Manhattan,1003200,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,MN0303,MN03,727.0,0.0,0.0,0.0,0.0,0.0,727.0,0.0,727.0,0.0,0.0003987815652324,6.341139792956856e-06,0.0022082852107784,0.1887034378460305,0.0045994133521335,0.7995515865996697,7523,5513,207,789,581,4600,4208,4314,88070,359,3771,1388,273,7.0,32.0,18.9992720733065,2335535.5832103738,0.0,34927.84496812044,223.74083937435825,0.014954961602472963,9.579851447470101e-05,36061003200,0,0,0,0,0
Manhattan,1003300,Tribeca-Civic Center,MN01 Financial District-Tribeca (CD 1 Equivalent),4121,MN0102,MN01,2337.0,2.0,0.0,0.0,1.0,0.0,2336.0,2.0,2335.0,0.0008557980316645,0.0009846871683499,7.581713748867076e-06,0.0052520046850625,0.5607475797302085,0.0175624816155457,0.9999954764775612,5787,4363,71,414,482,2605,2531,2568,250001,59,2443,1676,17,0.0,37.0,13.710813896591096,3677738.8896574904,0.0,46315.77443594127,2809.2257739550078,0.012593546150377924,0.0007638459004947555,36061003300,0,1,1,1,0
Manhattan,1003400,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,MN0303,MN03,580.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,580.0,0.0,0.0005377635381292,2.218484504591045e-06,0.00372675550106,0.1792958891652677,0.0012858945618534,0.885312760945723,6647,4167,262,1057,748,3748,3554,3684,109148,268,2280,1674,175,5.0,26.0,15.452301961469065,1718458.236590928,0.0,19863.05754244073,943.2689975998052,0.011558650143191726,0.0005489042314295977,36061003400,0,0,0,0,0
Manhattan,1003601,Lower East Side,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,MN0302,MN03,678.0,0.0,0.0,0.0,1.0,0.0,677.0,0.0,678.0,0.0,0.0005802941878646,3.5192037245194485e-06,0.0039302765179742,0.2163665076162168,0.0023831799733333,0.9307403589370044,2942,866,136,1102,708,1454,1216,1158,55714,367,786,314,305,30.0,47.0,39.9509423503326,1082300.2658938863,0.0,0.0,0.0,0.0,0.0,36061003601,0,0,0,0,0
Manhattan,1003602,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,MN0303,MN03,654.0,1.0,0.0,0.0,0.0,0.0,654.0,1.0,653.0,0.0015290519877675,0.0007317039998157,4.4802566135003e-06,0.0049812035690439,0.2261536980396205,0.0029258058507052,0.9618354357089748,3409,2105,390,383,448,1467,1360,1432,144464,364,1071,543,44,24.0,46.0,37.45508483397523,961074.2231775275,0.0,0.0,0.0,0.0,0.0,36061003602,0,0,0,0,0
Manhattan,1003700,SoHo-Little Italy-Hudson Square,MN02 Greenwich Village-SoHo (CD 2 Equivalent),4121,MN0201,MN02,3165.0,1.0,0.0,0.0,2.0,0.0,3163.0,1.0,3164.0,0.0003159557661927,0.0004321907089328,6.139843074452628e-06,0.0024704513566482,0.4705880473842686,0.0192450600082961,0.9996017875287668,3380,2283,38,320,610,1830,1761,1636,246250,92,1418,1128,10,0.0,27.0,6.856078345127362,7728435.106283348,0.0,30475.4510812825,26348.336178686535,0.003943288733382188,0.0034092718404615825,36061003700,0,1,0,0,0
Manhattan,1003900,Tribeca-Civic Center,MN01 Financial District-Tribeca (CD 1 Equivalent),4121,MN0102,MN01,2342.0,5.0,0.0,1.0,3.0,0.0,2338.0,4.0,2337.0,0.0021349274124679,0.0025911320011668,3.971560896912833e-06,0.0122447823879857,0.6948795980133162,0.0092582840014973,0.9999999999997056,6935,3931,131,910,1628,3092,2956,2905,190588,735,2256,1608,398,0.0,20.0,4.537049062049062,8317558.530587775,0.0,0.0,0.0,0.0,0.0,36061003900,0,0,0,0,0
Manhattan,1004001,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,MN0303,MN03,649.0,0.0,0.0,0.0,1.0,0.0,648.0,0.0,649.0,0.0,0.0003940487744949,1.8085525978196944e-06,0.0024986669603475,0.1581845297150326,0.0011730630663162,0.8028225008249303,3035,2076,46,483,197,1959,1865,1911,122383,315,1071,748,29,16.0,33.0,24.203757661006733,995029.9920120073,0.0,0.0,0.0,0.0,0.0,36061004001,0,0,0,0,0
Manhattan,1004002,East Village,MN03 Lower East Side-Chinatown (CD 3 Equivalent),4103,MN0303,MN03,514.0,0.0,0.0,0.0,0.0,0.0,514.0,0.0,514.0,0.0,0.00041374975257,1.4800827511941302e-06,0.0028754157581707,0.1298590142862983,0.0007604737886768,0.7723782981313695,6067,3380,354,735,1076,2019,1848,2019,153838,171,1884,1140,167,21.0,41.0,31.463864464936737,932614.510684346,0.0,0.0,0.0,0.0,0.0,36061004002,0,0,0,0,0
Manhattan,1004100,SoHo-Little Italy-Hudson Square,MN02 Greenwich Village-SoHo (CD 2 Equivalent),4121,MN0201,MN02,887.0,1.0,0.0,0.0,1.0,0.0,886.0,1.0,886.0,0.0011273957158962,0.0012531000958752,1.6295672644578267e-05,0.0075083050241706,0.4140085084618022,0.0143504092535072,0.9987504302638458,7051,3495,90,437,2813,3263,2735,2796,100096,530,2045,1241,936,14.0,47.0,31.1866893368958,2058619.6841138955,0.0,3103.6354560645204,0.0,0.0015076293499060938,0.0,36061004100,0,0,0,0,0
Manhattan,1004300,SoHo-Little Italy-Hudson Square,MN02 Greenwich Village-SoHo (CD 2 Equivalent),4121,MN0201,MN02,846.0,0.0,0.0,0.0,1.0,0.0,845.0,0.0,846.0,0.0,0.0004430977565343,6.6986429083115615e-06,0.0024448090095839,0.2204582277069667,0.0056510433138229,0.8739181803884615,3494,1951,32,750,574,2292,2141,1972,97133,169,1465,670,227,18.0,51.0,39.55176280054815,1605591.1307809895,0.0,0.0,0.0,0.0,0.0,36061004300,0,0,0,0,0
Manhattan,1004500,SoHo-Little Italy-Hudson Square,MN02 Greenwich Village-SoHo (CD 2 Equivalent),4121,MN0201,MN02,571.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,571.0,0.0,0.0007528463339911,8.304918882572525e-06,0.0042410268355847,0.2464935585947906,0.0047309022114143,0.911678876777102,1226,860,27,80,209,490,476,462,158393,92,357,257,22,6.0,39.0,21.153771246458923,1129528.5617187843,0.0,35742.61271461062,616.5033031249629,0.0316438325917334,0.0005458058556632162,36061004500,0,0,0,0,0
Manhattan,1005200,Midtown South-Flatiron-Union Square,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),4165,MN0501,MN05,711.0,0.0,0.0,0.0,0.0,0.0,711.0,0.0,711.0,0.0,0.0003833483381911,3.88234678058119e-06,0.0028054963057631,0.1673207499732837,0.002756547549409,0.8643274513087459,3128,1959,133,279,504,1207,1146,1148,193958,76,687,935,34,30.0,50.0,39.686312310658224,1815488.1997234162,0.0,0.0,0.0,0.0,0.0,36061005200,0,0,0,0,0
Manhattan,1005400,Midtown South-Flatiron-Union Square,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),4165,MN0501,MN05,1095.0,0.0,0.0,0.0,1.0,0.0,1094.0,0.0,1095.0,0.0,0.0004341632431415,4.542165405088682e-06,0.0029233772226298,0.2480682383414935,0.004961334124382,0.9594728956182044,4713,3259,107,434,756,2745,2639,2662,152018,131,1704,1928,24,24.0,42.0,32.83816945780136,1809262.6390532171,0.0,26766.182549207166,1451.0817317093154,0.01479397295420517,0.0008020293463135142,36061005400,0,1,0,0,0
Manhattan,1005501,Greenwich Village,MN02 Greenwich Village-SoHo (CD 2 Equivalent),4121,MN0202,MN02,674.0,0.0,0.0,0.0,0.0,0.0,674.0,0.0,674.0,0.0,0.0003887464147799,2.237073474911191e-06,0.0025274822168036,0.1627131862073185,0.0015066530629426,0.818351078124022,4987,2696,274,433,1367,1916,1832,1843,190408,207,1118,1881,70,15.0,42.0,33.29961147638972,1338501.95086392,0.0,0.0,0.0,0.0,0.0,36061005501,0,0,0,0,0
Manhattan,1005502,Greenwich Village,MN02 Greenwich Village-SoHo (CD 2 Equivalent),4121,MN0202,MN02,953.0,0.0,0.0,0.0,0.0,0.0,953.0,0.0,953.0,0.0,0.0003581959139389,3.650392082960569e-06,0.0024204624648836,0.1956945974301423,0.0034727858807344,0.9006881840895178,1918,1214,53,252,354,1117,1064,1117,138854,169,712,435,158,25.0,48.0,41.444542749135366,1243021.9965681366,0.0,0.0,0.0,0.0,0.0,36061005502,0,0,0,0,0
Manhattan,1005800,Midtown South-Flatiron-Union Square,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),4165,MN0501,MN05,1259.0,0.0,0.0,0.0,0.0,0.0,1259.0,0.0,1259.0,0.0,0.0004041249838792,7.538090763559331e-06,0.0026317130683445,0.2820991308601558,0.0094455994394363,0.9637635866415604,4237,2169,325,523,938,2371,2200,2236,186191,63,1827,1272,153,27.0,46.0,37.29870751555768,1879686.419798798,0.0,0.0,0.0,0.0,0.0,36061005800,0,0,0,0,0
Manhattan,1006300,Greenwich Village,MN02 Greenwich Village-SoHo (CD 2 Equivalent),4121,MN0202,MN02,971.0,0.0,0.0,0.0,0.0,0.0,971.0,0.0,971.0,0.0,0.0003533353122101,5.193169876885202e-06,0.0023203521744531,0.2083271764300248,0.0050298885385337,0.8951976735270814,5799,4799,75,421,330,3327,3153,2966,172687,191,1953,2106,19,10.0,36.0,23.699025076899016,1918272.7585862419,0.0,9337.850616383366,7936.011594334036,0.0048678429981278155,0.0041370610924917894,36061006300,0,0,0,0,0
Manhattan,1006500,Greenwich Village,MN02 Greenwich Village-SoHo (CD 2 Equivalent),4121,MN0202,MN02,969.0,0.0,0.0,0.0,2.0,0.0,967.0,0.0,969.0,0.0,0.0003229065202153,3.7381026591308766e-06,0.001874017693203,0.1941813030388591,0.0036156758915125,0.8375866843871508,6088,4724,208,441,614,3041,2880,2896,118698,150,2344,1527,0,0.0,36.0,22.750334517602543,2167374.960306118,0.0,7853.869190005412,29000.912543570263,0.0036236781054701027,0.013380662356399191,36061006500,0,0,1,0,0
Manhattan,1006700,West Village,MN02 Greenwich Village-SoHo (CD 2 Equivalent),4121,MN0203,MN02,1209.0,0.0,0.0,0.0,1.0,0.0,1208.0,0.0,1209.0,0.0,0.0004618669887793,2.295357182932164e-06,0.0029289351277477,0.2711771840271206,0.0027712429949075,0.9711673617007514,5020,3855,164,528,291,3268,2957,2959,120964,379,2673,1189,61,1.0,24.0,15.724594505130751,1812889.0426682553,0.0,38337.69310187659,2271.628814491185,0.02114729153277369,0.0012530434908182495,36061006700,0,0,0,0,0
Manhattan,1006800,Gramercy,MN06 East Midtown-Murray Hill (CD 6 Approximation),4165,MN0602,MN06,1255.0,0.0,0.0,0.0,1.0,0.0,1254.0,0.0,1255.0,0.0,0.0003894610869751,5.5663743963557e-06,0.0024092674554841,0.2660096864159029,0.0069614744242536,0.951551883253039,7265,4487,735,740,1011,3453,3223,3250,146051,400,2131,1705,124,14.0,42.0,28.9535626797316,1877728.277347011,0.0,0.0,0.0,0.0,0.0,36061006800,1,0,0,0,0
Manhattan,1007001,Murray Hill-Kips Bay,MN06 East Midtown-Murray Hill (CD 6 Approximation),4165,MN0603,MN06,169.0,0.0,0.0,0.0,1.0,0.0,168.0,0.0,169.0,0.0,0.0019103991388003,8.500571713028463e-06,0.0135343683979387,0.1813024481986723,0.0014355712994225,0.9000319093757442,3928,3264,70,79,339,2098,1803,1990,153902,58,1380,1251,17,7.0,38.0,23.18748707342296,967531.6895618406,0.0,0.0,0.0,0.0,0.0,36061007001,0,0,0,0,0
Manhattan,1007002,Murray Hill-Kips Bay,MN06 East Midtown-Murray Hill (CD 6 Approximation),4165,MN0603,MN06,533.0,0.0,0.0,0.0,0.0,0.0,533.0,0.0,533.0,0.0,0.001096896213309,4.439828897989718e-06,0.0078296422005204,0.2726266490204166,0.0023636362582008,0.984847322218305,3657,2129,267,412,717,2227,2143,2143,143183,130,1230,1053,175,12.0,40.0,26.71169162153552,941184.9271510141,0.0,0.0,0.0,0.0,0.0,36061007002,0,0,0,0,0
Manhattan,1007100,West Village,MN02 Greenwich Village-SoHo (CD 2 Equivalent),4121,MN0203,MN02,1319.0,0.0,0.0,0.0,1.0,0.0,1318.0,0.0,1319.0,0.0,0.0004185289999758,5.4032032888378726e-06,0.0022820090972705,0.289140859962842,0.0071015086589117,0.9508756272776344,4995,3597,262,554,488,2646,2595,2527,173615,203,1867,1725,33,8.0,31.0,21.39048585277872,1774270.6196336295,0.0,22649.315060846573,45689.52542637382,0.012765423047766776,0.025751159333184632,36061007100,0,0,0,0,0
Manhattan,1007200,Murray Hill-Kips Bay,MN06 East Midtown-Murray Hill (CD 6 Approximation),4165,MN0603,MN06,1802.0,1.0,0.0,0.0,3.0,0.0,1799.0,1.0,1801.0,0.0005549389567147,0.0005177957018373,9.386957496182643e-06,0.0028183088412747,0.4039292605254332,0.0167731148193036,0.9938156438687794,7035,4581,229,365,1382,4179,4032,4064,139577,57,2637,2490,121,16.0,70.0,35.12962864297512,1877436.0832741442,0.0,0.0,0.0,0.0,0.0,36061007200,1,0,0,0,0
Manhattan,1007300,West Village,MN02 Greenwich Village-SoHo (CD 2 Equivalent),4121,MN0203,MN02,1048.0,1.0,0.0,1.0,1.0,0.0,1046.0,0.0,1047.0,0.0009541984732824,0.0006270317171726,3.766147373861252e-06,0.0036732186240327,0.3029687550083826,0.0039391509675593,0.9788606821328552,5683,4254,155,838,354,3548,3490,3427,146964,199,2444,1554,18,12.0,29.0,22.32799145299145,1778593.8894724848,0.0,0.0,0.0,0.0,0.0,36061007300,0,0,0,0,0
Manhattan,1007600,Midtown South-Flatiron-Union Square,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),4165,MN0501,MN05,948.0,0.0,0.0,0.0,0.0,0.0,948.0,0.0,948.0,0.0,0.0006082645417351,1.1722223635439306e-05,0.0035313755315181,0.3073932971525723,0.0110512147936586,0.9650441338162412,2442,1045,84,326,854,1386,1259,1328,127308,191,838,591,159,35.0,62.0,44.71476617552851,1873525.068466621,0.0,0.0,0.0,0.0,0.0,36061007600,0,0,0,0,0
Manhattan,1007700,West Village,MN02 Greenwich Village-SoHo (CD 2 Equivalent),4121,MN0203,MN02,997.0,3.0,0.0,1.0,1.0,0.0,995.0,2.0,994.0,0.0030090270812437,0.0026330707686849,1.8714771466552347e-05,0.0149251768550365,0.5820336405906701,0.0184857999807056,0.9999996918041476,5706,4612,36,378,167,3372,3350,3300,161094,78,2247,1943,0,8.0,31.0,20.68184414101033,1925002.1648359192,0.0,21610.21938078571,0.0,0.011226075365285469,0.0,36061007700,0,0,0,0,0
Manhattan,1007800,Murray Hill-Kips Bay,MN06 East Midtown-Murray Hill (CD 6 Approximation),4165,MN0603,MN06,2467.0,3.0,0.0,0.0,2.0,0.0,2465.0,3.0,2464.0,0.0012160518848804,0.0015489514112692,2.354074252047088e-05,0.0072692992388681,0.7000050171521429,0.0564214716550172,0.9999999847484614,9023,4284,115,1878,2167,4821,4419,4503,149915,359,3381,2975,223,0.0,39.0,20.486719648645824,1912117.184085662,1.0,0.0,0.0,0.0,0.0,36061007800,0,0,0,0,0
Manhattan,1008000,Murray Hill-Kips Bay,MN06 East Midtown-Murray Hill (CD 6 Approximation),4165,MN0603,MN06,2083.0,0.0,0.0,0.0,2.0,0.0,2081.0,0.0,2083.0,0.0,0.0005349123033228,5.414799427155169e-06,0.0030609330346076,0.4267290106875989,0.0112156875118913,0.9983144982954124,5137,3355,316,483,877,2887,2753,2651,163454,117,1918,1546,0,26.0,79.0,51.61390086206897,1855981.184818421,0.0,0.0,0.0,0.0,0.0,36061008000,0,0,0,0,0
Manhattan,1008100,Chelsea-Hudson Yards,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),4104,MN0401,MN04,1085.0,1.0,0.0,0.0,0.0,0.0,1085.0,1.0,1084.0,0.0009216589861751,0.0009135906263744,1.3068591318266873e-05,0.0054897315349599,0.3994777250994639,0.0140794574481032,0.9974528131987744,6639,4916,133,916,471,3998,3821,3662,156265,290,2292,2442,109,11.0,33.0,24.644007251013008,1875919.7068464516,0.0,107415.01179608618,11908.22827346019,0.05725991970981429,0.006347941348448613,36061008100,0,0,0,0,0
Manhattan,1008200,Midtown-Times Square,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),4165,MN0502,MN05,1804.0,4.0,0.0,3.0,1.0,0.0,1800.0,1.0,1800.0,0.0022172949002217,0.000695647170602,1.354914876807976e-05,0.0039734297282226,0.4751460069162658,0.0241465193776174,0.999239885593216,3551,1521,212,757,580,1850,1794,1798,222273,217,1047,1042,56,51.0,82.0,73.11784983302812,1856721.4925486331,0.0,0.0,0.0,0.0,0.0,36061008200,0,0,0,0,0
Manhattan,1008300,Chelsea-Hudson Yards,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),4104,MN0401,MN04,808.0,3.0,0.0,1.0,0.0,0.0,807.0,2.0,805.0,0.0037128712871287,0.0039869138065068,3.02945437105192e-05,0.0188931893778763,0.6590201991365245,0.024181187143008,0.9999997973402052,3798,1447,304,1187,489,2171,1885,1888,70986,414,1593,419,283,3.0,23.0,14.358599338101849,1873017.8393562022,0.0,72765.31968713528,12605.146568115397,0.038849240064977884,0.006729859322881872,36061008300,0,0,0,0,0
Manhattan,1008400,Midtown-Times Square,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),4165,MN0502,MN05,1334.0,0.0,0.0,0.0,0.0,0.0,1334.0,0.0,1334.0,0.0,0.0005113835727361,1.692216148945818e-05,0.0026303328560998,0.3614429855981286,0.0223214592921824,0.9702071450835856,1590,795,54,111,542,813,778,804,250001,98,540,610,34,46.0,84.0,64.6017285806313,1862741.6333970828,0.0,0.0,0.0,0.0,0.0,36061008400,0,1,0,0,0
Manhattan,1008700,Chelsea-Hudson Yards,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),4104,MN0401,MN04,1191.0,2.0,0.0,1.0,1.0,0.0,1189.0,1.0,1189.0,0.0016792611251049,0.0010262283655372,1.0964051074473324e-05,0.006771215886745,0.4133049528671579,0.0129733672528072,0.9996939649613916,6133,4109,435,684,710,3597,3538,3491,136620,398,2484,1870,112,14.0,36.0,24.89250814332248,1780840.94703612,0.0,117356.9086991692,7409.807538154015,0.06589971378100219,0.004160847463939027,36061008700,0,0,1,0,0
Manhattan,1008900,Chelsea-Hudson Yards,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),4104,MN0401,MN04,822.0,0.0,0.0,0.0,2.0,0.0,820.0,0.0,822.0,0.0,0.0009730693766854,1.18864457746737e-05,0.0056445551961335,0.3630002416461613,0.0097231381137884,0.990466586697802,6314,3962,198,1516,465,3201,2986,2862,95355,300,1740,1601,152,4.0,23.0,14.223537331014754,1782680.0499067134,0.0,28594.820565265523,4542.794256016445,0.01604035483919948,0.0025482947746311327,36061008900,0,0,0,0,0
Manhattan,1009100,Chelsea-Hudson Yards,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),4104,MN0401,MN04,1546.0,0.0,0.0,0.0,2.0,0.0,1544.0,0.0,1546.0,0.0,0.0006055329150645,9.603189709790768e-06,0.0034733959793327,0.4016934946582213,0.0147369348513706,0.9953884415204454,6654,4262,697,677,711,3661,3469,3448,188867,198,2203,2239,41,17.0,41.0,28.48629852605356,1927047.5763320036,0.0,0.0,0.0,0.0,0.0,36061009100,0,0,0,0,0
Manhattan,1009200,East Midtown-Turtle Bay,MN06 East Midtown-Murray Hill (CD 6 Approximation),4165,MN0604,MN06,1528.0,0.0,0.0,0.0,0.0,0.0,1528.0,0.0,1528.0,0.0,0.0007848474169708,1.68394870131437e-05,0.0038485310099814,0.4878438030737346,0.0254027303600487,0.9972382687081256,1436,833,23,46,476,903,880,865,166734,35,561,582,29,26.0,78.0,48.78725513334907,2118429.657030174,0.0,13881.245794545302,3576.4543756181924,0.006552611151604352,0.0016882573201094733,36061009200,0,0,1,0,0
Manhattan,1009300,Chelsea-Hudson Yards,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),4104,MN0401,MN04,933.0,0.0,0.0,0.0,1.0,0.0,932.0,0.0,933.0,0.0,0.0010239786675647,1.8705156732062504e-05,0.0056732060562477,0.4144021996468856,0.0173006690478558,0.9950490335086544,9632,5991,577,1934,428,5523,5129,4773,94441,761,2392,2797,209,4.0,27.0,16.054726368159205,1929429.62328008,0.0,0.0,0.0,0.0,0.0,36061009300,0,0,0,0,0
