BoroName,BoroCT2020,NTAName,CDTANAME,PUMA,NTA2020,CDTA2020,n_total,n_classified_positive,n_tp,n_fp,n_tn,n_fn,total_not_annotated,positives_not_annotated,negatives_not_annotated,p_y,p_y_CI_lower,p_y_CI_upper,at_least_one_positive_image_by_area,at_least_one_positive_image_by_area_CI_lower,at_least_one_positive_image_by_area_CI_upper,empirical_estimate,at_least_one_positive_image_by_area_if_you_have_100_images,at_least_one_positive_image_by_area_if_you_have_100_images_CI_lower,at_least_one_positive_image_by_area_if_you_have_100_images_CI_upper,n_images_by_area,total_population,nhl_white_alone,nhl_black_alone,hispanic_alone,nhl_asian_alone,num_households_with_internet,num_households_with_smartphone,median_household_income,num_high_school_graduates,num_bachelors_degree,num_graduate_degree,num_limited_english_speaking_households,ft_elevation_min,ft_elevation_max,ft_elevation_mean,area,n_floodnet_sensors,dep_moderate_1_area,dep_moderate_2_area,dep_moderate_1_frac,dep_moderate_2_frac,GEOID,sewer_backup_311c,street_flooding_311c,catch_basin_clogged/flooding_311c,manhole_overflow_311c,highway_flooding_311c
Brooklyn,3013200,Dyker Heights,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),4310,BK1002,BK10,133.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,133.0,0.0024840912748545,0.0009856396621409,0.0052661498381183,0.2741708942291063,0.1229179394025977,0.5045300774683312,0.0,0.2155613513350497,0.0939063142902355,0.410220468631113,133,2480,1109,62,259,1002,693,637,93750,504,424,143,128,72.0,105.0,85.35369487485102,1676564.430389681,0.0,0.0,0.0,0.0,0.0,36047013200,0,0,0,0,0
Brooklyn,3013300,Park Slope,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),4306,BK0602,BK06,337.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,337.0,0.003082360385256,0.0010960406032014,0.0068410164961107,0.6072267509577648,0.3089673812563043,0.9010701657582412,0.0,0.2577485584752137,0.1038649657513649,0.4966413553983946,337,4517,3305,162,594,318,1757,1713,213227,163,984,1714,9,6.0,79.0,49.11496990972919,1596011.8640261644,1.0,20942.093329538955,25857.62071720424,0.013121514821769294,0.016201396305397603,36047013300,3,2,3,0,0
Brooklyn,3013400,Bay Ridge,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),4310,BK1001,BK10,630.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,630.0,0.0024126231917108,0.0009267999406558,0.0052006579074642,0.7358370080173521,0.442423017947646,0.9625580626750864,0.0,0.2099187259326468,0.0885540354359746,0.406324757994757,630,4343,2412,82,893,873,1238,1235,108654,732,722,684,123,53.0,84.0,69.1060763528026,2887191.199351346,0.0,5499.5069250053775,0.0,0.0019047948491395133,0.0,36047013400,0,0,0,0,0
Brooklyn,3013500,Park Slope,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),4306,BK0602,BK06,300.0,0.0,0.0,0.0,0.0,1.0,299.0,0.0,299.0,0.0033454379309563,0.0012537386831424,0.0072705712805885,1.0,1.0,1.0,0.0,1.0,1.0,1.0,300,3985,2716,152,346,498,1444,1477,210667,44,1181,1195,9,19.0,72.0,42.63288894324853,1635301.570717796,0.0,0.0,0.0,0.0,0.0,36047013500,2,3,0,0,0
Brooklyn,3013600,Bay Ridge,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),4310,BK1001,BK10,234.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,234.0,0.0024426722840452,0.0009343113640642,0.0052597593756991,0.4180201852886865,0.1964622042966417,0.7088835446911805,0.0,0.2122606930190523,0.0892390411670655,0.4098414566291997,234,3973,2465,2,955,454,1428,1400,104191,384,1047,716,40,53.0,90.0,68.9035956903639,2312743.9226862947,0.0,28822.90524585334,8089.246504696788,0.012462644464491773,0.0034976836066229846,36047013600,0,0,0,0,0
Brooklyn,3013700,Park Slope,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),4306,BK0602,BK06,479.0,0.0,0.0,0.0,1.0,0.0,478.0,0.0,479.0,0.0031765382454383,0.0012190236588066,0.0067463440773569,0.7367736654023562,0.4424864792587806,0.9609318799502502,0.0,0.2651907024032197,0.1148310314217046,0.4918204010339378,479,3411,2175,301,678,206,1381,1415,158594,190,963,960,32,17.0,89.0,50.04876708984375,1638366.7316011486,0.0,0.0,0.0,0.0,0.0,36047013700,5,3,0,0,0
Brooklyn,3013800,Bay Ridge,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),4310,BK1001,BK10,163.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,163.0,0.0024796012765165,0.0009445678660726,0.0052954477678211,0.3219861014245453,0.1427599743340894,0.5791385046154749,0.0,0.2149862446986071,0.090173562004576,0.4119550180576459,163,3670,2317,61,830,330,1255,1193,93117,366,929,383,83,62.0,81.0,70.940329218107,1749765.706030954,0.0,22934.12007635864,19532.9671106564,0.013106966262575114,0.011163190045005291,36047013800,0,0,0,0,0
Brooklyn,3013900,Park Slope,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),4306,BK0602,BK06,582.0,0.0,0.0,0.0,0.0,0.0,582.0,0.0,582.0,0.0031795905043445,0.0012111918935408,0.0067431127715801,0.7956293132575147,0.5060598484852634,0.9805086218582996,0.0,0.2654961191914982,0.1141366722766117,0.4916550506599356,582,3412,2115,311,530,198,1317,1285,163125,295,880,1007,41,36.0,102.0,70.14439813679823,1631337.301416707,0.0,0.0,0.0,0.0,0.0,36047013900,4,0,0,0,0
Brooklyn,3014000,Dyker Heights,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),4310,BK1002,BK10,206.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,206.0,0.0025673837604469,0.00094312426129,0.0056172217761392,0.3940553649530862,0.1766511336660562,0.6866422862221443,0.0,0.2211954066815385,0.0900420854337801,0.4306761040658157,206,1831,1372,15,138,305,717,623,55250,401,528,185,121,74.0,93.0,82.32362070057643,1578343.5922284715,0.0,7453.364592034511,0.0,0.0047222699979483345,0.0,36047014000,0,0,0,0,0
Brooklyn,3014200,Bay Ridge,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),4310,BK1001,BK10,659.0,0.0,0.0,0.0,0.0,0.0,659.0,0.0,659.0,0.0023956040403558,0.0008984008423536,0.0052101255982055,0.746384825984057,0.4469529830293801,0.9680137248894252,0.0,0.208514445231179,0.085959561041764,0.4068895038080014,659,3496,1762,162,571,632,1239,1165,80476,432,681,444,147,55.0,92.0,74.3158844765343,2160046.3871144545,0.0,0.0,0.0,0.0,0.0,36047014200,0,0,0,0,0
Brooklyn,3014700,Sunset Park (West),BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),4307,BK0702,BK07,203.0,1.0,0.0,0.0,0.0,0.0,203.0,1.0,202.0,0.0040410877266647,0.0014527232159493,0.0090366082452887,0.5291605494439217,0.2555556863111039,0.8416219317711026,0.0049261083743842,0.3208118651270127,0.1353045752173176,0.5965765824129282,203,2404,1583,24,324,135,842,831,133194,54,528,647,5,97.0,160.0,126.60197829131651,1142138.7619399098,0.0,0.0,0.0,0.0,0.0,36047014700,2,1,0,0,0
Brooklyn,3014800,Dyker Heights,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),4310,BK1002,BK10,94.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,94.0,0.002693052960936,0.0009816602076844,0.0060239365246091,0.2183122541675346,0.0881879366642938,0.4333210950458879,0.0,0.2301487705016892,0.0935453115109488,0.4534969348110807,94,1202,747,0,227,228,359,293,71250,266,155,183,86,25.0,83.0,52.179965217391306,1437564.5181509154,0.0,0.0,0.0,0.0,0.0,36047014800,0,0,0,0,0
Brooklyn,3014901,Park Slope,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),4306,BK0602,BK06,240.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,240.0,0.0033595372656458,0.001282166340719,0.0072793937192557,0.5263727048701856,0.265023949429308,0.8268235512663116,0.0,0.2775857606881199,0.1204095714151999,0.5183809253363114,240,1644,1148,41,253,94,663,663,143859,98,505,447,0,103.0,156.0,132.9856311160659,807280.061417389,0.0,0.0,0.0,0.0,0.0,36047014901,4,0,0,0,0
Brooklyn,3014902,Windsor Terrace-South Slope,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),4307,BK0701,BK07,400.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,400.0,0.0035458110020662,0.0014002372218311,0.0074913479584667,0.7167439773232616,0.4290692687497135,0.9506007291171806,0.0,0.2907277918799693,0.1307476868439248,0.5285559763314973,400,4275,2842,10,850,433,1868,1825,142625,160,1198,1412,26,95.0,164.0,143.5919237121091,1877520.7212686585,0.0,0.0,0.0,0.0,0.0,36047014902,5,0,0,0,0
Brooklyn,3015000,Dyker Heights,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),4310,BK1002,BK10,90.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,90.0,0.0027227868673136,0.0010264529252248,0.0059308915905038,0.2126907339745336,0.0882853375322193,0.4145470307866778,0.0,0.2327693008531997,0.097600551010516,0.4483574057277495,90,1711,1036,3,247,376,555,533,78235,265,325,261,88,18.0,47.0,28.617688022284124,1436080.5312779068,0.0,0.0,0.0,0.0,0.0,36047015000,0,0,0,0,0
Brooklyn,3015100,Park Slope,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),4306,BK0602,BK06,354.0,0.0,0.0,0.0,1.0,0.0,353.0,0.0,354.0,0.0031420870843722,0.0011242194381515,0.0069741261331684,0.6304417301533277,0.3284706485871059,0.916046305566398,0.0,0.2619567621951534,0.1063894138647772,0.5033431337870573,354,4149,3231,42,369,285,1711,1728,192411,103,1297,1413,21,89.0,152.0,121.97915110779188,1607114.7448921357,0.0,0.0,0.0,0.0,0.0,36047015100,1,0,0,0,0
Brooklyn,3015200,Bay Ridge,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),4310,BK1001,BK10,136.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,136.0,0.0026458588212911,0.0009074694626301,0.0060912994335331,0.2913681742264604,0.1161535042868001,0.564364799894585,0.0,0.2259852061920436,0.0867888423336468,0.4571882520486452,136,2638,1311,146,502,669,871,882,87667,434,556,279,55,24.0,84.0,50.461583801400735,2884402.719613956,0.0,0.0,0.0,0.0,0.0,36047015200,2,0,0,0,0
Brooklyn,3015300,Park Slope,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),4306,BK0602,BK06,528.0,0.0,0.0,0.0,0.0,0.0,528.0,0.0,528.0,0.0030994415127099,0.0011880135032192,0.0066245744649243,0.7592872203138596,0.4661519484627828,0.9700855122403984,0.0,0.2598458666146191,0.1120785304228685,0.4855523277258523,528,2645,1854,86,371,202,971,943,138182,150,725,731,0,69.0,142.0,108.29739409657898,1619490.8351339549,0.0,0.0,0.0,0.0,0.0,36047015300,2,0,0,0,0
Brooklyn,3015400,Dyker Beach Park,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),4310,BK1091,BK10,312.0,1.0,1.0,0.0,0.0,0.0,311.0,0.0,311.0,0.0028010228114679,0.0010997430837546,0.0058903518951915,1.0,1.0,1.0,0.0032051282051282,1.0,1.0,1.0,312,0,0,0,0,0,0,0,-666666666,0,0,0,0,6.0,77.0,29.199012894441776,9989381.268432762,0.0,0.0,0.0,0.0,0.0,36047015400,0,0,0,0,0
Brooklyn,3015500,Park Slope,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),4306,BK0602,BK06,292.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,292.0,0.003086334929996,0.0011360237246573,0.0067607145318513,0.5618593393141449,0.2824462998250654,0.86204560696871,0.0,0.258440319410991,0.1074448271069838,0.4925551120646074,292,3693,2736,144,388,184,1455,1358,215583,96,718,1546,0,63.0,134.0,92.6996150502918,1610815.2769656917,0.0,0.0,0.0,0.0,0.0,36047015500,2,0,2,0,0
Brooklyn,3015700,Park Slope,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),4306,BK0602,BK06,364.0,0.0,0.0,0.0,0.0,0.0,364.0,0.0,364.0,0.0030370664177766,0.0011202818519413,0.0065862271892563,0.6305190720849135,0.3350285559744128,0.909763059921788,0.0,0.2551009286376164,0.1060370822280789,0.4835626055826911,364,4996,3343,435,440,516,2111,2049,186686,64,1223,2329,35,68.0,123.0,95.37093552324936,1802056.949012154,0.0,0.0,0.0,0.0,0.0,36047015700,6,1,0,0,0
Brooklyn,3015900,Park Slope,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),4306,BK0602,BK06,1017.0,1.0,0.0,0.0,0.0,0.0,1017.0,1.0,1016.0,0.0032188023718855,0.0013027892153057,0.0066562146316908,0.9271764540475662,0.7344097147995763,0.9988772788509566,0.0009832841691248,0.2688428128803035,0.1222240132662926,0.4871883228613199,1017,5232,3767,283,423,409,2420,2360,203936,142,1227,2295,72,66.0,150.0,104.66965476366867,2698938.12752594,0.0,0.0,0.0,0.0,0.0,36047015900,2,0,1,0,0
Brooklyn,3016000,Bay Ridge,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),4310,BK1001,BK10,622.0,0.0,0.0,0.0,0.0,0.0,622.0,0.0,622.0,0.0024589912135319,0.0009937596476105,0.0051246748356772,0.7415225148527255,0.4612080818348897,0.959063914578013,0.0,0.2138398625437467,0.0946424907012423,0.4017730616065582,622,4603,2265,212,1021,852,1575,1630,96411,728,1100,560,160,40.0,95.0,74.66067133369233,2785265.158460233,0.0,10957.088179194228,6014.283020500104,0.003933947956772486,0.0021593215289509296,36047016000,1,0,0,0,0
Brooklyn,3016100,Prospect Heights,BK08 Crown Heights (North) (CD 8 Approximation),4308,BK0801,BK08,785.0,0.0,0.0,0.0,0.0,0.0,785.0,0.0,785.0,0.0025569170157349,0.0009633052946961,0.005525878213638,0.8167216880745279,0.530721614035137,0.9870911712465306,0.0,0.2207061121955764,0.0918783713879597,0.4254224678830718,785,3729,2340,315,569,303,1520,1453,168594,303,1147,989,44,34.0,107.0,68.54383017715332,1964157.4922254183,0.0,2578.6412993258728,1537.132580053361,0.0013128485416941977,0.0007825913075390752,36047016100,2,1,0,0,0
Brooklyn,3016300,Prospect Heights,BK08 Crown Heights (North) (CD 8 Approximation),4308,BK0801,BK08,565.0,1.0,0.0,1.0,0.0,0.0,564.0,0.0,564.0,0.0025752715611765,0.0009936701087603,0.0054977698079703,0.7230919014750288,0.4297627239441993,0.9556130604569976,0.0017699115044247,0.2222122580019924,0.0946343761442335,0.4237961730995962,565,4004,2566,647,316,258,1691,1668,145481,245,1126,1331,55,36.0,120.0,84.16652356179605,1980071.4450797087,0.0,0.0,0.0,0.0,0.0,36047016300,1,0,0,0,0
Brooklyn,3016500,Park Slope,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),4306,BK0602,BK06,514.0,0.0,0.0,0.0,0.0,0.0,514.0,0.0,514.0,0.0035245356530655,0.0013388658941622,0.0075553095912138,0.7885469566500758,0.497740404022793,0.9797210868048434,0.0,0.2886984634221405,0.1253892052552769,0.5315844978806866,514,6356,4558,175,571,629,2358,2432,241579,36,1651,2535,0,111.0,160.0,133.71086015621114,2010391.5239752375,0.0,0.0,0.0,0.0,0.0,36047016500,1,0,0,1,0
Brooklyn,3016600,Dyker Heights,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),4310,BK1002,BK10,218.0,0.0,0.0,0.0,1.0,0.0,217.0,0.0,218.0,0.0026011645063493,0.0009828123378419,0.005623281175442,0.4150992904604924,0.1929409522610712,0.7075129809583488,0.0,0.2238891133667788,0.093649843543434,0.4310229242450853,218,1830,1437,0,112,218,632,536,130417,396,373,349,46,45.0,110.0,84.61811790909724,2873520.9668368343,0.0,5693.093781387969,0.0,0.0019812257669568753,0.0,36047016600,1,0,0,0,0
Brooklyn,3016700,Park Slope,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),4306,BK0602,BK06,390.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,390.0,0.0037201618033721,0.0014432966622258,0.0079311935958161,0.7229657446529927,0.4306684325947403,0.9551977532831124,0.0,0.3019633246698406,0.1344878980142267,0.5489969968046152,390,4756,3296,62,457,797,2225,2208,207095,46,1329,1851,119,135.0,165.0,150.2155622766016,1818331.605058201,0.0,0.0,0.0,0.0,0.0,36047016700,0,2,1,0,0
Brooklyn,3016800,Bath Beach,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),4311,BK1102,BK11,361.0,1.0,0.0,0.0,0.0,0.0,361.0,1.0,360.0,0.0030852743613704,0.0011611995000272,0.0066931627726387,0.6334757235019984,0.3425828900842831,0.911464718034051,0.002770083102493,0.258584280495057,0.1096916552244307,0.4890922553151342,361,2122,1312,0,142,615,769,746,111673,315,409,219,40,0.0,29.0,11.072034587003868,3076227.664501185,0.0,25064.425494983443,0.0,0.008147779757727286,0.0,36047016800,0,0,1,0,0
Brooklyn,3016900,Windsor Terrace-South Slope,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),4307,BK0701,BK07,275.0,0.0,0.0,0.0,1.0,0.0,274.0,0.0,275.0,0.0043083625105692,0.0016410649477986,0.0093321540727576,0.6548864992504685,0.3634317034893228,0.9241040640751164,0.0,0.3385047601461253,0.1514627522984186,0.6084324134275513,275,5635,4724,43,98,491,2055,1969,155873,199,1804,1388,90,145.0,182.0,162.98711020552798,2257355.2257581656,0.0,0.0,0.0,0.0,0.0,36047016900,2,1,0,0,0
Brooklyn,3017000,Bath Beach,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),4311,BK1102,BK11,189.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0028242128968141,0.0009860816633184,0.0064398400350125,0.3949378787056496,0.1701093903601951,0.7050843023506363,0.0,0.2391790487318722,0.0939464023637371,0.4758967258593676,189,3417,1461,0,559,1365,985,956,98095,571,568,182,258,15.0,32.0,22.52735920344935,2249707.5718238964,0.0,0.0,0.0,0.0,0.0,36047017000,0,0,0,0,0
Brooklyn,3017200,Bath Beach,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),4311,BK1102,BK11,160.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,160.0,0.0028794570858253,0.0010054638148083,0.0065476855610432,0.3540961305845946,0.1486697401133577,0.6504380597515254,0.0,0.2431043835556114,0.09570257546755,0.4815551221911221,160,3098,1232,49,606,1186,986,965,127188,694,506,283,160,13.0,33.0,22.704841839267186,2216346.813447692,0.0,0.0,0.0,0.0,0.0,36047017200,2,2,2,0,0
Brooklyn,3017400,Bath Beach,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),4311,BK1102,BK11,463.0,0.0,0.0,0.0,0.0,0.0,463.0,0.0,463.0,0.0030769433330436,0.0010965989887358,0.0068722952295267,0.7106244011667534,0.3983045874979184,0.9589455656619044,0.0,0.2573393262220456,0.1039150581541204,0.4982241736097831,463,2293,1091,0,207,995,623,630,101701,353,286,296,157,0.0,30.0,13.381703127824986,2764972.818150115,0.0,9329.961336728295,0.0,0.00337434106964221,0.0,36047017400,0,0,0,0,0
Brooklyn,3017500,Green-Wood Cemetery,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),4307,BK0771,BK07,950.0,1.0,0.0,0.0,1.0,0.0,949.0,1.0,949.0,0.0035643637573002,0.0015274964909144,0.0071221439478333,0.9361107832689142,0.7659524715137516,0.9988753080586348,0.0010526315789473,0.2931997623565937,0.1417556502495459,0.5106918128902008,950,0,0,0,0,0,0,0,-666666666,0,0,0,0,18.0,218.0,115.80789718120296,21101606.59807282,0.0,552.7324714215653,515.1287442405347,2.619385727113525e-05,2.4411825793756422e-05,36047017500,0,0,0,0,0
Brooklyn,3017600,Bath Beach,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),4311,BK1102,BK11,306.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0,306.0,0.0031756229103263,0.0011190710055975,0.0071735329351571,0.5842330057120481,0.2900973817206153,0.8895301062253795,0.0,0.2639511958812966,0.1059287091493694,0.5132178778161617,306,2428,1414,5,231,724,774,748,102344,600,372,204,168,0.0,30.0,11.795953360768175,2333185.210159233,0.0,0.0,0.0,0.0,0.0,36047017600,0,0,0,0,0
Brooklyn,3017800,Bath Beach,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),4311,BK1102,BK11,196.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,196.0,0.0030972224292969,0.0011649337182959,0.0067271648016605,0.4358503000702717,0.2042419567225999,0.733659378372122,0.0,0.2595257091417162,0.1100244407060383,0.4908381908691565,196,2812,1045,30,593,1120,761,811,73417,368,512,280,246,22.0,34.0,30.212383865850896,1765215.8470671873,0.0,0.0,0.0,0.0,0.0,36047017800,0,0,0,0,0
Brooklyn,3017900,Fort Greene,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),4302,BK0203,BK02,556.0,0.0,0.0,0.0,0.0,0.0,556.0,0.0,556.0,0.0024106296968776,0.0009314879288149,0.0051080612711929,0.6968767144902253,0.4043777672295381,0.9420027984057197,0.0,0.2099474309438476,0.0889816172985304,0.4007732478604845,556,4119,1217,1260,765,343,1146,1166,110625,453,758,734,99,50.0,89.0,70.897882573758,1705007.5458201799,0.0,0.0,0.0,0.0,0.0,36047017900,0,0,0,0,0
Brooklyn,3018000,Bath Beach,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),4311,BK1102,BK11,205.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,205.0,0.0029665022304218,0.0010294211211883,0.0067204391859639,0.4333354384372751,0.1903393133255873,0.7490095077545353,0.0,0.2492484965741475,0.0978686366529265,0.4904933133567477,205,3145,1429,0,780,890,1034,979,62637,506,569,321,212,18.0,35.0,27.91451774508253,1896109.4417257004,0.0,0.0,0.0,0.0,0.0,36047018000,0,0,0,0,0
Brooklyn,3018100,Fort Greene,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),4302,BK0203,BK02,452.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,452.0,0.0023400036349979,0.0008779997313314,0.0050858597877686,0.616120318386694,0.3276862787356729,0.9002086955508698,0.0,0.2042952685055886,0.0840912524832781,0.3994345669223804,452,4037,2618,583,203,259,2013,2007,164904,156,1414,1233,62,52.0,93.0,73.40026318675294,1823380.8215849013,0.0,0.0,0.0,0.0,0.0,36047018100,2,0,0,0,0
Brooklyn,3018200,Bensonhurst,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),4311,BK1101,BK11,120.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,0.0029006429555317,0.0011249780518598,0.0062054095723793,0.2859412394557584,0.1263481798002745,0.5261996164981705,0.0,0.2458913332137767,0.1064572781358678,0.4633849609807241,120,3332,894,0,574,1849,888,941,66083,430,450,62,371,14.0,37.0,25.70979511647488,1781149.4034882963,0.0,48345.868235367394,4399.844735256838,0.027143072973375683,0.0024702277791183334,36047018200,0,0,0,0,0
Brooklyn,3018300,Fort Greene,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),4302,BK0203,BK02,444.0,0.0,0.0,0.0,0.0,0.0,444.0,0.0,444.0,0.0024088225044914,0.0008850038319268,0.0053218763507182,0.6183674090169534,0.3250493361135292,0.9064466139041094,0.0,0.2092850674171151,0.0847331051640886,0.4135153575455421,444,2741,1593,256,198,173,1257,1253,182401,24,1114,842,0,55.0,82.0,65.75878172588833,1477790.230380067,0.0,0.0,0.0,0.0,0.0,36047018300,0,0,0,0,0
Brooklyn,3018400,Bensonhurst,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),4311,BK1101,BK11,57.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,57.0,0.0028347537869939,0.0009816160153328,0.0064363415804001,0.1466625607608267,0.0544415679206245,0.3079224170596913,0.0,0.2398337158986699,0.0935413017352178,0.4757121497801844,57,2112,885,0,125,1002,762,724,69844,349,418,231,156,17.0,30.0,21.909830971911507,1609240.3132272554,0.0,0.0,0.0,0.0,0.0,36047018400,0,0,1,0,0
Brooklyn,3018501,Fort Greene,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),4302,BK0203,BK02,426.0,0.0,0.0,0.0,1.0,0.0,425.0,0.0,426.0,0.0025925010078788,0.00090828206279,0.0058521679366295,0.6262360212335759,0.3209795168092311,0.9179434736077898,0.0,0.2225386358290889,0.0868631143325996,0.4439715947240094,426,4791,453,2111,1637,473,1483,1532,46723,590,532,297,121,26.0,61.0,44.95821071218363,1189362.576582437,0.0,0.0,0.0,0.0,0.0,36047018501,0,0,0,0,0
Brooklyn,3018600,Bensonhurst,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),4311,BK1101,BK11,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,32.0,0.0028072242508919,0.0009692957380646,0.0063297298067133,0.0851374097282565,0.0305559400743504,0.1838810148370813,0.0,0.2380020931881998,0.0924227394634763,0.4700564292676515,32,2115,820,0,500,788,627,584,77500,587,418,192,102,16.0,32.0,24.16303722573753,1216850.963067145,0.0,27664.908491792234,3730.5025761717884,0.0227348371587439,0.003065702119155854,36047018600,0,0,0,0,0
Brooklyn,3018700,Fort Greene,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),4302,BK0203,BK02,485.0,1.0,1.0,0.0,0.0,0.0,484.0,0.0,484.0,0.0026439692522401,0.000937590778355,0.0059572936205082,1.0,1.0,1.0,0.002061855670103,1.0,1.0,1.0,485,1460,689,368,256,90,499,480,116842,127,372,339,8,27.0,63.0,47.343756809762475,917703.556619829,0.0,0.0,0.0,0.0,0.0,36047018700,0,0,0,0,0
Brooklyn,3018800,Bensonhurst,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),4311,BK1101,BK11,107.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0028045746358666,0.0010210254097979,0.0062161566070695,0.2522593439834399,0.103543518879144,0.4868590091667233,0.0,0.2383367945154231,0.0971101372140154,0.4639649532312055,107,2867,1352,2,332,1015,918,980,68304,727,323,233,199,20.0,43.0,31.67023645424663,1885933.3007323106,0.0,2864.5225449919676,0.0,0.001518888575688053,0.0,36047018800,0,0,0,0,0
Brooklyn,3019000,Bensonhurst,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),4311,BK1101,BK11,135.0,0.0,0.0,0.0,1.0,0.0,134.0,0.0,135.0,0.0027079267610322,0.0010376663622415,0.0058852739833845,0.297175686375838,0.1307788428444009,0.5492575472713691,0.0,0.2317762176939207,0.0986129280964554,0.4458201717969982,135,4614,1186,26,1197,2150,1480,1494,63289,1042,593,301,373,31.0,49.0,41.42200593575419,2291794.7262792476,0.0,14258.579965662106,1634.2794292310823,0.00622157813793867,0.0007131002661326269,36047019000,0,0,0,0,0
Brooklyn,3019100,Clinton Hill,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),4302,BK0204,BK02,1182.0,0.0,0.0,0.0,1.0,0.0,1181.0,0.0,1182.0,0.002350023071781,0.0009363126694988,0.0048983800955177,0.897179899959695,0.6695302055326904,0.9969848698207676,0.0,0.2056014251380566,0.0894214646990532,0.3880114146702932,1182,2852,1300,286,615,366,1154,1154,148051,93,901,577,56,14.0,63.0,38.41787918871252,2721583.4281414943,0.0,0.0,0.0,0.0,0.0,36047019100,0,0,0,0,0
Brooklyn,3019200,Borough Park,BK12 Borough Park-Kensington (CD 12 Approximation),4312,BK1202,BK12,181.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,181.0,0.0025978725337538,0.0009884494133296,0.005568348274983,0.3619509699232863,0.1638922808497067,0.6360313661407062,0.0,0.2237872286145465,0.0941611197841614,0.4278710818535097,181,2792,936,7,621,1035,585,578,63807,490,316,103,285,23.0,77.0,52.50190914431173,2042875.1796010255,0.0,0.0,0.0,0.0,0.0,36047019200,0,0,1,0,0
