BoroName,BoroCT2020,NTAName,CDTANAME,PUMA,NTA2020,CDTA2020,n_total,n_classified_positive,n_tp,n_fp,n_tn,n_fn,total_not_annotated,positives_not_annotated,negatives_not_annotated,p_y,p_y_CI_lower,p_y_CI_upper,at_least_one_positive_image_by_area,at_least_one_positive_image_by_area_CI_lower,at_least_one_positive_image_by_area_CI_upper,empirical_estimate,at_least_one_positive_image_by_area_if_you_have_100_images,at_least_one_positive_image_by_area_if_you_have_100_images_CI_lower,at_least_one_positive_image_by_area_if_you_have_100_images_CI_upper,n_images_by_area,total_population,nhl_white_alone,nhl_black_alone,hispanic_alone,nhl_asian_alone,num_households_with_internet,num_households_with_smartphone,median_household_income,num_high_school_graduates,num_bachelors_degree,num_graduate_degree,num_limited_english_speaking_households,ft_elevation_min,ft_elevation_max,ft_elevation_mean,area,n_floodnet_sensors,dep_moderate_1_area,dep_moderate_2_area,dep_moderate_1_frac,dep_moderate_2_frac,GEOID,sewer_backup_311c,street_flooding_311c,catch_basin_clogged/flooding_311c,manhole_overflow_311c,highway_flooding_311c
Manhattan,1016900,Upper West Side (Central),MN07 Upper West Side (CD 7 Approximation),4107,MN0702,MN07,541.0,0.0,0.0,0.0,0.0,0.0,541.0,0.0,541.0,0.0022548928465832,0.0008298534622745,0.0049786481303608,0.661648602563194,0.3618214066100368,0.932806303476196,0.0,0.1975947918881978,0.0796670738285419,0.3929282488088608,541,8010,6291,159,783,696,4082,4020,163500,18,2554,3020,0,71.0,111.0,88.59617965926691,1937088.4575671498,0.0,34205.4541053251,47375.83662790881,0.017658178681362238,0.024457239648936636,36061016900,0,0,0,0,0
Manhattan,1017000,East Harlem (South),MN11 East Harlem (CD 11 Equivalent),4111,MN1101,MN11,341.0,0.0,0.0,0.0,0.0,0.0,341.0,0.0,341.0,0.0026305039733225,0.000945204010091,0.0059285536523361,0.55781933815835,0.2756401574552617,0.868355908200078,0.0,0.2253720837786812,0.0902314929645175,0.44822765102889,341,8558,886,1196,4335,2013,2479,2633,42261,1617,1617,556,911,2.0,15.0,9.289646067130452,1969158.6057715653,0.0,23112.716122807033,11963.047447774345,0.011737356277480196,0.006075207661135516,36061017000,0,1,0,0,0
Manhattan,1017100,Upper West Side (Central),MN07 Upper West Side (CD 7 Approximation),4107,MN0702,MN07,459.0,0.0,0.0,0.0,0.0,0.0,459.0,0.0,459.0,0.0022536526667292,0.0007752761328142,0.0051380877811386,0.603267367814088,0.2995202054727487,0.9060001331430206,0.0,0.196998549421179,0.0746263540617065,0.4025790555159675,459,9200,7370,220,1021,341,3931,3826,173490,548,2437,3498,148,0.0,91.0,29.754627026783908,4448510.693328468,0.0,6539.302535452277,0.0,0.001469998160341486,0.0,36061017100,0,0,0,0,0
Manhattan,1017200,East Harlem (South),MN11 East Harlem (CD 11 Equivalent),4111,MN1101,MN11,375.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,375.0,0.0025994819648721,0.0010285198891761,0.0054702551289289,0.5918991256955991,0.320157035455013,0.8721601424229891,0.0,0.2242473016284752,0.0977872462846319,0.422199818181675,375,5325,568,1644,2548,248,1719,1917,31068,1213,397,563,169,3.0,19.0,12.336400711073932,1912755.6395198572,0.0,181166.74158270992,98229.8797561925,0.09471504767236585,0.05135516410284918,36061017200,0,0,0,0,0
Manhattan,1017300,Upper West Side (Central),MN07 Upper West Side (CD 7 Approximation),4107,MN0702,MN07,617.0,0.0,0.0,0.0,0.0,0.0,617.0,0.0,617.0,0.0022960208343433,0.0008491317783193,0.0050638420166468,0.7103853212357212,0.4079338256595128,0.9563838609994744,0.0,0.2007359753428685,0.0814410994505605,0.3981040391692609,617,8652,5550,324,1085,1244,3704,3671,122287,676,2857,2277,82,83.0,119.0,102.31909469302808,1921881.997363116,0.0,0.0,0.0,0.0,0.0,36061017300,0,0,0,0,0
Manhattan,1017401,East Harlem (South),MN11 East Harlem (CD 11 Equivalent),4111,MN1101,MN11,259.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,259.0,0.002543160342785,0.0009261572006823,0.0057057417399354,0.4589511216078189,0.2133610194383626,0.7728214830025012,0.0,0.2191070369339969,0.0884953969692179,0.4357219580759063,259,5508,767,1868,2275,486,1661,1882,37990,781,582,873,273,5.0,22.0,12.939773459802929,1086204.2492104308,0.0,120387.27535874664,39202.35521350989,0.11083299982140281,0.03609114514328805,36061017401,0,0,0,0,0
Manhattan,1017402,East Harlem (South),MN11 East Harlem (CD 11 Equivalent),4111,MN1101,MN11,148.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,148.0,0.0025838293880617,0.000977825074358,0.0056530712690878,0.3078162028130142,0.1347950914971525,0.5678697932567308,0.0,0.222529027611642,0.0931972663278934,0.432724972189664,148,2529,571,703,628,348,901,888,65391,311,515,389,40,3.0,26.0,15.518728302576283,547579.3109640348,0.0,32279.42794708319,11554.412327758599,0.05894931985332681,0.02110089277737065,36061017402,0,0,0,0,0
Manhattan,1017500,Upper West Side (Central),MN07 Upper West Side (CD 7 Approximation),4107,MN0702,MN07,567.0,2.0,0.0,0.0,1.0,0.0,566.0,2.0,565.0,0.002589783820626,0.0008822038393324,0.0059629046555386,0.7160574560105061,0.393730304692738,0.966327956724052,0.0035273368606701,0.2219753953395039,0.0844765685287828,0.4501310905120087,567,10125,6706,488,1998,464,4275,3973,171250,686,2618,4120,0,0.0,102.0,35.52525957791842,4438408.148298557,0.0,0.0,0.0,0.0,0.0,36061017500,0,0,0,0,0
Manhattan,1017700,Upper West Side (Central),MN07 Upper West Side (CD 7 Approximation),4107,MN0702,MN07,428.0,1.0,0.0,0.0,0.0,0.0,428.0,1.0,427.0,0.0024519568339892,0.0008984883351419,0.0054204832787883,0.6116476739828458,0.3193628053959991,0.9023413747589808,0.0023364485981308,0.2124842157174124,0.0859675654191624,0.4193010057614076,428,10451,5853,505,2569,553,4407,4545,103065,908,1999,3627,340,97.0,125.0,113.16084734937192,1878930.5234973656,0.0,0.0,0.0,0.0,0.0,36061017700,0,0,0,0,0
Manhattan,1018000,East Harlem (North),MN11 East Harlem (CD 11 Equivalent),4111,MN1102,MN11,431.0,1.0,1.0,0.0,0.0,0.0,430.0,0.0,430.0,0.0030403907103962,0.0011492661651153,0.0065763062408013,1.0,1.0,1.0,0.0023201856148491,1.0,1.0,1.0,431,6970,984,1810,3667,438,2321,2429,26321,1335,811,563,688,4.0,21.0,13.035845427522291,2287542.059410642,0.0,0.0,0.0,0.0,0.0,36061018000,0,0,0,0,0
Manhattan,1018100,Upper West Side (Central),MN07 Upper West Side (CD 7 Approximation),4107,MN0702,MN07,520.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,520.0,0.0022892922188329,0.0008059042862916,0.0051664757090308,0.651400393028679,0.3424530987964365,0.9323583530860028,0.0,0.1999384454145629,0.0774585023446825,0.4042813631372273,520,8837,5604,878,898,302,4256,3537,108315,818,2483,2777,106,83.0,124.0,99.70702731726962,1489903.419555884,0.0,0.0,0.0,0.0,0.0,36061018100,0,0,0,0,0
Manhattan,1018400,East Harlem (North),MN11 East Harlem (CD 11 Equivalent),4111,MN1102,MN11,410.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,410.0,0.0025860587603289,0.0010356154123484,0.0054743959890868,0.6201655431888623,0.3461140513742365,0.8946712129791358,0.0,0.2232359024180873,0.0984278472779279,0.422440343554032,410,7661,535,2750,3405,289,2670,2678,34279,1618,997,348,275,11.0,38.0,24.730118709948524,1903569.1788743497,0.0,5380.756981097284,472.973606972932,0.002826667420765408,0.00024846672882811573,36061018400,0,0,0,0,0
Manhattan,1018600,Harlem (South),MN10 Harlem (CD 10 Equivalent),4110,MN1001,MN10,226.0,1.0,0.0,1.0,0.0,0.0,225.0,0.0,225.0,0.0024694401374942,0.0009519139210368,0.0052716364481273,0.4111561063639001,0.1936480788315515,0.6971571337741628,0.0044247787610619,0.2143349391535794,0.090842313981199,0.4105456817959061,226,6366,335,3495,2328,115,1715,1627,45221,1693,465,224,185,9.0,27.0,19.97202530680692,1311722.8745293254,0.0,8499.294699835702,0.0,0.006479489581887053,0.0,36061018600,0,0,0,0,0
Manhattan,1018700,Upper West Side-Manhattan Valley,MN07 Upper West Side (CD 7 Approximation),4107,MN0703,MN07,597.0,0.0,0.0,0.0,1.0,0.0,596.0,0.0,597.0,0.0021856821822229,0.0007248433683691,0.0051083927860266,0.6766663166907267,0.3513671228521486,0.952996193070052,0.0,0.1915322369521359,0.0699441300321004,0.4007932148014076,597,10053,5574,1144,2285,890,3354,3431,135716,791,2129,2729,186,0.0,110.0,36.84708300034251,4378788.756460413,0.0,0.0,0.0,0.0,0.0,36061018700,0,0,0,0,0
Manhattan,1019300,Upper West Side-Manhattan Valley,MN07 Upper West Side (CD 7 Approximation),4107,MN0703,MN07,633.0,0.0,0.0,0.0,0.0,0.0,633.0,0.0,633.0,0.0022577667998894,0.0008844341073193,0.0047317438072582,0.7188872687163362,0.4288449183550198,0.9503274347279664,0.0,0.198432582216145,0.0846809124979677,0.3776778501789225,633,10654,3276,1685,4296,1146,3625,3593,72865,977,2233,2071,501,49.0,117.0,80.56640955198648,1892879.7667772798,0.0,0.0,0.0,0.0,0.0,36061019300,0,0,0,0,0
Manhattan,1019600,East Harlem (North),MN11 East Harlem (CD 11 Equivalent),4111,MN1102,MN11,646.0,0.0,0.0,0.0,1.0,0.0,645.0,0.0,646.0,0.0029055075220733,0.0011047157904147,0.0062482515371236,0.7983697371951799,0.5103384688458468,0.9825607766217952,0.0,0.2460444762112606,0.1046428982043461,0.4656933508311938,646,4211,479,1426,2057,159,967,1012,21967,1146,404,204,479,3.0,29.0,18.748134524435105,1902454.0109288972,0.0,11497.363747598702,9729.61292338231,0.0060434384650302105,0.005114243428481987,36061019600,0,0,0,0,0
Manhattan,1019702,Harlem (South),MN10 Harlem (CD 10 Equivalent),4110,MN1001,MN10,186.0,0.0,0.0,0.0,1.0,0.0,185.0,0.0,186.0,0.0023984973879406,0.0008923423877306,0.0052623467898994,0.3469815577174376,0.1529959322190623,0.6252068319280394,0.0,0.2086286833974135,0.0854051294844705,0.4099949427132791,186,2901,784,932,726,211,1040,1010,97981,274,835,663,43,27.0,56.0,41.187365116735336,509562.54734021914,0.0,0.0,0.0,0.0,0.0,36061019702,0,0,0,0,0
Manhattan,1019900,Morningside Heights,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),4109,MN0901,MN09,447.0,0.0,0.0,0.0,0.0,0.0,447.0,0.0,447.0,0.0024223754915328,0.0008668635612739,0.0053635914350944,0.6215924430903106,0.3213542825124004,0.909642217406427,0.0,0.2102074120913217,0.0830698211600074,0.4159698748004287,447,9017,5471,535,1099,1679,2832,3071,95313,424,1189,3343,409,0.0,126.0,46.17990445234615,4583133.738728225,0.0,0.0,0.0,0.0,0.0,36061019900,0,0,0,0,0
Manhattan,1020500,Morningside Heights,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),4109,MN0901,MN09,478.0,2.0,1.0,0.0,0.0,0.0,477.0,1.0,476.0,0.0030986288998467,0.0009278661433134,0.0076390871706245,1.0,1.0,1.0,0.00418410041841,1.0,1.0,1.0,478,5650,3420,352,819,944,1152,1236,209667,86,534,1783,31,0.0,140.0,32.81897743612432,7233369.442138981,0.0,0.0,0.0,0.0,0.0,36061020500,0,0,0,0,0
Manhattan,1020600,East Harlem (North),MN11 East Harlem (CD 11 Equivalent),4111,MN1102,MN11,309.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,309.0,0.0028718409788975,0.001119371292372,0.0061643201101315,0.5591791315445884,0.2925437304529669,0.8520187899407826,0.0,0.2438718030509813,0.1059555866075636,0.4611617237566344,309,3839,727,2139,728,33,1293,1273,48161,737,742,429,42,3.0,27.0,18.746661674778483,1602694.5176660675,0.0,0.0,0.0,0.0,0.0,36061020600,0,0,0,0,0
Manhattan,1020701,Morningside Heights,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),4109,MN0901,MN09,49.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,49.0,0.0026275840970767,0.0007580370177952,0.0066539793657289,0.1185054263097525,0.0364760163070543,0.2790132889622635,0.0,0.2226728822117123,0.0730284898596287,0.4870729145613844,49,2858,1310,148,460,703,895,1075,69800,113,643,931,53,72.0,141.0,107.74187832250443,508028.21653833735,0.0,0.0,0.0,0.0,0.0,36061020701,0,0,0,0,0
Manhattan,1020800,Harlem (North),MN10 Harlem (CD 10 Equivalent),4110,MN1002,MN10,312.0,1.0,0.0,0.0,0.0,0.0,312.0,1.0,311.0,0.0027844424564942,0.0010840408386955,0.0059082702173629,0.5524187466390685,0.2870929249872738,0.8425815025868111,0.0032051282051282,0.23765741010418,0.102787804493134,0.4471006539370539,312,5713,1432,2998,668,205,1927,1918,92132,875,1318,1153,119,13.0,28.0,22.431197249140357,1599292.2860253297,0.0,0.0,0.0,0.0,0.0,36061020800,0,0,0,0,0
Manhattan,1021303,Manhattanville-West Harlem,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),4109,MN0902,MN09,226.0,0.0,0.0,0.0,1.0,0.0,225.0,0.0,226.0,0.0024778999153718,0.00090140940829,0.0055138753181613,0.4102214357897398,0.1843830011587595,0.7133759986017335,0.0,0.2143838492519443,0.0862347624379935,0.4247285622892899,226,6539,1325,2518,2088,376,2071,2116,59413,643,977,646,265,21.0,134.0,57.70329335849516,1643104.0738001005,0.0,3381.900883835201,110.5610332206297,0.0020582389988320618,6.728790645922317e-05,36061021303,0,0,0,0,0
Manhattan,1021500,Harlem (North),MN10 Harlem (CD 10 Equivalent),4110,MN1002,MN10,152.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0025063715587699,0.0010012601530896,0.0053202531679127,0.3078157367516805,0.1412417133514446,0.55551426978954,0.0,0.2172655097013459,0.0953219775533108,0.4134196438214506,152,4193,558,2461,857,144,1518,1469,67206,909,645,603,125,13.0,45.0,31.811350919264587,750635.251521898,0.0,11351.37021621458,794.5417764027765,0.015122351625772842,0.0010584924899168524,36061021500,1,0,0,0,0
Manhattan,1021600,Harlem (South),MN10 Harlem (CD 10 Equivalent),4110,MN1001,MN10,320.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,320.0,0.0023970122984744,0.0008700606765322,0.0053232396809994,0.5077974906225337,0.2431124676230787,0.81876971140791,0.0,0.2083585945349889,0.0833631821007258,0.4135957374936279,320,9294,2084,4574,1590,457,2977,2921,59784,1328,1693,1617,43,14.0,54.0,30.43265568846216,1864443.9712835904,0.0,0.0,0.0,0.0,0.0,36061021600,0,0,0,0,0
Manhattan,1021703,Manhattanville-West Harlem,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),4109,MN0902,MN09,217.0,0.0,0.0,0.0,1.0,0.0,216.0,0.0,217.0,0.0025554063131724,0.0009289477085415,0.005694534563541,0.4072384276584914,0.1826397510937408,0.7103974527472505,0.0,0.2201105776372788,0.0887499536395848,0.4350855777280666,217,85,43,9,8,25,0,0,-666666666,0,8,0,0,34.0,155.0,103.97816967978258,3384699.8205672717,0.0,0.0,0.0,0.0,0.0,36061021703,0,0,0,0,0
Manhattan,1021800,Harlem (South),MN10 Harlem (CD 10 Equivalent),4110,MN1001,MN10,384.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,384.0,0.0023957284654895,0.0009095199968997,0.0051321936492856,0.5704943263688964,0.2948992669756363,0.8613547681881781,0.0,0.2087002262371258,0.0869762504867334,0.4022250052862426,384,5756,1359,2627,985,562,2427,2485,42500,828,1559,649,90,13.0,43.0,27.29031599366992,1958685.7405964145,0.0,41039.32296139565,29584.724747431195,0.0209524795687231,0.015104375415743174,36061021800,0,0,0,0,0
Manhattan,1022000,Harlem (South),MN10 Harlem (CD 10 Equivalent),4110,MN1001,MN10,294.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,294.0,0.0024865292879965,0.0008815501512337,0.0056065132311408,0.4912017190212243,0.2284008115379314,0.8085163558240138,0.0,0.2147827932806897,0.0844166670533345,0.4300626701174462,294,6369,2123,2532,1054,350,2709,2789,89756,1002,1574,1380,224,14.0,35.0,24.544165294523825,1882648.3563157488,0.0,38853.12022575855,9174.041236738854,0.020637481288216887,0.004872944650530494,36061022000,1,0,0,0,0
Manhattan,1022102,Harlem (North),MN10 Harlem (CD 10 Equivalent),4110,MN1002,MN10,156.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,156.0,0.0025750957504296,0.0009696678827969,0.00556899899015,0.3202118275914959,0.1404459554803227,0.5815475140322094,0.0,0.2219718179102002,0.092456546625528,0.4279085175965089,156,2645,616,1155,461,179,1224,1229,92375,331,668,837,10,11.0,50.0,29.363807020837243,1065534.068924713,0.0,11126.543381431058,14298.607329112683,0.010442222079918519,0.013419193009513218,36061022102,0,0,0,0,0
Manhattan,1022200,Harlem (South),MN10 Harlem (CD 10 Equivalent),4110,MN1001,MN10,394.0,0.0,0.0,0.0,0.0,0.0,394.0,0.0,394.0,0.0025255118899715,0.0009365734149326,0.0055106537282103,0.5951396476545612,0.3087009953649144,0.8866417357496694,0.0,0.2181544477690117,0.0894452295645813,0.4245421759385162,394,3350,1051,1466,245,140,1367,1396,56705,472,827,686,61,15.0,32.0,25.37124430567641,1953120.4462489078,0.0,67648.94989215973,9291.179039090704,0.03463634310013181,0.004757094759278674,36061022200,0,0,0,0,0
Manhattan,1022301,Manhattanville-West Harlem,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),4109,MN0902,MN09,367.0,0.0,0.0,0.0,0.0,0.0,367.0,0.0,367.0,0.0025049409869342,0.0008537023667463,0.0057633795020222,0.5636702898188342,0.2690736530567804,0.8801217978913111,0.0,0.2157637316320272,0.0818611965783182,0.4389836258183067,367,7680,1261,1170,4826,347,2297,2300,53900,1382,1415,723,578,0.0,154.0,47.047522024851496,3484231.016835435,0.0,0.0,0.0,0.0,0.0,36061022301,0,0,0,0,0
Manhattan,1022400,Harlem (North),MN10 Harlem (CD 10 Equivalent),4110,MN1002,MN10,347.0,1.0,0.0,0.0,0.0,0.0,347.0,1.0,346.0,0.0026915873674691,0.0009898260906352,0.0059556013917206,0.5732882254251754,0.2908156366357682,0.8741635373008421,0.0028818443804034,0.2302468161388925,0.0942859394376861,0.4497269511617083,347,7517,584,4650,1886,178,2014,2097,30667,1365,659,243,235,15.0,35.0,27.44807545731707,2099458.7466099346,0.0,46245.57256181331,2825.2352644423736,0.022027378550060848,0.001345696965469969,36061022400,0,0,0,0,0
Manhattan,1022600,Harlem (North),MN10 Harlem (CD 10 Equivalent),4110,MN1002,MN10,167.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,167.0,0.0026246119841784,0.0009676498818321,0.0057715924780432,0.3420385138867785,0.1492830085056415,0.6196442134243723,0.0,0.2253096875086593,0.0922732081784224,0.4394468685473095,167,5400,1085,2022,1844,241,1828,1791,58596,718,889,743,185,15.0,36.0,26.2961159137952,1642681.2522520276,0.0,8750.210946713365,2974.4770206696176,0.005326785665032274,0.0018107450953079118,36061022600,0,0,2,0,0
Manhattan,1022800,Harlem (North),MN10 Harlem (CD 10 Equivalent),4110,MN1002,MN10,270.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,270.0,0.0025983375913289,0.0008615068001548,0.0060744539938495,0.4750881799506963,0.2076143626369784,0.8070075493208351,0.0,0.2222655840087125,0.0825780869255175,0.456267485549945,270,6542,699,4173,1216,112,2556,2565,85050,893,884,1246,112,9.0,34.0,25.077211934156377,1944084.0275117264,0.0,0.0,0.0,0.0,0.0,36061022800,0,0,0,0,0
Manhattan,1023100,Hamilton Heights-Sugar Hill,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),4109,MN0903,MN09,275.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,275.0,0.0028184961260028,0.0010314737328055,0.0062665175006901,0.5110435307173802,0.2470840432785652,0.8224875428634943,0.0,0.2392283137121449,0.0980539811652346,0.4666745564239148,275,6787,1087,2178,2827,192,2581,2411,64594,1323,1366,659,235,20.0,130.0,88.51722029753414,1962707.9680149767,0.0,0.0,0.0,0.0,0.0,36061023100,1,0,0,0,0
Manhattan,1023400,Harlem (North),MN10 Harlem (CD 10 Equivalent),4110,MN1002,MN10,70.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0029951818781844,0.0009790529043422,0.0071432721944959,0.184480091899017,0.0662693580565929,0.3945743569473894,0.0,0.2501522507616759,0.093308708468474,0.5117319550645193,70,4822,682,2832,922,91,2033,2088,71250,806,823,759,302,9.0,29.0,18.31162152896812,1167007.1314038993,0.0,613.2572256448844,0.0,0.0005254956967633449,0.0,36061023400,0,0,0,0,0
Manhattan,1023502,Harlem (North),MN10 Harlem (CD 10 Equivalent),4110,MN1002,MN10,78.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0034152057308719,0.0011907311293628,0.0077310945770491,0.2276629369618414,0.0887448716020792,0.4541267561813111,0.0,0.2798778167847157,0.1123200887582609,0.5398089002201262,78,1697,123,1083,397,69,691,698,42267,151,252,78,119,8.0,21.0,14.775742684833594,447808.0804212437,0.0,8190.953710738536,0.0,0.018291214627108733,0.0,36061023502,0,0,0,0,0
Manhattan,1024301,Washington Heights (South),MN12 Washington Heights-Inwood (CD 12 Equivalent),4112,MN1201,MN12,110.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,110.0,0.0037143439673102,0.0013091231596064,0.0083461310419526,0.3233028638144379,0.1341970087150667,0.6022481858238924,0.0,0.2998557508719722,0.1227805421843055,0.5674751512990033,110,4965,681,1206,2723,151,1421,1396,72576,690,740,551,190,55.0,185.0,159.01185945658906,1129456.77440132,0.0,0.0,0.0,0.0,0.0,36061024301,0,0,0,0,0
Manhattan,1024900,Washington Heights (South),MN12 Washington Heights-Inwood (CD 12 Equivalent),4112,MN1201,MN12,104.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,104.0,0.003870848601563,0.0012913606586867,0.0090088521075965,0.3182120662552978,0.1257494719724322,0.6098275381096434,0.0,0.3085684725418499,0.1212189641734299,0.5954450556240619,104,1057,187,158,609,40,423,413,87917,131,277,132,72,141.0,178.0,155.29254097105223,652856.5995175483,0.0,0.0,0.0,0.0,0.0,36061024900,0,0,0,0,0
Manhattan,1025500,Washington Heights (South),MN12 Washington Heights-Inwood (CD 12 Equivalent),4112,MN1201,MN12,1366.0,20.0,4.0,0.0,2.0,0.0,1360.0,16.0,1346.0,0.0114896240625317,0.0047995528322161,0.0230846860639102,1.0,1.0,1.0,0.0146412884333821,1.0,1.0,1.0,1366,5900,1361,177,3106,1044,1674,1717,64761,735,787,1267,429,0.0,205.0,39.74575114145131,11278904.4858554,0.0,13644.237379013806,5718.34233619251,0.0012097129997088558,0.0005069944818988177,36061025500,0,0,0,0,0
Manhattan,1026500,Washington Heights (North),MN12 Washington Heights-Inwood (CD 12 Equivalent),4112,MN1202,MN12,845.0,7.0,0.0,1.0,0.0,0.0,844.0,6.0,838.0,0.006933729895463,0.0025365152194794,0.0151115109100412,0.9816466200420704,0.8830581282759334,0.9999974173400876,0.008284023668639,0.4769391035095915,0.2242878454092602,0.7818746371168939,845,8296,2213,560,5071,316,2638,2695,98086,960,1555,1252,652,80.0,216.0,175.50348172693657,2081505.2937392525,0.0,15485.846700525015,1446.2210075366995,0.007439734478265952,0.0006947957383950165,36061026500,0,0,0,0,0
Manhattan,1026700,Washington Heights (North),MN12 Washington Heights-Inwood (CD 12 Equivalent),4112,MN1202,MN12,38.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,38.0,0.0033368703152725,0.0010125997890412,0.0082301613850802,0.1170888938280197,0.0377666469110167,0.2695103479224207,0.0,0.2722591190416785,0.0963483009157199,0.5623875660333502,38,2034,1091,12,817,107,465,509,61667,150,183,211,94,154.0,196.0,176.52348864073932,519544.8408248866,0.0,0.0,0.0,0.0,0.0,36061026700,0,0,0,0,0
Manhattan,1026900,Washington Heights (North),MN12 Washington Heights-Inwood (CD 12 Equivalent),4112,MN1202,MN12,204.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,204.0,0.0033974712313164,0.001195072630069,0.0077152720186707,0.4737568040221585,0.2164658322010961,0.794028711404843,0.0,0.278776362667945,0.1127058514917886,0.5390745074975408,204,8989,404,240,8062,178,2124,2368,65743,1578,984,622,885,158.0,204.0,181.924216765453,1889656.192506563,0.0,0.0,0.0,0.0,0.0,36061026900,0,0,0,0,0
Manhattan,1027100,Washington Heights (North),MN12 Washington Heights-Inwood (CD 12 Equivalent),4112,MN1202,MN12,234.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,234.0,0.0042426965377716,0.0014869708356848,0.0096198470649831,0.590827241088762,0.2940494797509824,0.8958519158839752,0.0,0.3326808082781397,0.13826523022147,0.6196417356946067,234,8364,1930,671,5304,356,2832,2785,81890,1382,1593,953,564,114.0,197.0,162.31757505662378,2075201.650492759,0.0,0.0,0.0,0.0,0.0,36061027100,0,0,0,0,0
Manhattan,1029300,Inwood,MN12 Washington Heights-Inwood (CD 12 Equivalent),4112,MN1203,MN12,282.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,282.0,0.0027694548240923,0.0008961475976946,0.0066538639163242,0.5076419001614195,0.223397719029936,0.8478152560801328,0.0,0.234268998352413,0.0857533972040786,0.4870669534622395,282,9361,516,166,8509,170,2563,2650,43866,1819,596,653,803,7.0,43.0,18.07279716144293,1690645.4577106223,0.0,0.0,0.0,0.0,0.0,36061029300,0,0,0,0,0
Manhattan,1029500,Inwood,MN12 Washington Heights-Inwood (CD 12 Equivalent),4112,MN1203,MN12,146.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,146.0,0.0028071675036396,0.0009006383125143,0.0067014330226874,0.3218841454620462,0.1232667046866194,0.6253272549109204,0.0,0.2369825090676842,0.086164236124109,0.4895174606792356,146,7716,2370,308,4207,298,3155,3023,78209,774,2037,1223,323,10.0,80.0,39.91501164224079,1459956.7993622713,0.0,0.0,0.0,0.0,0.0,36061029500,0,0,0,0,0
Bronx,2000200,Soundview-Clason Point,BX09 Soundview-Parkchester (CD 9 Approximation),4209,BX0902,BX09,62.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,62.0,0.0026722428766961,0.0010714534613935,0.0055644943662385,0.1507335762081085,0.0643050169619455,0.2924606962170574,0.0,0.2298005273327968,0.101656518578747,0.4276493115684227,62,4870,83,1281,3109,299,1251,1384,115064,1089,489,671,257,0.0,44.0,5.8651871256979655,14811299.837454217,0.0,0.0,0.0,0.0,0.0,36005000200,0,1,0,0,0
Bronx,2001600,Soundview-Clason Point,BX09 Soundview-Parkchester (CD 9 Approximation),4209,BX0902,BX09,230.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,230.0,0.0024536835386515,0.0009327053954491,0.0052602857653974,0.4140639764545363,0.1931539088740675,0.7027135268965095,0.0,0.2130453220102447,0.0890926274592806,0.4098726854042918,230,6177,106,2132,3507,148,1843,2035,41362,1101,682,123,336,6.0,37.0,18.808507785715655,5221332.137969549,0.0,0.0,0.0,0.0,0.0,36005001600,0,1,0,0,0
Bronx,2001904,North & South Brother Islands,BX02 Longwood-Hunts Point (CD 2 Approximation),4221,BX0291,BX02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003564420337149,0.0012990348233224,0.0079317582422727,0.0,0.0,0.0,,0.2904157440067429,0.1218939704333962,0.5490226654504897,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0.0,17.0,0.6835681539060057,13109393.389718805,0.0,0.0,0.0,0.0,0.0,36005001904,0,0,0,0,0
