tract_id,empirical_estimate,p_y,p_y_CI_lower,p_y_CI_upper,n_images_by_area
36005004001.0,0.0,0.0015066843926952365,8.145759713516557e-06,0.010133167115244054,78
36005004200.0,0.0,0.0004944071982135223,1.4903928001549275e-05,0.0025808133797732436,1590
36005004400.0,0.0,0.0008664851617809601,2.2852962617772003e-05,0.004955694816061183,360
36005004600.0,0.0,0.0004999223347671296,5.428157736772501e-06,0.003085716415278337,285
36005004800.0,0.0,0.001481708659925932,4.9744171179989105e-05,0.00786708583402201,250
36005005001.0,0.0,0.0010911711271772632,5.1927689871771924e-06,0.008178509438140618,23
36005005002.0,0.0,0.00128477471370561,6.2167911458744005e-06,0.009099798007114943,47
36005005400.0,0.0,0.00434969635803701,7.969288401086655e-05,0.024909306777213775,129
36005006302.0,0.0,0.001079704067691831,1.5981068621403486e-05,0.006500579417809837,293
36005006400.0,0.029239766081871343,0.05845124153491504,0.008060955073838444,0.1666298867161525,171
36005006500.0,0.0,0.002848883939548952,0.00011337452014813588,0.013248295972220306,363
36005006800.0,0.0,0.0028777830034268388,4.724757990198433e-05,0.016335606514374847,178
36005007000.0,0.0,0.0017788173680700148,2.035895650169311e-05,0.011627255482236467,87
36005007200.0,0.002386634844868735,0.0057552213040222,0.00020162230111759856,0.02546160659683536,419
36005007400.0,0.0,0.0006942942761925468,3.0471573285816893e-06,0.00499175494334581,49
36005007600.0,0.0,0.002685897985454036,5.179783972153319e-05,0.015735339303828543,145
36005007900.0,0.0,0.000695614452008545,1.6937265032407446e-05,0.0038492919498300565,207
36005008400.0,0.0,0.0009512880208065412,1.6037787979242356e-06,0.0074877768120193665,97
36005008500.0,0.0,0.0006075714860723757,1.2420396695006223e-05,0.0037123474202472757,229
36005008600.0,0.0,0.0005656377584987954,1.694214383915752e-06,0.004048005893817195,58
36005008700.0,0.0,0.0009249404539423442,1.673058737162025e-05,0.0055659573449690835,145
36005009200.0,0.0,0.002531769169334906,7.447411172763552e-05,0.012543594307708869,410
36005011702.0,0.025,0.043779135729432664,0.0009930325376901414,0.16825512623706365,80
36005011900.0,0.0,0.0006799605995222292,1.3117461619134014e-05,0.004085134412229692,245
36005012101.0,0.0,0.0006593476839111627,1.3119951796922416e-06,0.005024235520824473,124
36005012102.0,0.0,0.0004934308522461058,3.3388410337424263e-06,0.0033403405376348197,74
36005012500.0,0.0,0.000885305068888179,1.1437359520923554e-05,0.005839037256838638,112
36005012901.0,0.0,0.0007323005185082998,1.4056401312124207e-05,0.00458171489191309,94
36005013000.0,0.0,0.001148195027433057,3.983154113678419e-06,0.008409760847942795,64
36005013100.0,0.0,0.0006076979858728663,7.456343766510548e-06,0.003930868191854746,150
36005013200.0,0.0,0.003493498725067739,1.5839609899209063e-05,0.024264891632657347,90
36005013300.0,0.0,0.0007820790219807823,1.127024300395374e-05,0.0047898251243401364,140
36005013500.0,0.0,0.0005051890072096329,5.338924034986381e-06,0.003473934922767792,96
36005014400.0,0.0,0.001436703812538917,8.549653855535513e-06,0.009948977031142154,171
36005014900.0,0.0,0.00046514271945249165,6.892257963621372e-06,0.002915270081955793,115
36005015200.0,0.0,0.0005911733411559059,5.776965853265561e-06,0.003686925103994633,281
36005015300.0,0.0,0.000490861074928703,5.944130521964241e-06,0.003236455063783606,202
36005015800.0,0.0,0.0009941286464714332,4.318112420944252e-06,0.00708882859787147,140
36005016000.0,0.0,0.002692239964826383,2.4878763135788467e-05,0.01585555924905382,215
36005016200.0,0.0,0.0014887038869476402,7.627427357939594e-06,0.010548965477716847,69
36005016400.0,0.0,0.0006378840258810709,5.38130387282406e-06,0.004315547392776833,97
36005017100.0,0.0,0.001429012830659324,1.4426372931109849e-05,0.009548912810195919,19
36005017500.0,0.0,0.003048289840425087,4.572265459628165e-05,0.016902798642988794,131
36005017901.0,0.0,0.0010272891882974929,1.0614658678021612e-05,0.006658588247691889,50
36005017902.0,0.01694915254237288,0.0038583369390543846,8.74044962673508e-06,0.030721448771684992,59
36005018101.0,0.0,0.0014783563519370926,1.3692353941223004e-05,0.00998043313078202,67
36005018102.0,0.0,0.0007460586390706539,4.982005751246681e-06,0.005423950080095629,140
36005018302.0,0.0,0.0008147668953353889,1.3668580121224017e-05,0.004885707365106616,115
36005018400.0,0.0,0.0008965935164362661,5.117617697466716e-06,0.006421467419659522,242
36005019700.0,0.0,0.0009768844151251633,2.0426815118696797e-05,0.005538498030095808,158
36005020200.0,0.0,0.00219816096718878,7.103248586921271e-06,0.0164428511321247,78
36005020400.0,0.0045045045045045045,0.0012020266949964568,1.7395806849984678e-05,0.007537470924662071,222
36005020601.0,0.0,0.001431244335042175,1.6491508700260655e-05,0.00877072765042353,112
36005020900.0,0.0,0.0010584309505682608,1.589590569230418e-05,0.006395370437990755,157
36005021002.0,0.0,0.0009168134894817435,8.19432762512169e-06,0.005885475068375913,226
36005021301.0,0.0,0.0005485952603074825,8.138615415358277e-06,0.003512334355481746,187
36005021302.0,0.0,0.0005158016329411484,8.111461547447023e-06,0.0033713691003246058,251
36005021501.0,0.013888888888888888,0.0004905862670538721,2.372332662555234e-06,0.003404398458305111,72
36005021800.0,0.0010845986984815619,0.004502156657715565,0.00036285712281527245,0.01630972977958874,922
36005021900.0,0.0,0.0011234129635246878,1.2374047387127143e-05,0.007182711521060673,106
36005022101.0,0.0,0.0020832629571554814,2.4740633169342524e-06,0.017114776326349616,51
36005022102.0,0.0,0.0014546316585119807,4.160223239351444e-06,0.009961228113594274,83
36005022300.0,0.0,0.001530387885238133,4.452245025629638e-06,0.011422605685239921,100
36005022403.0,0.0,0.0012594787592141732,3.78167595853669e-05,0.00674650198246265,245
36005022404.0,0.014285714285714285,0.012633941163150931,3.577126545456156e-05,0.08310887244955523,70
36005022500.0,0.012195121951219513,0.005275282558302565,1.301876584126608e-05,0.03704083755455873,164
36005022702.0,0.0,0.0013546664127397096,2.227851970880416e-05,0.007973705131181622,223
36005022703.0,0.007633587786259542,0.002922751623336062,9.601490529592492e-06,0.02268158858184695,131
36005022800.0,0.0,0.00184080671519599,2.9063582704117057e-05,0.010876094463929181,153
36005022902.0,0.0,0.0008256338743191078,8.437463637819457e-06,0.005217031411682501,196
36005023200.0,0.0,0.0019098259096370918,2.018819726471005e-05,0.012007623098613066,142
36005023301.0,0.0,0.0007071148632429038,6.642440831425307e-06,0.004405362559434932,106
36005023600.0,0.0,0.002570028204910355,2.704976551875838e-05,0.016178241557364314,63
36005023704.0,0.0,0.0005467863388028259,3.7414759303616837e-06,0.0035015071335726578,67
36005023900.0,0.0,0.0005282818741292129,6.211151719167012e-06,0.0033954045911325586,120
36005024100.0,0.0,0.000898285612803426,1.5424442389110662e-05,0.005478936169347853,154
36005024300.0,0.0,0.0009061643441043158,1.309896766316891e-05,0.005805401942871265,117
36005024400.0,0.0,0.0016615246248846693,3.172436923307677e-05,0.009687385305666665,129
36005024501.0,0.0,0.0004275365767869406,6.6467862981664976e-06,0.002808308752946721,110
36005024502.0,0.0,0.0006796036455398026,3.867501034146224e-06,0.004578212566645037,62
36005024600.0,0.0,0.0014391572363996108,3.0652338837575975e-05,0.008423581254972598,76
36005024800.0,0.0,0.0010499589739273961,2.5638912601642412e-05,0.005718250952570533,285
36005024900.0,0.0,0.0007986038698996421,5.577894633390435e-06,0.005674657649500859,58
36005025000.0,0.0,0.0009763417970376831,1.0629543916071792e-05,0.0065937655425228284,128
36005025100.0,0.0,0.0006038707555453391,7.4728679399557665e-06,0.0039046652207434755,157
36005025200.0,0.0,0.002459447464527942,4.055674990736704e-05,0.014499911762761558,121
36005025300.0,0.0,0.0006238820700864264,6.3608385115476294e-06,0.004192850897442293,103
36005025400.0,0.0,0.001282148545544789,6.8213666125862095e-06,0.009243007265943964,108
36005026500.0,0.0,0.0005310882524933684,1.3547602642273275e-05,0.0031486248636033907,222
36005026601.0,0.010638297872340425,0.0109117532879017,1.6579984194507577e-05,0.07177191927652331,94
36005026602.0,0.005208333333333333,0.002144524020931146,2.7895576755361697e-05,0.013154989517562787,192
36005026701.0,0.0,0.0008003831716342099,8.430255209573998e-06,0.005608215489192905,87
36005026702.0,0.0,0.001121907109269986,1.3218869362856953e-05,0.007428673766262049,102
36005027300.0,0.0,0.002956955182388281,0.00011806389066074036,0.014107934828552647,353
36005027700.0,0.003215434083601286,0.008636128518541094,0.00021535480331936457,0.0387892578006875,311
36005027900.0,0.0,0.0050377198293328,0.0001760241297699585,0.02293543683104935,357
36005028600.0,0.0,0.0020468611847664704,2.9181156093615664e-05,0.013145401969365979,95
36005028700.0,0.0,0.00996690223849052,0.00021263370884018698,0.05337419548699113,92
36005028800.0,0.0,0.0010082912973763461,1.977261866650711e-05,0.005881889633718469,44
36005029600.0,0.002136752136752137,0.004369158225436278,0.00041261773131722986,0.015362187776643929,936
36005030000.0,0.0,0.004355302923675355,3.439943676713355e-05,0.02763808289230559,189
36005030100.0,0.0,0.001797419968267194,7.014038174880035e-06,0.01368344803785786,45
