tract_id,empirical_estimate,at_least_one_positive_image_by_area,at_least_one_positive_image_by_area_CI_lower,at_least_one_positive_image_by_area_CI_upper,n_images_by_area
36061021600.0,0.0,0.14840592074999914,0.0039042719362698238,0.7372066783941303,331
36061021703.0,0.0,0.027765718277267752,0.0007044650100866995,0.1477685226213292,138
36061021800.0,0.0,0.18939333583292955,0.004533168821972783,0.82215616994395,434
36061022000.0,0.0,0.17154479922864668,0.002476541804782373,0.8342301851999975,312
36061022102.0,0.0,0.07251347370954309,0.0011210603382020095,0.4539089134591828,164
36061022200.0,0.0,0.19859824322665592,0.004577755722990018,0.8748434726107583,424
36061022301.0,0.0,0.27039392997471723,0.003044606984806236,0.9736589879617046,359
36061022400.0,0.0028653295128939827,0.20322786388983474,0.004064405426006726,0.904609093802611,349
36061022600.0,0.0,0.1045479992464782,0.00134992455595232,0.6230879658845696,205
36061022800.0,0.0,0.11644721064655908,0.0015357572491108223,0.6482583712931432,295
36061023100.0,0.0,0.08739066761655,0.002336861782373281,0.46247481328898626,209
36061023400.0,0.0,0.08623013910124623,0.0015059691293606043,0.5117443631575977,124
36061023502.0,0.0,0.0869418315813316,0.0015224612033343883,0.5259512310603625,44
36061024301.0,0.0,0.10280105536357576,0.002010165408263717,0.5872171838678298,68
36061024900.0,0.0,0.10746020489621037,0.0010048534847736878,0.6730985089911103,113
36061025500.0,0.01524390243902439,1.0,1.0,1.0,1312
36061026500.0,0.00782122905027933,0.9976279377403011,0.9848123792369858,1.0,895
36061026700.0,0.0,0.0720676581103742,0.00030345688884795554,0.5517813886354351,46
36061026900.0,0.0,0.18477614335009768,0.0034847661144121497,0.8521500742340316,198
36061027100.0,0.0,0.2410655972984442,0.007810113525526197,0.908118843909814,201
36061029300.0,0.0,0.1863784192024605,0.0010263399632064463,0.9274047539470669,283
36061029500.0,0.0,0.0859460272721924,0.0005378198533767698,0.5877149994609797,90
36005000200.0,0.0,0.16870975459855417,0.0017044177795630057,0.8623235347053203,113
36005001600.0,0.0,0.10972999863617913,0.00142725067030621,0.6288809607870941,232
36005001904.0,,0.0,0.0,0.0,0
36005002002.0,0.0,0.04300008221774605,0.00046454575795107925,0.284626390960127,99
36005002300.0,0.0,0.2605084780491231,0.005970871647340276,0.94472503416074,101
36005002500.0,0.0,0.33782311972029316,0.010753113638207752,0.9774344004941562,230
36005002701.0,0.0,0.12554786731502138,0.0009423696847808694,0.7473691695809408,34
36005002702.0,0.0,0.26552642073776783,0.012680161050259472,0.921757228494364,179
36005003800.0,0.0,0.039340012885658665,8.406979556137563e-05,0.3275115089869523,53
36005003900.0,0.0,0.35237592503895315,0.01380827866163871,0.9806666781496272,289
36005004001.0,0.0,0.08032785171589277,0.0006351700394757299,0.5481562526383877,78
36005004200.0,0.0,0.38008388998055376,0.02341884307826853,0.9835724845068007,1590
36005004400.0,0.0,0.20177672992650908,0.008193410085121259,0.8327867513679913,360
36005004600.0,0.0,0.09982179104231852,0.0015458331209726923,0.585544142703205,285
36005004800.0,0.0,0.23942204205773146,0.012359340265893025,0.8611760432906032,250
36005005001.0,0.0,0.022394134683079485,0.00011942686484631427,0.1721134479196547,23
36005005002.0,0.0,0.04776715648416109,0.0002921474087230508,0.3492621071747699,47
36005005400.0,0.0,0.29381516200154706,0.010228124996466196,0.961380515441308,129
36005006302.0,0.0,0.19774017106383585,0.0046715447535843144,0.8520509620592877,293
36005006400.0,0.029239766081871343,1.0,1.0,1.0,171
36005006500.0,0.0,0.4709883246308562,0.04032182389878237,0.992102997513986,363
36005006800.0,0.0,0.27901177071445976,0.008375000541969654,0.9466963013994116,178
36005007000.0,0.0,0.10981295457353832,0.0017696795134142464,0.6385017353171911,87
36005007200.0,0.002386634844868735,0.674511511899299,0.08101755749358404,0.9999797342651177,419
36005007400.0,0.0,0.028954396933951434,0.00014929979026471473,0.21745864855609115,49
36005007600.0,0.0,0.2339279332601936,0.0074827451026593965,0.8997176754160132,145
36005007900.0,0.0,0.11177735233295753,0.0034999045571188162,0.5499249552975205,207
36005008400.0,0.0,0.06175907584560762,0.00015555456827964775,0.5176316407166118,97
36005008500.0,0.0,0.10549977321927823,0.0028402473505208413,0.5733150875956283,229
36005008600.0,0.0,0.027430818849373984,9.825968970575416e-05,0.20963532953528388,58
36005008700.0,0.0,0.10251700756930487,0.002423015210744728,0.5548385371239449,145
36005009200.0,0.0,0.4556768336744085,0.030074023005535525,0.9943460508560148,410
36005011702.0,0.025,0.7759801349708119,0.07640542326795105,0.9999996026156532,80
36005011900.0,0.0,0.12414653695244891,0.0032086404504016565,0.6331887227400573,245
36005012101.0,0.0,0.05930596982110175,0.00016267427610369424,0.4645113201452758,124
36005012102.0,0.0,0.03181053329830093,0.0002470441285446157,0.21932701614863429,74
36005012500.0,0.0,0.07779396698221247,0.0012801714724340885,0.48101947454435995,112
36005012901.0,0.0,0.0593381075481363,0.0013204384627536064,0.3505769016927696,94
36005013000.0,0.0,0.05686063856073725,0.00025488988102393697,0.4175434179614571,64
36005013100.0,0.0,0.07264042746585232,0.0011178304962724372,0.44611165140189124,150
36005013200.0,0.0,0.17964156472126025,0.0014245605302020431,0.8903840189854972,90
36005013300.0,0.0,0.08485565947076798,0.001576598771897339,0.48940911737517606,140
36005013500.0,0.0,0.04223286543172666,0.0005124067503538027,0.2840023321716997,96
36005014400.0,0.0,0.15236812350219012,0.0014609288618275152,0.8190970512968281,171
36005014900.0,0.0,0.045471016603923185,0.0007922983630326286,0.28519513683184367,115
36005015200.0,0.0,0.11969291812004497,0.001622015202870719,0.6458166393700412,281
36005015300.0,0.0,0.07761741938011589,0.0011999973607089737,0.48046658461593944,202
36005015800.0,0.0,0.09656497895581351,0.0006043543483423342,0.6306350137472925,140
36005016000.0,0.0,0.2909800459224193,0.005334720182261577,0.9678151553459299,215
36005016200.0,0.0,0.07668421027179038,0.000526156026141153,0.5189311653637464,69
36005016400.0,0.0,0.05128957595581066,0.0005218516681283342,0.34263375222733505,97
36005017100.0,0.0,0.024738831013656513,0.00027406550004089594,0.16664963827679893,19
36005017500.0,0.0,0.23731047099300925,0.005971901571169738,0.8928144486616815,131
36005017901.0,0.0,0.04283071871012168,0.0005305949353830969,0.2839768471647447,50
36005017902.0,0.01694915254237288,0.13171958671301953,0.0005155558370499829,0.8413399291250515,59
36005018101.0,0.0,0.07665797488982938,0.0009169733174980127,0.4893384781242498,67
36005018102.0,0.0,0.07828405225588252,0.0006972393575377241,0.5329971107759074,140
36005018302.0,0.0,0.07623453298422479,0.0015706626730259826,0.4306348818623089,115
36005018400.0,0.0,0.13600139372725706,0.0012377000684582252,0.7896549558109017,242
36005019700.0,0.0,0.11639634958129284,0.0032222670705020053,0.5841850691764561,158
36005020200.0,0.0,0.11105535609203965,0.0005539018972261917,0.72560969300847,78
36005020400.0,0.0045045045045045045,0.16722902849853688,0.0038544551552125244,0.8135620315401945,222
36005020601.0,0.0,0.11674962376115743,0.001845359431552629,0.6271781837980289,112
36005020900.0,0.0,0.12375664370014466,0.0024925654162990503,0.6347954325977744,157
36005021002.0,0.0,0.1360075550047578,0.0018502118743293579,0.7365909093646509,226
36005021301.0,0.0,0.08040274784801671,0.0015207697318530805,0.4820946074551947,187
36005021302.0,0.0,0.10086797254650685,0.002033913894023809,0.5715765897456959,251
36005021501.0,0.013888888888888888,0.029765633324705342,0.00017079356742979445,0.2177139984594075,72
36005021800.0,0.0010845986984815619,1.0,1.0,1.0,922
36005021900.0,0.0,0.08962326797164125,0.0013107972920484822,0.5342540320749973,106
36005022101.0,0.0,0.07063406695012192,0.0001261694252144091,0.5853867466957483,51
36005022102.0,0.0,0.08319230678795825,0.0003452396382051887,0.564354895066949,83
36005022300.0,0.0,0.10306774603592446,0.000445126395524878,0.6829939667950768,100
36005022403.0,0.0,0.20728287755441957,0.009222490829460195,0.8095744163318265,245
36005022404.0,0.014285714285714285,0.340557333841989,0.002500900891874161,0.9976972651917615,70
36005022500.0,0.012195121951219513,0.31353009239955854,0.002132813808212103,0.9979502983777033,164
36005022702.0,0.0,0.19503312277596346,0.004955844316530736,0.8322471114752762,223
36005022703.0,0.007633587786259542,0.1894732327014801,0.0012570105971899616,0.9504861687883773,131
36005022800.0,0.0,0.18562531943863925,0.004436920429056554,0.8123464334473908,153
36005022902.0,0.0,0.11721720155193541,0.0016523831589097566,0.641280587522741,196
36005023200.0,0.0,0.1721210799463826,0.0028626477365437915,0.8201086401758101,142
36005023301.0,0.0,0.060725746396528536,0.0007038532456114909,0.3737465037125302,106
36005023600.0,0.0,0.1152897516718383,0.0017027070230955816,0.6421222602681056,63
36005023704.0,0.0,0.03130466889205279,0.00025064793882854377,0.20943916506346685,67
36005023900.0,0.0,0.052253413590850936,0.0007450628237585632,0.3351154387986348,120
36005024100.0,0.0,0.10539609405243076,0.0023725634582923262,0.5709046272633697,154
36005024300.0,0.0,0.08235777599803466,0.0015314154391004807,0.4939963001559054,117
36005024400.0,0.0,0.15174275232711307,0.0040841456467267615,0.7151421832740333,129
36005024501.0,0.0,0.04095682753600496,0.0007308816984460508,0.26607506862635333,110
36005024502.0,0.0,0.03483798607428009,0.0002397567815534296,0.24761034289937892,62
36005024600.0,0.0,0.0883933129893367,0.002326902012404161,0.4742364748121573,76
36005024800.0,0.0,0.20119098470833163,0.007280551207713368,0.8049265017895022,285
36005024900.0,0.0,0.038955930170754084,0.00032346646444817443,0.28112482252779897,58
36005025000.0,0.0,0.09397605122997868,0.0013596636711038195,0.5712138019810106,128
36005025100.0,0.0,0.07626443953343158,0.0011725566678831097,0.4589439534542086,157
36005025200.0,0.0,0.19054641384011953,0.0048954443140495855,0.8292122198871678,121
36005025300.0,0.0,0.05259556648607018,0.0006549538744179934,0.3512913283212421,103
36005025400.0,0.0,0.09525529762608971,0.0007364388025679514,0.6331810191451459,108
36005026500.0,0.0,0.09522934060086499,0.0030030698969697846,0.5034630965975064,222
36005026601.0,0.010638297872340425,0.3605482943703283,0.0015573175551141488,0.9990889503125214,94
36005026602.0,0.005208333333333333,0.23445784852008217,0.005341707511575292,0.9213319324708263,192
36005026701.0,0.0,0.058142144837569486,0.0007331663968407232,0.3869372891036765,87
36005026702.0,0.0,0.0857873541895547,0.0013474249934277316,0.5325922059504489,102
36005027300.0,0.0,0.47167182987568695,0.04082238608433199,0.9933660979965461,353
36005027700.0,0.003215434083601286,0.6874133173260438,0.06478848546235837,0.9999954648364261,311
36005027900.0,0.0,0.6009929468960157,0.060912054675594136,0.9997473003521965,357
36005028600.0,0.0,0.1354296468660974,0.0027684111404712663,0.715520450918449,95
36005028700.0,0.0,0.4072412941199764,0.019374240729139215,0.9935670943445277,92
36005028800.0,0.0,0.03962569663456488,0.0008696254788821273,0.22861468276474775,44
36005029600.0,0.002136752136752137,1.0,1.0,1.0,936
36005030000.0,0.0,0.3467997627468106,0.006480515669196535,0.9949941107963532,189
36005030100.0,0.0,0.06178796773147524,0.0003155830179992075,0.4620592279374255,45
36005030201.0,0.0,0.4971875213470893,0.027242962967502615,0.9991722112436715,341
36005030701.0,0.0,0.0856489846888475,0.001440836128725917,0.5042903503925138,69
36005030900.0,0.02564102564102564,0.4914972189440735,0.012100256104059556,0.9994867557577456,39
36005031200.0,0.0,0.18976249507220186,0.0016042600646820227,0.9044911783934184,122
36005031400.0,0.0,0.15747095113906767,0.0014874445865978526,0.8381706197770844,150
36005031600.0,0.0,0.07719908301649407,0.0010459626957068258,0.471812682201245,74
36005031800.0,0.0,0.06090740848278246,0.0006210597933490047,0.40531666272121014,61
36005031900.0,0.0,0.3207692260125396,0.0024120100532176864,0.997653753079404,40
36005032400.0,0.0,0.10218374436636557,0.0033845177951569968,0.5065883350431573,147
36005032600.0,0.0,0.15396184411563377,0.0034743288692559134,0.7572846679259059,262
36005032800.0,0.0,0.18054941287401818,0.005630516665396501,0.773673880772793,205
36005033000.0,0.0,0.20861933697350066,0.009077181073079412,0.8188030142838465,268
36005033201.0,0.0,0.18645130941062332,0.00230684834982465,0.8713257944542542,146
36005033202.0,0.0,0.069732474738815,0.00042291416074329566,0.5169714676830092,42
36005033601.0,0.0,0.13974545027374252,0.0017626859277116852,0.7484546414255234,116
36005033602.0,0.0,0.04449142863845765,0.000399389578867404,0.3007489490658335,26
36005033801.0,0.0,0.09495934163737062,0.0010707809881984665,0.5924643942410996,71
36005033802.0,0.0,0.027360279000846827,0.0002807313779564197,0.17454956898719567,22
36005034000.0,0.0,0.13719663105256644,0.003917195761041384,0.6760717830626347,135
36005034200.0,0.0,0.13804401288007037,0.002167370915941372,0.7463138987799859,211
36005034300.0,0.0,0.17803742897883904,0.0007426120786462376,0.9148612531116495,86
36005034400.0,0.0,0.11872152281320605,0.0008095253553696696,0.7403822781841368,139
36005034800.0,0.004,0.17854227637484787,0.004398707775569547,0.8137651233506945,250
36005035900.0,0.0,0.1888665565380238,0.005682521313808833,0.8245877149636273,224
36005036000.0,0.0,0.22691526134690984,0.007921865915562256,0.8860745200328743,178
36005036300.0,0.0,0.13998210305776101,0.002668904553372037,0.7280998464387192,191
36005036400.0,0.0,0.12524968586840762,0.002015605028185258,0.6850853596589724,109
36005036501.0,0.0,0.06808299728807227,0.0009592238467296982,0.4338228234217423,60
36005036800.0,0.0,0.09837971081139961,0.0013958767018285717,0.5757023421387902,90
36005036901.0,0.0,0.05754095445612813,0.0011751049837029099,0.3362258096682606,129
36005036902.0,0.0,0.06706400407130299,0.0005874654105892109,0.4702223645453915,92
36005037000.0,0.0,0.06873577089857658,0.0008431183479131104,0.43659892701589015,63
36005037100.0,0.0,0.10055447451910038,0.001680513194354244,0.591892738528403,134
36005037200.0,0.0,0.1408216810413446,0.003201161752312462,0.7065311436414289,186
36005037300.0,0.0,0.10311934687860781,0.0010540776968522652,0.6349612675531089,186
36005037400.0,0.0,0.1311064040298196,0.004062708990325309,0.6498680644502004,137
36005037504.0,0.0,0.10354686717542147,0.0009464866228038327,0.6377437706568302,191
36005038200.0,0.0,0.09272278191972587,0.0012570477383551716,0.5531656004907808,115
36005038301.0,0.0,0.05648088059401562,0.0008684211428492961,0.339854105589707,163
36005038600.0,0.0,0.16809777355201247,0.005172414541634696,0.7529046607670968,278
36005038700.0,0.0,0.11970129858576896,0.002101685030487205,0.6616801502570864,241
36005038800.0,0.0,0.10665453265752982,0.0011570937130514214,0.6402893831201519,104
36005039000.0,0.0,0.10254305554181505,0.0017369088418070222,0.6025990221802874,117
36005039100.0,0.0,0.1155958775608204,0.0015859002980389448,0.6451679935026678,187
36005039200.0,0.0,0.09600029565456775,0.0012337329934369895,0.5688155158768461,72
36005039400.0,0.0,0.11117929918533141,0.0011683708882617467,0.6655689213027653,71
36005039600.0,0.0,0.20508154435471984,0.00531641539405624,0.8683186989190348,178
36005039800.0,0.0,0.11242102868050496,0.002158087956746613,0.6111258963860485,144
36005040302.0,0.0,0.08374831637601683,0.0010633855095110447,0.5061231193500384,151
36005040303.0,0.0,0.08693308983346605,0.0010743903534641886,0.5374423011725135,140
36005040304.0,0.0,0.08843851204156963,0.0011031073197168562,0.5490972318511714,152
36005040400.0,0.0,0.1008931335475653,0.0018135415879736271,0.578229274597175,109
36005040501.0,0.0,0.04802464753046796,0.0005943970484210747,0.3247730121418828,69
36005040502.0,0.0,0.09878947408513852,0.0006817603888540247,0.6604538410703915,111
36005040600.0,0.0,0.15286255063238902,0.0034096516047246424,0.7664064041441778,135
36005040701.0,0.0,0.09245424762472523,0.0011530236709558024,0.5739597272418558,131
36005040702.0,0.0,0.21189447474714868,0.009952699363199194,0.8262493414622232,326
36005040800.0,0.0,0.0874418698367713,0.0010644283985653397,0.5416558625293858,57
36005041500.0,0.0,0.19023725153982354,0.0035275894527982137,0.8344872195002706,184
36005041900.0,0.0,0.30262272441914906,0.013561868502286809,0.944901317078395,481
36005042000.0,0.0,0.12325533070468486,0.00247443717361292,0.6693846258512471,132
36005042200.0,0.0,0.08589966594306787,0.0018504766875127644,0.4913501733424332,96
36005042300.0,0.0,0.23092586465227782,0.006342195054678401,0.9071816600654841,193
36005042400.0,0.0,0.1284659292903689,0.0015211304728452446,0.7103757891248244,133
36005042800.0,0.0,0.08600655311945832,0.000418899421298774,0.6150855702522291,54
36005042902.0,0.0,0.22488456754007066,0.005374392391338148,0.9090920018101297,165
36005043000.0,0.0,0.1270467081908294,0.0013768373744470542,0.7193459820987439,102
36005043101.0,0.0,0.0927279311821253,0.0005777667474521186,0.6553448363091295,26
36005043400.0,0.0058823529411764705,0.07826697843840599,0.0013098414552746545,0.46047901954509346,170
36005043600.0,0.0,0.09221607686717334,0.0002572018168652823,0.6742003259323699,90
36005044200.0,0.0,0.3608458030644192,0.0033215999384860755,0.9976517845441651,131
36005044400.0,0.0,0.16780154734122346,0.0009939952668391178,0.8823094750521974,183
