,covariate,mean,std
0,ft_elevation_min_log,1.8336586729292908e-16,1.0
1,n_311_reports_log,6.112195576430969e-17,1.0
2,n_floodnet_sensors_log,2.903292898804711e-17,1.0
3,ft_elevation_mean,-1.2224391152861939e-17,0.9999999999999999
4,dep_moderate_1_frac,4.2785369035016785e-17,0.9999999999999998
5,dep_moderate_2_frac,-9.168293364646454e-18,1.0
