geoid,tract_id,empirical_estimate,p_y,p_y_CI_lower,p_y_CI_upper,n_images_by_area
36061000100.0,36061000100.0,,0.05054398785179842,3.25216051e-315,0.9999999966414874,0
36061000201.0,36061000201.0,0.0,0.0014720063854553817,8.535983655394117e-06,0.009713761877193857,345
36061000600.0,36061000600.0,0.0022172949002217295,0.007418591273083684,0.0004165343857862694,0.025758554390840845,902
36061001401.0,36061001401.0,0.0,0.001272788055732689,1.428423161123072e-05,0.008125969903908506,259
36061001402.0,36061001402.0,0.0,0.0007134665352405634,1.0201072542973322e-05,0.004228067303429575,705
36061001800.0,36061001800.0,0.0,0.0004683805176424092,7.805668015596444e-06,0.002580430825980993,1783
36061002201.0,36061002201.0,0.0,0.0007766803919774187,1.4638362531451795e-05,0.0044403707677903,422
36061002601.0,36061002601.0,0.0,0.0009364684885640175,1.063654159506718e-05,0.006010043185685743,164
36061002602.0,36061002602.0,0.0,0.0009139324351252263,3.564388890262993e-06,0.006474780030255233,107
36061002800.0,36061002800.0,0.0,0.0007668927671985175,2.2538891521222592e-06,0.005534138452293821,261
36061003100.0,36061003100.0,0.0,0.0007374448135513998,2.5623897295440165e-05,0.003687881531145718,1285
36061003200.0,36061003200.0,0.0,0.00042831341510156146,7.614107924180483e-06,0.002488327174298178,628
36061003300.0,36061003300.0,0.000877963125548727,0.0008898234263786998,7.460506321606231e-06,0.005103285100631444,2278
36061003400.0,36061003400.0,0.0,0.00044438899375330516,3.6468386592190293e-06,0.0028153426008861956,674
36061003601.0,36061003601.0,0.0,0.0005069896833242512,5.170574102981062e-06,0.003314043450074032,669
36061003602.0,36061003602.0,0.001451378809869376,0.0005958934554731894,5.10492482839126e-06,0.004174510542389145,689
36061003700.0,36061003700.0,0.0003429355281207133,0.00044075170533038917,6.2775136056157825e-06,0.002446456277073719,2916
36061003900.0,36061003900.0,0.002234137622877569,0.002741531943452685,5.176715018585957e-06,0.01228817080411856,2238
36061004001.0,36061004001.0,0.0,0.00042747882722235546,2.557615970994926e-06,0.00287154984711629,728
36061004002.0,36061004002.0,0.0,0.00035748519064568576,2.8393513195718065e-06,0.0024966174180551955,428
36061004100.0,36061004100.0,0.001059322033898305,0.0009321705344465267,1.3396493238200055e-05,0.005698519011090548,944
36061004300.0,36061004300.0,0.0,0.00042020381513257907,5.386542062834561e-06,0.0025590108795973203,891
36061004500.0,36061004500.0,0.0,0.0006364502843176761,1.0882018428377553e-05,0.003806354157723866,737
36061005200.0,36061005200.0,0.0,0.00030930747934632217,3.941492159600036e-06,0.0018482132934555188,861
36061005400.0,36061005400.0,0.0,0.0003129964335254472,5.403681664247028e-06,0.0017717157084055106,1336
36061005501.0,36061005501.0,0.0,0.00041014621020853755,2.4935832122258196e-06,0.0027774964778814817,649
36061005502.0,36061005502.0,0.0,0.0002988240148867032,4.447569633767698e-06,0.0017528417317345649,1265
36061005800.0,36061005800.0,0.0,0.0003376631107883134,5.113583035956777e-06,0.0020075256021967287,1450
36061006300.0,36061006300.0,0.0,0.0003276452410455712,5.386965659146832e-06,0.0019517274911216042,1162
36061006500.0,36061006500.0,0.0,0.0003412413008217483,5.345117672870102e-06,0.001988342354077224,1134
36061006700.0,36061006700.0,0.0,0.00043353711364286227,6.0699971778864316e-06,0.0025982472263799436,1113
36061006800.0,36061006800.0,0.0,0.00035253195034430044,6.294098934643765e-06,0.002073873580279847,1122
36061007001.0,36061007001.0,0.0,0.0018518238405383495,1.2929299953732531e-05,0.012414978052678383,252
36061007002.0,36061007002.0,0.0011614401858304297,0.0010556118245807794,6.664885505227752e-06,0.00688204338832251,861
36061007100.0,36061007100.0,0.0,0.0004790904314042483,5.6205162642684505e-06,0.002947348437669093,882
