                                            mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd  ess_bulk  ess_tail  r_hat
p_y[276]                                   0.003  0.005   0.000    0.010      0.000    0.000    6453.0    8212.0   1.00
p_y[277]                                   0.005  0.009   0.000    0.019      0.000    0.000    6476.0    8751.0   1.00
p_y[278]                                   0.008  0.019   0.000    0.030      0.000    0.001    6911.0    8761.0   1.00
p_y[279]                                   0.006  0.011   0.000    0.021      0.000    0.000    7000.0    9811.0   1.00
p_y[280]                                   0.009  0.021   0.000    0.035      0.000    0.001    5916.0    8566.0   1.00
p_y[281]                                   0.005  0.010   0.000    0.016      0.000    0.000    6398.0   10435.0   1.00
p_y[282]                                   0.006  0.015   0.000    0.022      0.000    0.001    5999.0    8125.0   1.00
p_y[283]                                   0.003  0.005   0.000    0.010      0.000    0.000    5721.0    7910.0   1.00
p_y[284]                                   0.002  0.004   0.000    0.008      0.000    0.000    4995.0    7870.0   1.00
p_y[285]                                   0.006  0.015   0.000    0.026      0.000    0.000    7146.0    8295.0   1.00
p_y[286]                                   0.003  0.006   0.000    0.010      0.000    0.000    5228.0    7199.0   1.00
p_y[287]                                   0.002  0.004   0.000    0.006      0.000    0.000    5192.0    8049.0   1.00
