OBJECTID,CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape__Area,Shape__Length,geometry,n_total,n_classified_positive,n_tp,n_fp,n_tn,n_fn,total_not_annotated,positives_not_annotated,negatives_not_annotated,area,ft_elevation_min,ft_elevation_max,ft_elevation_mean,n_floodnet_sensors,catch_basin_density,has_clogged_cb_complaint,cb_avg_resolution_time,dep_moderate_1_area,dep_moderate_2_area,dep_moderate_1_frac,dep_moderate_2_frac,n_311_reports
11,31.0,1,Manhattan,3100,1003100,0,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),36061003100,4121,2207015.174742222,7967.867028638013,"POLYGON ((983727.3364631688 201375.47386331487, 983861.3622500177 201249.7955588367, 983896.7944479124 201216.57015049836, 984102.1386711943 201023.04015017644, 984261.7381332385 200872.51870190867, 984173.5229102412 200727.6270691768, 984022.7227171843 200476.35144148942, 983783.0282249021 200044.40994303065, 983663.4058322479 199831.201706555, 983576.7066022261 199637.30743968673, 983529.367423931 199522.91483762674, 983391.9432064423 199393.6007822096, 983250.8147641494 199279.80815305695, 983124.3353746935 199093.7719188321, 983081.3499553199 199037.649897204, 983059.9785530013 199011.08488892735, 982944.8161194307 198889.4734723585, 982902.9085197395 198845.219067898, 982867.0097098347 198816.9184631211, 982828.2073347641 198792.11584476766, 982787.0392975103 198771.2300362066, 982744.1064892956 198754.5664574403, 982700.0676626625 198742.31242540144, 982658.1714761152 198712.6964515153, 982567.0356558462 198683.43625018036, 982544.8124461387 198676.4838556008, 982303.9858019484 198601.67279856664, 982168.5233742524 198559.78979072, 982143.740165438 198558.7839621537, 982119.2127565915 198562.4752145832, 982095.8233408075 198570.7308075387, 982074.4131866366 198583.25378180528, 982041.8362236173 198584.23235555014, 982009.713772188 198578.72197967223, 981994.3607421046 198570.379814525, 981980.2401208202 198555.53603488448, 981971.834242733 198536.8525943553, 981970.0924078082 198516.43946746681, 981975.2113264484 198496.60196737733, 982007.0997608037 198484.75199037127, 982040.6381586714 198479.053992198, 981935.3605510748 198446.71615312074, 981865.1541160194 198458.99874624237, 981927.4215204194 198555.25120846007, 982004.078148039 198678.37220668452, 982124.445536478 198874.45806429806, 982246.7745953825 199064.85788572198, 982302.3925846613 199152.2051335717, 982369.4779826592 199265.55012861124, 982500.4126336764 199469.4467790752, 982617.1908493377 199655.77860635213, 982747.2230343895 199859.3478642025, 982870.1396788469 200050.20709731622, 982992.8527100058 200239.6425630796, 983085.8018817735 200381.92256216126, 983133.5413299121 200454.99337872627, 983269.7211599996 200664.81825319596, 983310.1561636408 200727.58145034697, 983405.4141735586 200875.71087690632, 983546.0601907702 201094.69352918252, 983669.800199628 201286.51376106415, 983727.3364631688 201375.47386331487))",1285,0,0,0,0,0,1285,0,1285,2207103.438743318,8.0,47.0,26.14706415367887,1,3.5340436986683184e-05,0,0.0,83460.46805654805,126091.55235512774,0.03781447964399386,0.05712987898153148,0
12,32.0,1,Manhattan,3200,1003200,0,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),36061003200,4103,2335526.621826172,6358.435453842653,"POLYGON ((989818.8962941298 204097.00430410475, 989745.9800850087 203965.36407823942, 989700.7370975732 203883.68467848437, 989646.6792896703 203782.8040417365, 989624.629481868 203741.65522926502, 989583.0526937888 203664.06640659383, 989457.3878807276 203443.68836874017, 989341.0024271278 203231.84011797595, 989216.0202314538 203009.80827122566, 989093.5302237009 202789.70342683018, 988971.7097717631 202568.65717605318, 988328.1054478532 202924.77581846932, 988202.1852550613 202994.1508284326, 988158.1380044786 203018.41883726048, 988117.1686354195 203040.9902516219, 988095.3741971884 203052.9980658626, 988074.8677841516 203064.29604110974, 988047.9847828404 203079.10665114602, 987998.5591741769 203106.3372458609, 987962.4745717802 203126.21804706342, 987935.2184014167 203141.23428454663, 987898.56135019 203161.43045443308, 987716.813936026 203261.56267093314, 987840.6947520449 203486.56912763492, 987962.8335636252 203700.36800149144, 988084.654198528 203926.3286209146, 988202.462381914 204136.32189086877, 988325.6509980725 204361.60050338611, 988446.5136253439 204574.38857378956, 988536.5554535539 204525.12153792795, 988554.3508675068 204515.3849642937, 988724.3581057813 204422.36456527686, 988787.8858902574 204387.60473361556, 989056.4667579028 204240.64890208893, 989175.3378076197 204453.95577134623, 989818.8962941298 204097.00430410475))",628,0,0,0,0,0,628,0,628,2335527.5405055364,7.0,32.0,18.9992720733065,0,2.183660826750979e-05,1,1.0,34805.15699822344,35028.897837597804,0.014902481942340829,0.014998280786710666,0
13,33.0,1,Manhattan,3300,1003300,0,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),36061003300,4121,3677727.618545532,8170.75642439475,"POLYGON ((982777.7580035379 202259.60572328203, 982800.6795787235 202230.4253593331, 982964.7686044005 202088.15611006372, 983160.4244709479 201906.27326754003, 983276.126279094 201797.66765875192, 983346.063916829 201732.35624656035, 983528.8785330101 201559.77760469768, 983727.3362190179 201375.4739853716, 983669.800199628 201286.51376106415, 983546.0601907702 201094.69352918252, 983405.4141735586 200875.71087690632, 983310.1561636408 200727.58145034697, 983269.7211599996 200664.81825319596, 983133.5413299121 200454.99337872627, 983085.8018817735 200381.92256216126, 982992.8527100058 200239.6425630796, 982870.1396788469 200050.20709731622, 982747.2230343895 199859.3478642025, 982617.1908493377 199655.77860635213, 982158.3429117636 199931.07985553404, 981803.6588759207 200142.78868803903, 981697.7368561828 200206.24029652736, 981722.7204347473 200473.1659480031, 981737.1036125807 200598.48360008112, 981754.6756339233 200719.7367983082, 981770.6992541456 200839.03442970576, 981777.7412461257 200892.22303905297, 981787.1724592649 200963.46005286791, 981804.7478370884 201099.98547090183, 981824.8364599148 201241.2843274714, 981838.127048002 201338.61051889707, 981870.2102381659 201577.55679495967, 981901.5064408315 201817.00545146223, 981936.4074409886 202076.63086988585, 981967.7596130377 202311.5113491992, 981999.7214041963 202552.04936139748, 982036.3680107938 202789.9298414758, 982041.371428836 202820.23142231672, 982049.4520562199 202876.07146041244, 982056.5156542455 202942.99023602204, 982134.9570780956 202869.36522381305, 982503.7589184948 202523.87737368743, 982610.6123362342 202415.82596396774, 982777.7580035379 202259.60572328203))",2278,2,0,0,1,0,2277,2,2275,3677729.064998742,0.0,37.0,13.710813896591096,0,4.187366640616107e-05,1,0.0,46313.79318764428,49123.018961599286,0.012593041077554233,0.013356889018581385,3
14,34.0,1,Manhattan,3400,1003400,0,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),36061003400,4103,1718451.585861206,5503.30697234021,"POLYGON ((990339.6073671639 205032.47191106417, 990331.7268119577 205014.2631059843, 990198.6365827342 204782.15087367553, 990070.4247724904 204548.82440791096, 989940.0707499129 204316.32496855388, 989818.8962941298 204097.00430410475, 989175.3378076197 204453.95577134623, 989056.4667579028 204240.64890208893, 988787.8858902574 204387.60473361556, 988724.3581057813 204422.36456527686, 988554.3508675068 204515.3849642937, 988536.5554535539 204525.12153792795, 988446.5136253439 204574.38857378956, 988564.5516670414 204789.94922765726, 988684.8760860171 205009.02367623182, 988812.7171076399 205241.50669703566, 988941.952477558 205477.43497000678, 989084.1309037418 205730.63979707495, 989108.3925055627 205717.80202670716, 989263.5155852607 205637.7694227412, 989330.7446033821 205602.5960169407, 989698.4308387887 205400.0761515107, 989814.5666667735 205334.42953555254, 990039.941104456 205206.3665287421, 990339.6073671639 205032.47191106417))",674,0,0,0,0,0,674,0,674,1718452.26178364,5.0,26.0,15.452301961469065,0,2.79321113931784e-05,1,0.0,19998.96372005195,20942.232717651754,0.011637776716179679,0.012186682856069043,0
15,36.01,1,Manhattan,3601,1003601,0,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),36061003601,4103,1082296.16557312,4201.295309092325,"POLYGON ((987398.8062619263 202664.00077617867, 987385.429673228 202636.16373417783, 987313.0356847773 202376.04911780494, 987302.6696559975 202338.80350468153, 987262.4872793531 202194.4258505077, 987234.9250787592 202206.15125484215, 987061.8740318833 201784.69535613502, 986847.1336306358 201874.13457639204, 986604.2337388376 201969.45258114082, 986401.4257132454 202049.83918766098, 986264.6838635217 202103.41542707098, 986062.7590168653 202182.52523892908, 986043.768656446 202190.06564512925, 986089.6308432557 202352.8362473851, 986095.9054410066 202375.10547803916, 986117.8004625143 202452.81386804252, 986164.4266263326 202622.4713125078, 986291.7146628795 203073.0788269234, 986299.8412505083 203102.07480455594, 986319.5864328473 203094.10379527273, 986411.9952655747 203056.96542399935, 986645.9133440551 202962.9939768663, 986668.5479312859 202953.9585753698, 986737.5601527208 202924.68037340892, 986945.5913849429 202843.30579078343, 987189.9216357967 202751.5375914535, 987366.0400807764 202677.34794582304, 987398.8062619263 202664.00077617867))",669,0,0,0,1,0,668,0,668,1082296.5912822378,30.0,47.0,39.9509423503326,0,3.9730329325953315e-05,0,0.0,0.0,0.0,0.0,0.0,0
16,36.02,1,Manhattan,3602,1003602,0,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),36061003602,4103,961070.5000305176,4076.2503258388015,"POLYGON ((987716.813936026 203261.56267093314, 987583.9334849357 203021.49444341712, 987539.2266915487 202937.77201349978, 987528.0858818621 202916.9079954059, 987456.4860792921 202782.82337212146, 987410.8922621561 202687.04954816747, 987398.8062619263 202664.00077617867, 987366.0400807764 202677.34794582304, 987189.9216357967 202751.5375914535, 986945.5913849429 202843.30579078343, 986737.5601527208 202924.68037340892, 986668.5479312859 202953.9585753698, 986645.9133440551 202962.9939768663, 986411.9952655747 203056.96542399935, 986319.5864328473 203094.10379527273, 986299.8412505083 203102.07480455594, 986306.3110386853 203125.79520738215, 986376.1918431325 203382.48788699985, 986407.3674438715 203501.44408810599, 986450.0612954716 203651.55910918218, 986524.0754620824 203923.78719233867, 986542.3976705752 203913.56416842816, 987057.4972063905 203628.87192789107, 987716.813936026 203261.56267093314))",689,1,0,0,0,0,689,1,688,961070.878080081,24.0,46.0,37.45508483397523,0,2.1850625670763672e-05,0,0.0,0.0,0.0,0.0,0.0,0
17,37.0,1,Manhattan,3700,1003700,0,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),36061003700,4121,4116364.2974090576,11701.607943239473,"POLYGON ((982284.4680369021 204791.03504045028, 982776.8456988211 204729.8804409359, 983382.7238107289 204653.08924500862, 983468.7570310731 204641.9114499283, 983495.6882501682 204627.2228491908, 983522.3234487402 204611.1286085482, 983578.1288807434 204573.5628068865, 983653.9962677517 204522.49199829932, 983641.4606823728 204502.84300721358, 983553.0124879432 204364.21498659597, 983384.2592277691 204100.51790813197, 983268.8544265154 203879.88767326094, 983215.6998142616 203872.06345139944, 983182.5763978141 203765.21723796948, 983132.3962169909 203603.35020022542, 983123.8612429649 203575.73782880016, 983117.0350093821 203553.65359572665, 983061.0268250557 203372.45476684076, 982993.990807564 203155.5705058212, 982981.5697857974 203115.38513377754, 982923.0724047376 202915.62825674113, 982847.3541961821 202679.92001713725, 982762.6593638739 202390.6785636063, 982756.6127936549 202364.59597771487, 982755.0313732428 202337.27334046937, 982758.1843898102 202309.87813249577, 982765.9401904508 202283.63172866826, 982777.7580035379 202259.60572328203, 982610.6123362342 202415.82596396774, 982503.7589184948 202523.87737368743, 982134.9570780956 202869.36522381305, 982056.5156542455 202942.99023602204, 982010.426593543 202989.29944787768, 981948.3958180301 203044.299456873, 981873.9109990927 203114.09286442157, 981853.7075643867 203133.02627818802, 981666.962527436 203308.00970560298, 981552.2449114732 203413.24812625337, 981463.0426817515 203505.82736546142, 981252.691621432 203704.5407773126, 981222.0946305069 203706.12897250173, 981217.4962420966 203666.2243624845, 981216.5566669657 203658.0711626006, 981185.0834607545 203470.87031910577, 981166.6878307986 203351.39769982145, 981159.2658336897 203303.19432096116, 981135.5626475778 203149.25324988668, 981102.4196355784 203153.46565211326, 981078.8468159314 203156.12306156784, 981036.7448177601 203160.91426001707, 980933.3320163621 203172.6816542781, 980975.2021947502 203445.2471389242, 981019.379379975 203732.83240195818, 981019.6249854474 203734.43097406608, 980935.0743695464 203773.00220718802, 980835.9731532182 203793.50739628472, 980337.0536807588 203859.89820269877, 980153.4976137605 203883.91718395613, 980046.7818331185 203897.7819906316, 980035.4137884369 203913.17237421803, 980039.747589583 203945.68220739765, 980044.6919861748 203992.39120110596, 980052.3459779546 204040.1670286456, 980057.8086246003 204070.55723254656, 980284.2092436933 204039.2516300289, 980530.8690830785 204007.48301534497, 980828.0533466036 203970.42301927644, 981050.4872289277 203944.13023503873, 981094.581578744 204593.3355644393, 981199.488032812 204580.19414648702, 981236.5990021667 204575.5461364095, 981265.1236050001 204573.1613711508, 981299.7736362249 204572.48296629658, 981325.9166367187 204910.78863676472, 981658.2550820892 204869.5354035714, 981868.034909195 204843.18060725502, 982284.4680369021 204791.03504045028))",2916,1,0,0,2,0,2914,1,2913,4116365.9163127127,0.0,27.0,6.856078345127362,1,4.275616006403392e-05,1,4.0,30443.20542024919,56779.9701126656,0.007395650930741133,0.013793713014592002,1
18,39.0,1,Manhattan,3900,1003900,0,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),36061003900,4121,3571006.2566223145,12700.424619751906,"POLYGON ((982056.5156542455 202942.99023602204, 982049.4520562199 202876.07146041244, 982041.371428836 202820.23142231672, 982036.3680107938 202789.9298414758, 981999.7214041963 202552.04936139748, 981967.7596130377 202311.5113491992, 981936.4074409886 202076.63086988585, 981901.5064408315 201817.00545146223, 981870.2102381659 201577.55679495967, 981838.127048002 201338.61051889707, 981824.8364599148 201241.2843274714, 981804.7478370884 201099.98547090183, 981787.1724592649 200963.46005286791, 981777.7412461257 200892.22303905297, 981770.6992541456 200839.03442970576, 981754.6756339233 200719.7367983082, 981737.1036125807 200598.48360008112, 981722.7204347473 200473.1659480031, 981697.7368561828 200206.24029652736, 981246.4121136523 200474.92093915213, 981209.3651160313 200248.2119090063, 981026.5208996563 200357.18830447266, 980767.8828437453 200514.51712421735, 980720.5338345678 200543.6147237649, 980732.3548187849 200610.8195713176, 980832.9582151396 201184.39225810606, 980842.3300413523 201245.0501072586, 980800.9080359308 201251.87786617968, 980769.4196263272 201256.32366689167, 980728.6746229728 201264.3128640282, 980637.4769728056 201278.78307902743, 980642.7355788443 201310.66608108717, 980658.407820208 201409.20949696985, 980657.7839796407 201413.1117193947, 980671.2596267243 201498.61375076938, 980519.8771500135 201522.994122199, 980531.335157719 201602.33434812987, 980370.3545345993 201626.46636719248, 980368.835125316 201619.73894882988, 980295.4847077882 201629.93853362207, 980294.8337067626 201626.90032497043, 979932.6372228647 201683.97515463832, 979932.6372227371 201687.8811612404, 979893.7916338843 201693.95776042304, 979894.0086135421 201705.89337068208, 979709.5467845659 201732.58636367132, 979729.7364209868 201860.24819359797, 980231.0385236377 201782.4487546353, 980502.1323891699 201739.21956711254, 980646.10037464 201716.57436428993, 980674.5428182902 201911.47082687647, 979899.1374500592 202034.87921448462, 979919.1898185347 202157.66561621064, 980601.560988308 202052.08321813523, 980613.7787617556 202132.15086120082, 980575.7579411399 202138.05344913653, 980573.5009828953 202131.45646292192, 980470.0287330874 202147.77586006248, 980475.4803325052 202173.1402450768, 980490.532337481 202171.10905617493, 980490.5843395563 202167.9320535707, 980575.2479917326 202157.7042708643, 980574.596990803 202151.84465055435, 980614.9615618819 202145.33427449735, 980617.3489520192 202161.61046182696, 980773.9623866341 202142.85405409551, 980787.0179892449 202243.61927208834, 980820.5873862649 202465.06310332433, 980859.4023891239 202708.67716616488, 980897.179428082 202945.7768233614, 980933.3320163621 203172.6816542781, 981036.7448177601 203160.91426001707, 981078.8468159314 203156.12306156784, 981102.4196355784 203153.46565211326, 981135.5626475778 203149.25324988668, 981159.2658336897 203303.19432096116, 981166.6878307986 203351.39769982145, 981185.0834607545 203470.87031910577, 981216.5566669657 203658.0711626006, 981217.4962420966 203666.2243624845, 981222.0946305069 203706.12897250173, 981252.691621432 203704.5407773126, 981463.0426817515 203505.82736546142, 981552.2449114732 203413.24812625337, 981666.962527436 203308.00970560298, 981853.7075643867 203133.02627818802, 981873.9109990927 203114.09286442157, 981948.3958180301 203044.299456873, 982010.426593543 202989.29944787768, 982056.5156542455 202942.99023602204))",2238,5,0,1,3,0,2234,4,2230,3571007.661198279,0.0,20.0,4.537049062049062,0,3.5844224416211035e-05,0,0.0,0.0,0.0,0.0,0.0,0
19,40.01,1,Manhattan,4001,1004001,0,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),36061004001,4103,995026.1372680664,4151.9768668974975,"POLYGON ((989084.1309037418 205730.63979707495, 988941.952477558 205477.43497000678, 988812.7171076399 205241.50669703566, 988684.8760860171 205009.02367623182, 988564.5516670414 204789.94922765726, 988446.5136253439 204574.38857378956, 987783.4440873256 204942.01240586973, 987905.9536875099 205157.25164868482, 988025.963348135 205376.87730585164, 988155.057543805 205609.85935021206, 988198.1679625593 205687.78398842507, 988283.8105528993 205842.5884038076, 988421.896571079 206094.68007133657, 988805.779648274 205883.63804894566, 988831.8562529392 205869.38145510404, 988901.6414850656 205830.44321706492, 988971.0099080172 205792.81180302, 989084.1309037418 205730.63979707495))",728,0,0,0,1,0,727,0,727,995026.5286562181,16.0,33.0,24.203757661006733,0,2.713495492071298e-05,0,0.0,0.0,0.0,0.0,0.0,0
20,40.02,1,Manhattan,4002,1004002,0,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),36061004002,4103,932610.9862060548,4046.980993909228,"POLYGON ((988421.896571079 206094.68007133657, 988283.8105528993 205842.5884038076, 988198.1679625593 205687.78398842507, 988155.057543805 205609.85935021206, 988025.963348135 205376.87730585164, 987905.9536875099 205157.25164868482, 987783.4440873256 204942.01240586973, 987394.8522076238 205163.4654409248, 987322.3753855443 205204.08226805113, 987168.4779531086 205282.51385856062, 987283.9895659845 205501.88670790594, 987405.5412190963 205720.32474285853, 987532.9490130522 205954.47139919316, 987663.1392172539 206187.11524770778, 987802.4268348065 206437.95471778009, 988421.896571079 206094.68007133657))",428,0,0,0,0,0,428,0,428,932611.3530137362,21.0,41.0,31.463864464936737,0,3.4312256543512914e-05,0,0.0,0.0,0.0,0.0,0.0,0
21,41.0,1,Manhattan,4100,1004100,0,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),36061004100,4121,2058611.7768707275,5913.870739801257,"POLYGON ((985969.3262054931 201936.58658907897, 985957.6914387423 201898.1895474897, 985901.2588159747 201711.9509226797, 985892.6455948969 201683.71873912448, 985866.1989979887 201599.3216879865, 985847.7276215738 201540.9068810152, 985802.2892013702 201397.20964679573, 985688.900823208 201032.98776990047, 985516.7881922657 200603.72968460943, 985411.358735035 200372.52626678566, 985342.1725686821 200222.04759741545, 985085.7391043769 200334.58002164736, 984869.7586513066 200434.17622629117, 984640.6710178021 200538.2180491031, 984440.2023456811 200702.43047785686, 984261.7381332385 200872.51870190867, 984409.4609334195 201114.13575828235, 984461.7507360969 201199.13217548231, 984658.94540651 201516.677837152, 984899.6699907656 201899.5081199275, 984970.5326079243 202122.93638869448, 985047.1532192474 202433.20122261508, 985284.0262553651 202306.12820654555, 985506.719356834 202185.09199541534, 985717.2931930306 202071.73577815754, 985952.1773981706 201945.50315526777, 985969.3262054931 201936.58658907897))",944,1,0,0,1,0,943,1,942,2058612.586599987,14.0,47.0,31.1866893368958,0,3.788959637559834e-05,1,0.3333333333333333,3089.3545712364953,3089.3545712364953,0.0015006974072469294,0.0015006974072469294,0
22,43.0,1,Manhattan,4300,1004300,0,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),36061004300,4121,1605585.0079040527,5090.419725678447,"POLYGON ((986299.8412505083 203102.07480455594, 986291.7146628795 203073.0788269234, 986164.4266263326 202622.4713125078, 986117.8004625143 202452.81386804252, 986095.9054410066 202375.10547803916, 986089.6308432557 202352.8362473851, 986043.768656446 202190.06564512925, 985969.3262054931 201936.58658907897, 985952.1773981706 201945.50315526777, 985717.2931930306 202071.73577815754, 985506.719356834 202185.09199541534, 985284.0262553651 202306.12820654555, 985047.1532192474 202433.20122261508, 984809.3387765643 202565.13684947748, 984578.9719062017 202695.74667062872, 984863.5281623512 203137.86236673684, 985124.6530184909 203543.35024735547, 985144.3872133496 203573.9932593381, 985401.0502910351 203492.54348282627, 985544.2685211868 203447.1500455011, 985660.9087432633 203398.87886026566, 985862.9685391495 203304.59442381872, 986062.9912252318 203210.06041454422, 986280.825438429 203110.74600933245, 986299.8412505083 203102.07480455594))",891,0,0,0,1,0,890,0,890,1605585.6394351653,18.0,51.0,39.55176280054815,0,3.114128500650372e-05,1,0.0,0.0,0.0,0.0,0.0,0
23,45.0,1,Manhattan,4500,1004500,0,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),36061004500,4121,1129524.3546600342,4604.742515264729,"POLYGON ((984409.4609334195 201114.13575828235, 984261.7381332385 200872.51870190867, 984102.1386711943 201023.04015017644, 983896.7944479124 201216.57015049836, 983861.3622500177 201249.7955588367, 983727.3364021311 201375.47389384644, 983827.1658239035 201529.64564955462, 983854.727595643 201572.07443072568, 984066.4498564566 201900.9155052129, 984290.2614746162 202247.75536286752, 984578.9719062017 202695.74667062872, 984809.3387765643 202565.13684947748, 985047.1532192474 202433.20122261508, 984970.5326079243 202122.93638869448, 984899.6699907656 201899.5081199275, 984658.94540651 201516.677837152, 984461.7507360969 201199.13217548231, 984409.4609334195 201114.13575828235))",737,0,0,0,0,0,737,0,737,1129524.7856173085,6.0,39.0,21.153771246458923,0,3.89544351396885e-05,1,7.0,35793.087945436164,36409.591248561126,0.031688625518628624,0.03223443319896919,0
24,52.0,1,Manhattan,5200,1005200,0,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),36061005200,4165,1815428.9916858675,5790.388252220591,"POLYGON ((987768.5817968827 208482.16990220465, 987646.9021529355 208266.89165794585, 987525.4523672891 208055.03821907076, 987410.7839551541 207840.72756552682, 987293.6943388375 207628.52354077107, 987239.9576977262 207536.32869678523, 987172.0245213461 207419.78027093623, 987055.7944632898 207208.82282846936, 987059.1857001763 207178.89002239858, 987045.2575958245 207148.2861319324, 987035.6852701886 207116.05321733683, 987030.6516928962 207082.80797881313, 987030.2532642789 207049.18619957124, 987047.868874098 206854.15655964025, 986812.0068239191 207001.45321252206, 986688.667991682 207064.54782578695, 986545.6607592962 207138.46861249532, 986018.5589017136 207425.95144161565, 986156.3703227276 207676.09529379415, 986285.2775066379 207909.06757249532, 986404.2733122467 208122.76439546564, 986484.9993369549 208268.55702911806, 986493.8955174157 208284.6236219266, 986522.6293472127 208336.5174318273, 986640.0011901112 208549.49288009663, 986758.8231675536 208762.70752521805, 986877.2319979098 208977.06078141628, 987136.4208348065 208832.5565491816, 987752.7057559323 208490.35593853064, 987768.5817968827 208482.16990220465))",861,0,0,0,1,0,860,0,860,1815481.9028840975,30.0,50.0,39.686312310658224,0,2.6439261070984288e-05,1,2.0,0.0,0.0,0.0,0.0,0
25,54.0,1,Manhattan,5400,1005400,0,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),36061005400,4165,1809255.65826416,5588.637011274375,"POLYGON ((986877.2319979098 208977.06078141628, 986758.8231675536 208762.70752521805, 986640.0011901112 208549.49288009663, 986522.6293472127 208336.5174318273, 986493.8955174157 208284.6236219266, 986484.9993369549 208268.55702911806, 986404.2733122467 208122.76439546564, 986285.2775066379 207909.06757249532, 986156.3703227276 207676.09529379415, 986018.5589017136 207425.95144161565, 985125.3320882211 207920.0813342688, 985263.2108920834 208169.41439525937, 985392.9693334928 208402.85261650622, 985511.2433372288 208615.05926582348, 985630.1899484331 208830.61430446766, 985748.0441522896 209042.65115392077, 985867.7053632743 209256.46382167615, 985920.3677852569 209354.69742414108, 985986.0836149681 209472.65887509251, 986877.2319979098 208977.06078141628))",1336,0,0,0,0,0,1336,0,1336,1809256.369751696,24.0,42.0,32.83816945780136,0,1.4370544956858857e-05,1,0.0,26724.33567565597,28174.530754213716,0.014770894894969275,0.015572436955455028,1
