image_idx,sensor_id,frame_id,captured_at,gps_info.longitude,gps_info.latitude,h3_index_res06,date_str,image_path
304740,big_pink_elephant,7be36d0e0df50f2193bb6ccd814a063e,1696038972603,-73.828545,40.655864,604222337365049343,2023-09-30,/share/ju/nexar_data/2023/2023-09-30/604222337365049343/frames/7be36d0e0df50f2193bb6ccd814a063e.jpg
304742,big_pink_elephant,9d3124e1bef05540fb37220d88ec75a5,1695987807569,-73.828762,40.65587,604222337365049343,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222337365049343/frames/9d3124e1bef05540fb37220d88ec75a5.jpg
653814,blue_eyed_tiger,8c92a379cb7bd8a944d352ff532d063f,1696024492290,-73.95446,40.700816,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/8c92a379cb7bd8a944d352ff532d063f.jpg
653818,blue_eyed_tiger,220cd0557a956769dea5dcfb2d3ff244,1696023274031,-73.954529,40.700878,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/220cd0557a956769dea5dcfb2d3ff244.jpg
653826,blue_eyed_tiger,3613f4b2b22ebb8fa4bbbc7e328dda34,1696019538488,-73.954491,40.700844,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/3613f4b2b22ebb8fa4bbbc7e328dda34.jpg
653833,blue_eyed_tiger,784ed3b99d85d06b3a6a6ae0841e7ded,1696017789056,-73.954456,40.700819,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/784ed3b99d85d06b3a6a6ae0841e7ded.jpg
653844,blue_eyed_tiger,8fa32eb51d7d774ab58dcf8c3d68e7c8,1696008929886,-73.954561,40.700906,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/8fa32eb51d7d774ab58dcf8c3d68e7c8.jpg
653868,blue_eyed_tiger,88dee90d26bf5690058b0f6d1d22f607,1695967386146,-73.954564,40.700747,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/88dee90d26bf5690058b0f6d1d22f607.jpg
712863,clearly_bored_turtle,4d2fc9552295c8dab1c63c6c1aa41719,1696024271743,-73.951227,40.700867,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/4d2fc9552295c8dab1c63c6c1aa41719.jpg
712878,clearly_bored_turtle,691666b9c9561fa1ac87dbf9b063a611,1696016758938,-73.951255,40.700892,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/691666b9c9561fa1ac87dbf9b063a611.jpg
693159,closed_wagon_snail,a2b54fed8bf0b3af974412cd19d36340,1696007768961,-73.949991,40.699285,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/a2b54fed8bf0b3af974412cd19d36340.jpg
693163,closed_wagon_snail,2748d7f63ad54c4280d2f9365edb2a07,1696003772587,-73.949981,40.699234,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/2748d7f63ad54c4280d2f9365edb2a07.jpg
820984,daily_gentle_beetle,f682d266202e67c3bbb1ae32a9873c45,1696021944750,-73.983929,40.675977,604222353471176703,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/f682d266202e67c3bbb1ae32a9873c45.jpg
820996,daily_gentle_beetle,c92502978a822299f70c1c45c82add62,1696020117586,-73.983952,40.675949,604222353471176703,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/c92502978a822299f70c1c45c82add62.jpg
821025,daily_gentle_beetle,82c07fb95d8557e8dff64c169ef1a994,1696009266366,-73.984073,40.675801,604222353471176703,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/82c07fb95d8557e8dff64c169ef1a994.jpg
821054,daily_gentle_beetle,fb27107940c814bd188c11ae1856f344,1695993925439,-73.984,40.67589,604222353471176703,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/fb27107940c814bd188c11ae1856f344.jpg
767454,daily_new_falcon,a1a66132e1c7712d0a6c0fea8868fe9e,1696021355932,-73.994523,40.676653,604222352263217151,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222352263217151/frames/a1a66132e1c7712d0a6c0fea8868fe9e.jpg
351664,duly_star_bee,bf219a163931e5788ad807a29cbed8af,1695995812474,-73.954079,40.811275,604222323809058815,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222323809058815/frames/bf219a163931e5788ad807a29cbed8af.jpg
351678,duly_star_bee,e378eb9f5736a3b0b669885dc8521877,1695990848093,-73.954137,40.811196,604222323809058815,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222323809058815/frames/e378eb9f5736a3b0b669885dc8521877.jpg
647442,early_calm_ghoul,4b83ed75f82a0f530e10e2a4613f7ef7,1696016453528,-73.92297,40.701437,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/4b83ed75f82a0f530e10e2a4613f7ef7.jpg
647444,early_calm_ghoul,fd583987e965c88fa969957bd439ac47,1696013372298,-73.92301,40.70146,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/fd583987e965c88fa969957bd439ac47.jpg
647445,early_calm_ghoul,b317475bbf8927585d6185cf9b16de2b,1696013371298,-73.922962,40.701432,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/b317475bbf8927585d6185cf9b16de2b.jpg
647458,early_calm_ghoul,23c1e524233f2768850d261efc4a0c90,1696006501948,-73.922988,40.701448,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/23c1e524233f2768850d261efc4a0c90.jpg
351386,easily_cosmic_slug,38d3fd42026c40c388a9a2a709164d79,1696017223569,-73.948272,40.809823,604222323809058815,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222323809058815/frames/38d3fd42026c40c388a9a2a709164d79.jpg
351410,easily_cosmic_slug,a10f4f90973f778e54ab8b7b721d3a55,1696008238077,-73.948259,40.809818,604222323809058815,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222323809058815/frames/a10f4f90973f778e54ab8b7b721d3a55.jpg
351440,easily_cosmic_slug,f412a685f1b302d8cee6f78ed2253587,1695998510248,-73.948127,40.809762,604222323809058815,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222323809058815/frames/f412a685f1b302d8cee6f78ed2253587.jpg
351455,easily_cosmic_slug,90330d124d4fca29a567a7bc525e16eb,1695993178582,-73.948266,40.809821,604222323809058815,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222323809058815/frames/90330d124d4fca29a567a7bc525e16eb.jpg
248381,evenly_cute_tomcat,38521b64f54379ef9dbfc8448976a667,1696020484067,-73.781545,40.692375,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/38521b64f54379ef9dbfc8448976a667.jpg
248386,evenly_cute_tomcat,c80c6d587885d08d713bcd084258043f,1696019951207,-73.781585,40.692177,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/c80c6d587885d08d713bcd084258043f.jpg
248394,evenly_cute_tomcat,446142a542fc48647d717bafee2846aa,1696004300830,-73.781666,40.692287,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/446142a542fc48647d717bafee2846aa.jpg
826833,firmly_needed_heron,8801daf91ef084b0e91ad0aa77e6935b,1696013704435,-73.97004,40.646708,604222353471176703,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/8801daf91ef084b0e91ad0aa77e6935b.jpg
826897,firmly_needed_heron,ae231e4c00444b291e0fedc57a637878,1695998392509,-73.970073,40.646695,604222353471176703,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/ae231e4c00444b291e0fedc57a637878.jpg
849535,firmly_needed_heron,e740e1029f6b3100c235825740a2e7a6,1696022583713,-73.970252,40.646625,604222353471176703,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/e740e1029f6b3100c235825740a2e7a6.jpg
849553,firmly_needed_heron,ac841787bea1f028e9c301a13ffa067c,1696017708638,-73.970168,40.646658,604222353471176703,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/ac841787bea1f028e9c301a13ffa067c.jpg
849582,firmly_needed_heron,b27550d3f66fe7ca98e38dc6c65590f7,1696012372495,-73.970207,40.646643,604222353471176703,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/b27550d3f66fe7ca98e38dc6c65590f7.jpg
802907,gladly_mint_snail,7cb5a8324077e4b069d0a69fd6e7712f,1696024215713,-74.012253,40.679717,604222352263217151,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222352263217151/frames/7cb5a8324077e4b069d0a69fd6e7712f.jpg
802916,gladly_mint_snail,7f95192f0364dbd758e1c5bea2b33d06,1696005859015,-74.012268,40.679717,604222352263217151,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222352263217151/frames/7f95192f0364dbd758e1c5bea2b33d06.jpg
