image_idx,sensor_id,frame_id,captured_at,gps_info.longitude,gps_info.latitude,h3_index_res06,date_str,image_path
802920,gladly_mint_snail,4ca10cefa61e24dc8c14e6ff4dba7b38,1696004743164,-74.012398,40.679632,604222352263217151,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222352263217151/frames/4ca10cefa61e24dc8c14e6ff4dba7b38.jpg
802932,gladly_mint_snail,789bc5e59e577dbdf08c74a453648fef,1695998864276,-74.012393,40.679636,604222352263217151,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222352263217151/frames/789bc5e59e577dbdf08c74a453648fef.jpg
256447,gladly_pretty_magpie,2217d84ae62278b656f1875eebc3f641,1695999123291,-73.788404,40.695555,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/2217d84ae62278b656f1875eebc3f641.jpg
271558,gladly_pretty_magpie,e58df1988867e8673465443414fb1610,1696013857727,-73.78831,40.695737,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/e58df1988867e8673465443414fb1610.jpg
271566,gladly_pretty_magpie,60339ae2bf2af1f9f7ed3d027c1c703b,1696004000322,-73.788482,40.695663,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/60339ae2bf2af1f9f7ed3d027c1c703b.jpg
668550,light_maroon_penguin,cf878ccb402f3fec8d9e0e22b1310c1a,1696024265440,-73.960629,40.699272,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/cf878ccb402f3fec8d9e0e22b1310c1a.jpg
668551,light_maroon_penguin,2beb4f52ef6ee52fa3114ea8b9e7d382,1696024264440,-73.960577,40.699244,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/2beb4f52ef6ee52fa3114ea8b9e7d382.jpg
668558,light_maroon_penguin,27d13d6e0429a382882c3b63ffef87dc,1696023067020,-73.96067,40.699294,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/27d13d6e0429a382882c3b63ffef87dc.jpg
668563,light_maroon_penguin,efd004aa339584a0bef112afc54b1ea9,1696020792441,-73.960742,40.699332,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/efd004aa339584a0bef112afc54b1ea9.jpg
668580,light_maroon_penguin,626b275730a9dea864d54dc751481301,1696016977996,-73.960692,40.699305,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/626b275730a9dea864d54dc751481301.jpg
668592,light_maroon_penguin,1c76174b4400d20d236dd8c16a8a7019,1696011349822,-73.960542,40.699223,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/1c76174b4400d20d236dd8c16a8a7019.jpg
668617,light_maroon_penguin,095b94f6d86b649de99e4c606fad8586,1696000237345,-73.960744,40.699333,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/095b94f6d86b649de99e4c606fad8586.jpg
668621,light_maroon_penguin,508aac6b7315d09ad5f04bcbfc7f8365,1695999347329,-73.960695,40.699307,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/508aac6b7315d09ad5f04bcbfc7f8365.jpg
668639,light_maroon_penguin,53dabcd9ff15580fba5677f359980411,1695989968326,-73.960663,40.69929,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/53dabcd9ff15580fba5677f359980411.jpg
668642,light_maroon_penguin,9dd1c0642c3563b57a5785098caea182,1695987160393,-73.960638,40.699277,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/9dd1c0642c3563b57a5785098caea182.jpg
277838,lively_wanted_louse,9a59256259cda46b240ab24af7f28205,1695987774525,-73.79328,40.734564,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/9a59256259cda46b240ab24af7f28205.jpg
280458,lively_wanted_louse,5a69a692fdf9f9009cbcd2f26501306f,1695990844278,-73.793501,40.734506,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/5a69a692fdf9f9009cbcd2f26501306f.jpg
675026,mean_flying_fish,54698557aed547c4dd300b70c05de201,1696017965774,-73.946865,40.702812,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/54698557aed547c4dd300b70c05de201.jpg
675027,mean_flying_fish,9487176b94495868a6de0a526c68af02,1696017955774,-73.94673,40.702899,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/9487176b94495868a6de0a526c68af02.jpg
675037,mean_flying_fish,446470704d69f9e64c5bcbda431a076f,1696013473874,-73.946702,40.702917,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/446470704d69f9e64c5bcbda431a076f.jpg
675058,mean_flying_fish,9f5d8db076c16650e7967ce63975062a,1696004671387,-73.946723,40.702904,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/9f5d8db076c16650e7967ce63975062a.jpg
675082,mean_flying_fish,42f7150f0ae29b27287aafe30dc251f2,1695987490963,-73.946738,40.702894,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/42f7150f0ae29b27287aafe30dc251f2.jpg
675084,mean_flying_fish,b0acb43b5d0f1792580388b2cdb1f7f0,1695967749466,-73.946897,40.702775,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/b0acb43b5d0f1792580388b2cdb1f7f0.jpg
237843,mildly_loving_doe,1e589305771eec8b757ea1e8476193b0,1696014013970,-73.794557,40.697435,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/1e589305771eec8b757ea1e8476193b0.jpg
237888,mildly_loving_doe,77a2dce388151f8f4c16bb6e03d04675,1696004049162,-73.794484,40.697337,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/77a2dce388151f8f4c16bb6e03d04675.jpg
237892,mildly_loving_doe,c82e9abf64056ced90ffabcb43ab5446,1696002727041,-73.794497,40.697354,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/c82e9abf64056ced90ffabcb43ab5446.jpg
237898,mildly_loving_doe,d74a1c3112d354ea9417fdbfcfbcea9f,1696001559172,-73.794465,40.697312,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/d74a1c3112d354ea9417fdbfcfbcea9f.jpg
237914,mildly_loving_doe,3b0fe1369ec7ff1bd142fd5063bf7ff1,1695994683179,-73.794603,40.697497,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/3b0fe1369ec7ff1bd142fd5063bf7ff1.jpg
237922,mildly_loving_doe,a270242f64b5bedc5e390a42a365ce79,1695993003424,-73.794537,40.697408,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/a270242f64b5bedc5e390a42a365ce79.jpg
237928,mildly_loving_doe,2dfe725c1ae72403bfc8c62cdb2101ce,1695990615812,-73.794541,40.697414,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/2dfe725c1ae72403bfc8c62cdb2101ce.jpg
237946,mildly_loving_doe,c0557fb084fc611de69983500f2fd6aa,1695983267527,-73.794471,40.69732,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/c0557fb084fc611de69983500f2fd6aa.jpg
288623,mind_deal_ensure,971eaedf97697225decfda86dd6e828b,1696015723176,-73.746352,40.652538,604222337365049343,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222337365049343/frames/971eaedf97697225decfda86dd6e828b.jpg
288632,mind_deal_ensure,8e70c90cbde5b73b2789441989207ab9,1695993826583,-73.746541,40.652487,604222337365049343,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222337365049343/frames/8e70c90cbde5b73b2789441989207ab9.jpg
80997,nearly_tidy_weasel,6783016ff15b44b04d603672a3691fb5,1696030646165,-73.814514,40.745577,604222325285453823,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325285453823/frames/6783016ff15b44b04d603672a3691fb5.jpg
80999,nearly_tidy_weasel,9aaa99772c77e3a13dc926723d77438b,1696030504165,-73.814387,40.74572,604222325285453823,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325285453823/frames/9aaa99772c77e3a13dc926723d77438b.jpg
252467,nicely_brief_dory,e13d63bac73c5d327274a20065a2d467,1696004230162,-73.79274,40.693861,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/e13d63bac73c5d327274a20065a2d467.jpg
848232,overly_heroic_squid,7a1d820c5e08557f305a906e6d559d21,1696017002837,-73.994856,40.673314,604222353471176703,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/7a1d820c5e08557f305a906e6d559d21.jpg
848237,overly_heroic_squid,02cb0f26ba0afa10e4b01245dfed86ac,1696016597801,-73.994846,40.673309,604222353471176703,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/02cb0f26ba0afa10e4b01245dfed86ac.jpg
848254,overly_heroic_squid,19484aa69a649494ac275eb837c635b5,1696015796070,-73.99487,40.673321,604222353471176703,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/19484aa69a649494ac275eb837c635b5.jpg
848269,overly_heroic_squid,a8ebdd99826e11eef901c61dbef95da0,1696014133467,-73.994908,40.673339,604222353471176703,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/a8ebdd99826e11eef901c61dbef95da0.jpg
848288,overly_heroic_squid,d29f501ef8c20915f19fbb8c563ce2e3,1696012686523,-73.994877,40.673324,604222353471176703,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/d29f501ef8c20915f19fbb8c563ce2e3.jpg
676283,simply_half_monkey,bf5239b3bde2e4f739dfcd9e79412d8d,1696022971409,-73.948621,40.701676,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/bf5239b3bde2e4f739dfcd9e79412d8d.jpg
676380,simply_half_monkey,06f201e3a69380ec3c01894e125a0a82,1696010452830,-73.948634,40.701668,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/06f201e3a69380ec3c01894e125a0a82.jpg
681756,simply_half_monkey,c07b2ee22b0f63d21c48a32536ff12a0,1696023796929,-73.948658,40.701513,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/c07b2ee22b0f63d21c48a32536ff12a0.jpg
681757,simply_half_monkey,2cd58636b2bedcc41e42fd69c34c490c,1696023786929,-73.948699,40.70155,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/2cd58636b2bedcc41e42fd69c34c490c.jpg
681768,simply_half_monkey,b04a1510bb66b4f621cfb9f61c37cd55,1696018233774,-73.948707,40.701621,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/b04a1510bb66b4f621cfb9f61c37cd55.jpg
681779,simply_half_monkey,2bde3c4be3d7e5a5e2403daec4be7c56,1696014717057,-73.948718,40.701613,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/2bde3c4be3d7e5a5e2403daec4be7c56.jpg
681782,simply_half_monkey,23d42d85217318f641d98038bf5c5119,1696010623049,-73.948622,40.701481,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/23d42d85217318f641d98038bf5c5119.jpg
681790,simply_half_monkey,2018be62bff302c0c4436a7dfb3d6792,1696007602330,-73.948667,40.701521,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/2018be62bff302c0c4436a7dfb3d6792.jpg
681801,simply_half_monkey,083a6dd2e8a71bd706a0255b33211831,1696005059028,-73.94873,40.701578,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/083a6dd2e8a71bd706a0255b33211831.jpg
681803,simply_half_monkey,437cc1ac6802479b711a11191871681f,1696004791954,-73.948694,40.701629,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/437cc1ac6802479b711a11191871681f.jpg
681820,simply_half_monkey,e124848c81e07be93046a7efdf5e038b,1695987704962,-73.94872,40.701569,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/e124848c81e07be93046a7efdf5e038b.jpg
157047,slowly_fast_sawfly,fd8a1c1afef846d0a4de6393561b002d,1696019590047,-73.883256,40.833707,604222324345929727,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222324345929727/frames/fd8a1c1afef846d0a4de6393561b002d.jpg
157048,slowly_fast_sawfly,d9c81de7fd3195f325d6ece7eead4ab1,1696019589047,-73.883359,40.833587,604222324345929727,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222324345929727/frames/d9c81de7fd3195f325d6ece7eead4ab1.jpg
157066,slowly_fast_sawfly,178bf428b75aea836e53a8cdb48c4031,1696014112126,-73.883322,40.833629,604222324345929727,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222324345929727/frames/178bf428b75aea836e53a8cdb48c4031.jpg
157078,slowly_fast_sawfly,97a57cf990665c938d847870306a513b,1696008008376,-73.883356,40.833589,604222324345929727,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222324345929727/frames/97a57cf990665c938d847870306a513b.jpg
157084,slowly_fast_sawfly,f0601abe0fd0d6de1f591cc3fa6fdb29,1696005319195,-73.883272,40.833688,604222324345929727,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222324345929727/frames/f0601abe0fd0d6de1f591cc3fa6fdb29.jpg
157100,slowly_fast_sawfly,cfea3d6c92657014a1fc08c1418a8b64,1695999325474,-73.883346,40.833602,604222324345929727,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222324345929727/frames/cfea3d6c92657014a1fc08c1418a8b64.jpg
157110,slowly_fast_sawfly,c720928e8b6ac4b96d6e88d108cc4b58,1695991758399,-73.883278,40.833682,604222324345929727,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222324345929727/frames/c720928e8b6ac4b96d6e88d108cc4b58.jpg
157112,slowly_fast_sawfly,68d294ec1f434410bf188ef9ad375cc8,1695990122318,-73.883316,40.833636,604222324345929727,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222324345929727/frames/68d294ec1f434410bf188ef9ad375cc8.jpg
280302,tired_red_monkey,53ec8ea170f182e0b946b381ce2937ca,1696015862853,-73.792527,40.691864,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/53ec8ea170f182e0b946b381ce2937ca.jpg
280305,tired_red_monkey,d1c92ceff921c157012f0868d565182c,1696014916893,-73.792309,40.691953,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/d1c92ceff921c157012f0868d565182c.jpg
280312,tired_red_monkey,accaf5b81023edd9a39a29c0b89d70c8,1696005412406,-73.792489,40.691879,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/accaf5b81023edd9a39a29c0b89d70c8.jpg
280324,tired_red_monkey,e9b2c143e3f6657dd2fa8561ed964148,1695994233801,-73.792338,40.69194,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/e9b2c143e3f6657dd2fa8561ed964148.jpg
672719,total_melt_deer,7bbebbbabd7a662a28a5cd1bed441114,1696008030021,-73.95908,40.699532,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/7bbebbbabd7a662a28a5cd1bed441114.jpg
672745,total_melt_deer,513bcaa6e7af626bdf18947fe538c56e,1695997364987,-73.959144,40.699587,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/513bcaa6e7af626bdf18947fe538c56e.jpg
672746,total_melt_deer,e713e7829863828e8cd248206ece25cf,1695997363987,-73.959144,40.699587,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/e713e7829863828e8cd248206ece25cf.jpg
696288,total_melt_deer,33e2027179bcaf241f6bc5d963e684ed,1696024270441,-73.958992,40.699417,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/33e2027179bcaf241f6bc5d963e684ed.jpg
696318,total_melt_deer,57550cc68ac2f6b484d31324bf731d53,1696019570561,-73.958997,40.699416,604222325151236095,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/57550cc68ac2f6b484d31324bf731d53.jpg
269497,truly_pretty_calf,bb85d7c024d251de9725f3a5c891c663,1696005436406,-73.790981,40.692514,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/bb85d7c024d251de9725f3a5c891c663.jpg
269518,truly_pretty_calf,f22ad69d1c816589ab808461b1945de5,1695999259639,-73.790808,40.69259,604222325419671551,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/f22ad69d1c816589ab808461b1945de5.jpg
324649,unified_angry_donkey,4fdc1ff9aeecd60a94e9921d8eb667cd,1695987874569,-73.831107,40.658737,604222337365049343,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222337365049343/frames/4fdc1ff9aeecd60a94e9921d8eb667cd.jpg
827771,vastly_saving_whale,b5c4cab24bdf21681c765df8b3922f4b,1695999280859,-74.008342,40.673287,604222353471176703,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/b5c4cab24bdf21681c765df8b3922f4b.jpg
827776,vastly_saving_whale,1e8c321a311ea37fc3b2302c702c275a,1695990709039,-74.008379,40.673208,604222353471176703,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/1e8c321a311ea37fc3b2302c702c275a.jpg
284900,vastly_select_guinea,3bd9e40f0e4e6a7ce570879a72fa8d5f,1696015796176,-73.745027,40.657313,604222337096613887,2023-09-29,/share/ju/nexar_data/2023/2023-09-29/604222337096613887/frames/3bd9e40f0e4e6a7ce570879a72fa8d5f.jpg
